Name,Riskiness R
CHIM,[0.49022432]
COPX,[4.01259003]
CROP,[0.11024469]
CUT,[0.25946744]
DUST,[1.73782369e+12]
FLM,[0.97733507]
FMAT,[0.21384459]
FTAG,[1.76553455e+13]
FTRI,[1.88124906e+13]
FXZ,[0.20556774]
GDX,[1.02913005]
GDXJ,[0.69788004]
GNR,[1.08354711e+11]
GOEX,[0.5521784]
GRES,[2.86942796e+11]
GUNR,[1.96737996e+11]
HAP,[1.12690512e+11]
IGE,[6.88102268e+11]
ITB,[0.24543387]
IYM,[0.379613]
JDST,[3.10893583e+13]
JNUG,[7.34673009]
LIT,[0.78597104]
MOO,[0.30931054]
MXI,[1.767129]
NUGT,[11.21514543]
PAGG,[2.82199606e+11]
PICK,[9.54342189e+11]
PKB,[0.17473592]
PSAU,[1.20987877]
PSCM,[0.51896714]
PYZ,[0.23108736]
REMX,[6.5055315e+12]
RING,[1.22267837]
RTM,[0.18132307]
SBM,[8.54727145e+11]
SIL,[0.86758442]
SILJ,[0.49568347]
SLVP,[0.74635131]
SLX,[1.34398724]
SMN,[2.0696045e+12]
SOIL,[9.36232614e+11]
URA,[1.37453335e+12]
UYM,[0.86453814]
VAW,[0.21820408]
VEGI,[0.97597541]
WOOD,[0.23435894]
XHB,[0.30744831]
XLB,[0.22741968]
XME,[3.83727012e+11]
