Name,Riskiness R
Alternatives ETF List (35),[8.4245027e+11]
Broad Asia ETF List (44),[2.18701041]
Commodity ETF List (125),[0.22057021]
Consumer Discretionary Equity ETF List (31),[0.19840131]
Consumer Staples Equity ETF List (26),[0.22731468]
Crude Oil ETF List (22),[13.37893093]
Currency ETF List (36),[4.49460848e+12]
Developed Asia Pacific ETF List (108),[0.17315674]
Developed Markets ETF List 1 (100),[0.17521279]
Developed Markets ETF List 2 (100),[0.23235524]
Developed Markets ETF List 3 (93),[0.56997446]
Emerging Asia Pacific ETF List (114),[0.21810099]
Emerging Markets ETF List (79),[2.6690647e+12]
Energy Equity ETF List (80),[0.74632723]
Financials Equity ETF List (51),[0.10616119]
Global ETF List (72),[0.22424447]
Gold ETF List (17),[1.00039067e+13]
Healthcare Equity ETF List (49),[0.13721085]
Industrials Equity ETF List (37),[0.17987627]
Investment Grade Corporate ETF List (50),[8.98561286e+11]
Junk ETF List (43),[5.14188697e+11]
Materials Equity ETF List (62),[0.25854417]
Municipal Bond ETF List (29),[2.72947835e+12]
Preferred Stock ETF List (12),[6.50112916e+11]
Real Estate ETF List (48),[0.3703942]
Target Maturity Date Corporate Bond ETF List (24),[1.32675582e+12]
Technology Equity ETF List (75),[0.1103738]
Telecom Equity ETF List (10),[0.73284011]
Total Bond Market ETF List (82),[1078949.81576529]
Treasuries ETF List (51),[2.82790805e+12]
Utilities Equity ETF List (24),[0.2232044]
Volatility ETF List (18),[3.12008701e+12]
