Name,Weight
Financials Equity ETF List (51),0.2
Technology Equity ETF List (75),0.2
Healthcare Equity ETF List (49),0.2
Developed Asia Pacific ETF List (108),0.2
Developed Markets ETF List 1 (100),0.2
