Name,Riskiness R
AUSE,[2.25566648]
DBJP,[0.25371417]
DBKO,[2.61941168]
DFJ,[0.10567025]
DIM,[0.69682834]
DLS,[0.5137695]
DOL,[6.1440712e+11]
DOO,[1.31401217e+12]
DTH,[2.80873228e+11]
DVYA,[2.11258057]
DWM,[5.45171649e+11]
DXJ,[0.26706946]
DXJS,[0.15746993]
ENZL,[0.2674314]
EPP,[60.88811997]
EWA,[6.47520753e+10]
EWH,[0.38746567]
EWJ,[0.23044259]
EWS,[6.41258401e+11]
EWT,[0.39446046]
EWV,[3.56409588e+12]
EWY,[1.11182876e+11]
EZJ,[0.50080237]
FAUS,[0.69919659]
FDT,[3.37117193e+10]
FDTS,[1.067321e+11]
FHK,[3.17984055e+11]
FJP,[0.22321188]
FKO,[2.73466655e+11]
FNDC,[0.22933253]
FNDF,[9.27547274e+10]
FPA,[0.50204727]
GWX,[1.17744343]
HEWJ,[0.25038701]
IDHQ,[0.40693635]
IDOG,[9.17079979e+11]
JPNL,[0.74343638]
JPXN,[0.17823878]
KORU,[3.37768923e+12]
PAF,[5.14445392]
PDN,[0.46099794]
PXF,[2.97940338e+11]
SCJ,[0.11732122]
VPL,[0.29204735]
