Name,Riskiness R
AMJ,[4.078078e+13]
AMLP,[5.56023889e+13]
AMU,[3.14584269e+13]
AMZA,[2.96299687e+13]
ATMP,[1.25240536e+13]
DDG,[8.37320559e+12]
DIG,[6.26462987e+12]
DUG,[2.91727208e+13]
ENFR,[3.03507642e+12]
ENY,[4.67129588e+12]
ERY,[1.77933357]
FAN,[0.09846075]
FCG,[5.56519064e+13]
FENY,[4.01226189e+12]
FILL,[0.81884945]
FRAK,[7.14684375e+12]
FXN,[3.47479856e+13]
GASL,[1.58606079e+14]
GEX,[0.31418855]
GREK,[8.06911491e+12]
GRID,[0.08217503]
ICLN,[1.49074367]
IEO,[4.72438719e+11]
IEZ,[5.19243962e+12]
IMLP,[1.13392873e+13]
IXC,[2.23160952]
IYE,[1.68002649e+12]
KOL,[0.58709784]
MLPA,[2.36988461e+13]
MLPC,[1.02503024e+13]
MLPG,[2.20886877e+13]
MLPI,[8.58171235e+12]
MLPO,[7.41318723e+12]
MLPY,[8.21719798e+12]
NLR,[3.835836e+11]
OIH,[4.24820061e+12]
PBD,[0.24385757]
PBW,[5.59086451]
PSCE,[1.56653047e+10]
PUW,[1.35278952]
PXE,[3.30432016e+12]
PXI,[2.2036857e+12]
PXJ,[1.10308517e+13]
PZD,[0.0864292]
QCLN,[0.28480854]
RYE,[1.49075907e+12]
TAN,[5.03117295e+12]
VDE,[3.95257212e+12]
XES,[1.71417844e+13]
XLE,[8.20076618e+11]
XOP,[2.4689507e+13]
YMLI,[1.67945127e+13]
YMLP,[1.03087467]
ZMLP,[1.34165842e+13]
