Name,Riskiness R
AAXJ,[4.89924971e+11]
ADRE,[2.3925579]
AFTY,[2.1528047e+11]
AIA,[0.66528829]
ASEA,[3.77818431e+11]
ASHR,[1.47114011e+12]
ASHS,[4.42229723e+12]
AXJV,[3.80755902e+12]
CHIE,[1.48537612e+12]
CHII,[1.31510801e+12]
CHIM,[8.28612436]
CHIQ,[1.54782437]
CHIX,[8.79727497e+11]
CN,[2.87420205e+09]
CNXT,[1.79677583e+12]
CQQQ,[0.34425747]
CXSE,[0.35183734]
DBEM,[2.43152673e+12]
DEM,[4.92855723e+11]
DGRE,[2.8183127e+11]
DGS,[1.17841656e+10]
ECNS,[2.31039197e+12]
EDC,[1.14105597]
EDIV,[3.73366454e+11]
EDZ,[2.74381173e+08]
EEM,[1.98457851e+11]
EEMA,[8.46204165e+10]
EEMV,[1.2388847e+12]
EET,[1.23428543]
EEV,[4.08030526e+12]
EIDO,[1.10185617e+12]
EMQQ,[0.26654956]
EPHE,[1.95413438e+12]
EPI,[4.83724107e+10]
EUM,[5.42227178e+12]
EWM,[581503.5786181]
EWX,[3.17532473e+11]
FCA,[2.72021649]
FEM,[1.41737562]
FEMS,[0.62064559]
FNI,[0.88262415]
FXI,[5.3853614e+11]
FXP,[4.8810325e+12]
GMF,[6.99371675e+10]
GXC,[2.67481217]
HAO,[3.35404128e+12]
IDX,[7.26194851e+11]
INCO,[0.80107053]
INDA,[4.84958898e+11]
INDL,[2.73638669]
INDY,[7.53783129e+11]
INXX,[9.26724378e+10]
KBA,[555862.31717188]
KFYP,[0.78709287]
KWEB,[0.27558438]
MCHI,[2.9576568e+11]
PEK,[2.70417485e+12]
PGJ,[0.32883918]
PIE,[5.61767325e+11]
PIN,[4.62959953e+11]
SCIF,[0.46037139]
SCIN,[0.8674694]
SMIN,[0.35633467]
SPEM,[4.71685244e+11]
THD,[8.53295175]
VNM,[3.6858783e+11]
VWO,[1.12491572e+12]
XPP,[1.14580524e+12]
YANG,[5.07321866e+09]
YAO,[2.09866777e+11]
YINN,[4.30317251e+11]
YXI,[2.62831817e+12]
