CHIM,COPX,CROP,CUT,DUST,FLM,FMAT,FTAG,FTRI,FXZ,GDX,GDXJ,GDXS,GDXX,GNR,GOEX,GRES,GUNR,HAP,HOML,IGE,ITB,IYM,JDST,JNUG,LIT,MOO,MXI,NAIL,NUGT,PAGG,PICK,PKB,PSAU,PSCM,PYZ,REMX,RING,RTM,SBM,SGDJ,SGDM,SIL,SILJ,SLVP,SLX,SMN,SOIL,URA,UYM,VAW,VEGI,WOOD,XHB,XLB,XME
-0.034386610408686416,-0.04259260949232848,-0.0007286185478715332,-0.03086722197578747,-0.29916896505734736,-0.05319385640392889,-0.014719154700054115,-0.025906671717306144,-0.028446329573813756,-0.00570555325896365,0.10498544946894403,0.1426605151509927,-0.2417790991377397,0.07279157427208632,-0.012385967643096702,0.1111110330806864,-0.00937657546908975,-0.01063346620221074,-0.016316959662214973,-0.047829286239882286,-0.014187307896789274,-0.017833769590189303,-0.0205008834586433,-0.3838048326209832,0.4349754782507213,-0.0382484113478749,-0.02888324537608643,-0.016698376340102572,-0.08878495207778442,0.32163596214894685,-0.03961291145673355,-0.02730816272553205,-0.014896603012913753,0.10636820222869714,-0.01953675055498904,-0.023149997864365602,-0.023809563006660768,0.10364137122530044,-0.012301913655001438,0.02370474535225164,0.10510367179725601,0.10110165797123064,0.09658240567603488,0.1543985241843976,0.10828036397555467,-0.019726165330892286,0.03801076489747986,-0.037453297849411635,-0.05794828727742786,-0.0439527055027417,-0.0148744061363902,-0.042950422835478806,-0.04326800016398126,-0.013736223666819952,-0.0164983468082255,0.015989411528107334
0.00962468751922417,0.12379106564083735,0.0043747485795579575,0.0369060629714955,-0.011857718881528121,0.0692661369236572,0.020823845159729053,0.015957284431117134,0.047297194747400385,0.016449771766346783,-0.024416232433081518,-0.00883178011170546,0.014040581397047287,0.17325419012830778,0.0366336682206961,0.02352940515506933,0.03076206409784708,0.036915793029389264,0.02646132793524038,0.04482225656877899,0.027226924328411898,0.02922927566884855,0.024651148347925724,-0.07830781246866285,-0.06719827077297524,0.044956640888651415,0.0231849275606161,0.03663259028916136,0.11111094000473233,-0.11482334658772901,0.024940057986066917,0.07887704142825762,0.044390209417106835,0.006957527493660749,0.02546128969094848,0.020910547841730718,0.03616466252293552,-0.020304519935744732,0.026771626123879188,-0.03142569767447285,-0.006575287790471924,-0.010594570138531887,0.029810306435779563,0.06376349778407593,0.03735636024871397,0.04415873283052687,-0.049410475504795465,0.0518806559299985,0.047381472669742915,0.04731558581518979,0.018699517316154896,0.02048767302705952,0.03840329398433375,0.0417827494541446,0.020280341365450687,0.01573770500823394
0.07054335704104173,0.023235797005161932,0.01415619103216451,0.01023883712973078,-0.05800000393844655,0.0139156210303225,0.03325937615386605,0.00785362441246544,-0.003225617101579536,0.03914203778007111,0.01686629454994092,0.008505409032634349,-0.04307696153846148,0.11201581834429164,0.010187884045822935,0.012931073816915328,-0.005050483234393674,0.0072105997332625425,0.015005785723701032,0.16568047337278108,0.018174749125456233,0.05981066567779032,0.028294953717245594,-0.03808591952853715,0.014826515965667612,0.033646065893993465,0.023117352985965303,0.012169555475104869,0.03964507806068742,0.04449755928078519,0.022461305246513796,0.0012391271251498126,0.04810845179227706,0.013819104028845959,0.006836986992373503,0.02435135671403217,0.05194808924917596,0.028497381257587964,0.04433912284051498,-0.02083338842803766,0.028287790065878345,0.0017847991109444226,0.0,-0.03801167055396118,0.002770030164416712,0.01070666223108342,-0.06015839178735749,0.011097459045107064,-0.007936459408650072,0.05671254811395384,0.032493345729580264,0.02151055812434912,0.01070558250802127,0.04378331104076087,0.03214722993226005,0.032924450655949
0.06856631900008779,0.23633306551978625,0.0418753657842435,0.05936297245955445,-0.17622080755647396,0.044723328790405935,0.039055733503114094,0.06753238953308598,0.0916933670455525,0.057949863322946764,0.0545745004980785,0.08875500925491941,-0.11173627860676366,0.039636477895723936,0.0895052265999119,0.08841609028644568,0.07060450019221699,0.0836690009695295,0.06785436756949215,0.10799492385786802,0.07883990413366647,0.03938305912352117,0.03840489494429531,-0.26294426673416305,0.2641802206278358,0.08057635538240368,0.03937363755627947,0.07098260728455577,0.2356287488664213,0.15500183866895828,0.0526316041806501,0.1844058103430643,0.039215477130452106,0.056381505958033276,0.1000713838189831,0.049322567526194835,0.14814824927222514,0.054156157610189874,0.04058736286524715,-0.04394843411603703,0.06704973116570752,0.05403803248082767,0.0859649481424793,0.1124620476447549,0.06353571138784808,0.2362289374664153,-0.07467703360821418,0.04512195956277062,0.06879994576185226,0.07610691503448154,0.03942133306596564,0.04024335770392731,0.060664343592137515,0.030419537576795955,0.033285852434792366,0.1850000258939425
-0.0008333016499965681,-0.021088387289264224,0.013397491886387674,0.005922503562708826,-0.0721648683643181,0.02695332023252101,0.02147895239313204,-0.007299322607616126,0.01581035674444506,0.022937614132050758,0.013698613890711477,0.001475475088412801,-0.04977377715443944,0.05318111057234839,0.008677959428453421,0.00043439694408565154,0.005172431084469931,0.0070189757992027615,0.009939705934473657,0.04226325735883636,0.022405973262559983,0.0167967526629557,0.024231045454712212,-0.04683185834681565,-0.02637671253551915,0.02370357067654178,0.011622947156597776,0.011442048020194535,0.0506681229526549,0.016795710015909546,0.014782524336405124,-0.0020897000277916014,0.017152877724558372,0.012903235569625596,-0.007147522165861962,0.019902601870448167,0.003360179894471744,0.01911590546552603,0.0142419448903357,-0.020795306359826973,0.011131112795630728,0.035492874791873234,0.04281089184211618,0.0983606053579263,0.038961118296945985,0.014567198398579713,-0.05036414685019771,0.044340681226590656,0.01122755866092122,0.04790062320040794,0.022415800884268085,0.010346368525220228,0.0158873475661683,0.009633429730373441,0.021628798132311233,0.029535994059067
0.05337784785435458,0.05072968214409263,0.017966132306746426,0.037137608207730766,-0.12777782429383114,0.02382011071149703,0.02264461160948575,0.004901826132677539,0.006809599696807439,0.030455136105782068,0.031531562464440416,0.046040508688223486,-0.0780952142857142,0.014987290486887047,0.030111908799673445,0.0373426002596669,0.015866254800206744,0.02870010445439176,0.026010557865211236,0.054395601406835,0.02865816845525385,0.031118056920176912,0.026978496168944863,-0.1763004940012964,0.11590563552561113,0.03473242083089502,0.007446797607460237,0.02326577134241149,0.1266987220641845,0.07400805653590478,0.015852577194471546,0.03246062171646395,0.03499134877012392,0.03647952841734888,0.04155751111023944,0.02657249651192529,-0.018084284250026,0.031652961803186136,0.02884236575250165,-0.027570694523234487,0.04048294949829545,0.04352554424438261,0.06661511166059854,0.07462687326447129,0.04000002613236425,0.05489869940435496,-0.05527161256900785,0.012290687660207987,0.0688379323455308,0.05404689916616656,0.027223878176016368,0.016028393126541963,0.034852626136472366,0.029855149255172356,0.022973138623746836,0.07120876118916104
-0.05067303053987792,-0.05687829247720769,-0.01798209147968942,-0.0017466930064841716,0.14331205745228562,-0.011632945760086166,-0.009012085777501944,0.004878169481522045,-0.04251241498381463,-0.013315983062709345,-0.05579818425278713,-0.05035212686475242,0.09607432603113818,-0.10517944737221467,-0.036748308072699166,-0.06655508996299014,-0.0206838935867944,-0.04424056544724456,-0.03357319261914787,-0.01354877469782305,-0.035070490337282115,-0.023845138982464025,-0.020611552279567187,0.13508758065325974,-0.1583030674428126,-0.018181813597429642,-0.020274489311675737,-0.02503123867408671,-0.07665366481291028,-0.17656816093508915,-0.036693134303748084,-0.050709861336581015,-0.011405190000111387,-0.05642455304664446,-0.017814855286405137,-0.009880877497303878,-0.026603042800561482,-0.059090928174872985,-0.02014191847231339,0.019540203091705337,-0.052218389847722035,-0.05109474738004467,-0.04611477960101321,-0.017361053580854276,-0.028846109148601376,-0.022818191165761358,0.03618540904586942,-0.030905270949928707,-0.039473776476420336,-0.0375001739438068,-0.015982465522315626,-0.028045553437136803,-0.00518136378542525,-0.0187768295415325,-0.015742786528326072,-0.03315588676151193
0.0258548824341179,-0.02033661496553108,0.005086512524562868,0.004811986573628464,-0.11977711929479995,0.002397585996898926,0.01966274789991387,-0.004854488464048325,0.006305791097012846,0.028528554927475462,0.033915760311392235,0.04857252843966054,-0.07257299888249298,0.04899720057523243,0.0028902390795162093,0.02869954373348102,0.010775890825259987,0.007795214022497337,0.0014179499860863323,0.005493924986793596,-1.243973059009112e-05,0.03529729275544803,0.0191421840953999,-0.15610508625868733,0.14005358176415195,0.017093985047558918,0.003880047865246651,0.015618303351252073,0.11394858624490177,0.09412198216222424,0.0030645243921528674,0.02029917162436444,0.0354346028169366,0.029603339955496005,0.031089727648111787,0.029447740397197518,0.04835317686475365,0.04468608195223781,0.0196569531390986,-0.01728677849203736,0.05257460854423883,0.02527464840561701,0.00951658511258659,0.0223792344060225,0.02846538736246725,0.037279716294788906,-0.031984366995421516,-0.0045557347838771755,0.05767856911886232,0.03332254603461467,0.021721617431002583,0.0036068622522972883,0.010850807666099293,0.039963541368609495,0.01548820239075061,0.02235491376346837
-0.009756076223719679,-0.058697240216182126,0.0006747485771114578,-0.03090991024033018,-0.18987337892551545,-0.004131365086556634,-0.011806357164520215,-0.017073008888225966,0.008032159984954133,-0.006739222213652915,0.0656063276847118,0.07248940055931875,-0.13008127210159354,0.13213942201252013,0.0011526138700723352,0.10462084691680684,0.0004263903165047543,-0.00041551511109274984,0.006725687771006732,0.02185567931070704,0.02491473977423337,0.0011073596555904882,-0.01380801633084034,-0.2087912533240939,0.2163535623556724,-0.007469646371325494,-0.01309850974903252,-0.00990092618361062,-0.0001512892642255384,0.192635987202889,-0.02575300734485288,-0.011518497756732608,-0.01114195818031203,0.057504299479504375,-0.01678583566580059,-0.003774192450578683,-0.026069560721207943,0.07398837607389254,-0.014705639193986531,0.01414916718210022,0.06979138915582132,0.07154344860538006,0.05580698509745675,0.08294938530028895,0.04091441000675103,0.006319155113209778,0.025623731446086158,-0.027459870260872217,-0.012269982836609102,-0.029789293902627693,-0.011514183583728386,-0.006289205044806511,-0.0309146745544686,-0.0055735978245466606,-0.01591525492349815,-0.0004862053874458215
0.047619001343280336,0.10494292915637468,0.006068781422962836,0.0395327440017912,-0.1367188243210788,0.02729254703646274,0.03504588638737312,0.01736955953250906,0.04183246576452162,0.028755963552928157,0.03544788465545875,0.07088685904660681,-0.08761687572331349,0.011329646381943906,0.05037426343812328,0.1554853860404128,0.024722943937055656,0.049916652579715705,0.030590734782113355,0.06035989406890002,0.02530799304423451,0.025811293139835063,0.03857261241610109,-0.231481457282402,0.1958828866241731,0.05973667191516975,0.02067015687690489,0.05489374200692534,0.06432084403747068,0.09626714260627536,0.017921299529940357,0.1069915742625538,0.0249495198759444,0.03534539242462036,0.04457799811402199,0.049252082136051666,0.07481128428687953,0.02798703644815515,0.03612187908073199,-0.038838630712743384,0.0610809773740005,0.03670917919839835,0.08607130278555536,0.1223403711422206,0.10982674815855957,0.1220564438128482,-0.07560813647651739,0.02823520533619317,0.09247759563796197,0.07993637246402846,0.035148604757099425,0.01491869815349329,0.038103656743152164,0.02772863370775851,0.033917257565680294,0.09188151776167873
