Name,Riskiness R
BDCL,[0.38534265]
BDCS,[0.20694559]
BIZD,[0.16677224]
CHIX,[0.32025624]
DXJF,[0.57512004]
EUFN,[1.42733645e+12]
FAS,[0.27563901]
FAZ,[1.38262833e+13]
FINU,[0.26149302]
FINZ,[1.13050126e+13]
FNCL,[0.08545258]
FXO,[0.08275125]
IAI,[0.1295198]
IAK,[0.09401149]
IAT,[0.12878435]
IXG,[0.23127272]
IYF,[0.09175379]
IYG,[0.12526641]
KBE,[0.14749921]
KBWB,[0.14440134]
KBWD,[0.16903167]
KBWP,[0.04353467]
KBWR,[0.13280783]
KCE,[0.59494005]
KIE,[0.0674344]
KRE,[0.1379348]
PEX,[0.21933412]
PFI,[0.15757554]
PHDG,[3.14174676e+11]
PSCF,[0.09068875]
PSP,[0.25981048]
QABA,[0.10919138]
RWW,[0.10757545]
RYF,[0.06915282]
SEF,[7.42310906e+12]
SKF,[8.42274723e+12]
UYG,[0.18603896]
VFH,[0.08281784]
VQT,[1.35391583e+11]
XLF,[0.07718253]
