Name,Riskiness R
AGF,[1.73954634e+12]
AGQ,[6.27019241e+12]
BCM,[1.20828626e+12]
BDD,[0.72330892]
BNO,[1.72065352e+12]
BOIL,[259.74245953]
BOM,[1.06087782e+13]
BOS,[2.98722566e+11]
CANE,[1.43431008e+12]
CORN,[9.90510311e+12]
CPER,[4.90610415e+11]
DAG,[3.22604516e+12]
DBA,[5.20585047e+12]
DBB,[6.7801357e+10]
DBC,[1.24014125e+12]
DBE,[1.68239995e+12]
DBO,[1.10873787e+13]
DBP,[7.71363363e+11]
DBS,[6.55366515e+12]
DDP,[13.76075439]
DGAZ,[1.42896887]
DGL,[1.03864916e+12]
DGLD,[1.80028838e+12]
DGP,[1.85909142e+12]
DGZ,[4.0282417e+12]
DJCI,[9.67649358e+11]
DJP,[5.67296114e+12]
DSLV,[2.29056325e+12]
DTO,[9.97600656]
DYY,[2.26575368]
DZZ,[3.09083051e+12]
FTGC,[3.83178948e+12]
FUD,[9.21578508e+11]
FUE,[6.33459306e+11]
GCC,[1.44114394e+12]
GLD,[7.98386518e+11]
GLL,[2.91381479e+12]
GLTR,[1.90048823e+12]
GRU,[3.42009633e+12]
GSC,[2.76277273e+12]
GSG,[2.94370542e+12]
GSP,[7.34943517e+12]
IAU,[7.13437526e+11]
KOLD,[0.97398442]
LD,[0.81964631]
NIB,[5.52379205e+12]
OLEM,[9.80830432e+12]
OLO,[4.05149863e+12]
OUNZ,[2.42738196e+12]
PALL,[0.69183999]
PDBC,[8.55938505e+11]
PPLT,[8.76812775e+12]
RJA,[6.13337152e+12]
RJI,[6.39156116e+12]
RJN,[2.22552819e+12]
RJZ,[3.48120053e+11]
SCO,[47587.69397305]
SGOL,[2.45301655e+12]
SIVR,[1.63766185e+12]
SLV,[4.3642538e+12]
SOYB,[6.69606546e+11]
SZO,[2.07024965e+10]
TAGS,[2.13648262e+12]
UAG,[3.42871326e+12]
UBG,[1.08667818e+12]
UCI,[2.11243344e+13]
UCO,[2.68238943e+12]
UGA,[2.70365376e+12]
UGAZ,[2.96742012e+13]
UGL,[9.75463965e+11]
UGLD,[2.26699939e+11]
UNG,[9.33495421e+12]
UNL,[1.52345958e+12]
USCI,[4.24217864e+12]
USL,[1.41319539e+12]
USLV,[1861.20002816]
USO,[4.42519691e+12]
USV,[1.27290196e+12]
WEAT,[1.13100118e+13]
ZSL,[3.01565386e+12]
