Name,Weight
Total Bond Market ETF List (82),0.19971327449746454
Investment Grade Corporate ETF List (50),0.21196073712934443
Treasuries ETF List (51),0.17483925231193587
Target Maturity Date Corporate Bond ETF List (24),0.22178886020951596
Municipal Bond ETF List (29),0.19170105037594504
