,Date,BIL,DFVL,DFVS,DLBL,DLBS,DTUL,DTUS,DTYL,DTYS,EDV,FLAT,GOVT,IEF,IEI,ITE,PLW,PST,RISE,SCHO,SCHR,SHV,SHY,SPTL,SPTS,STPP,TAPR,TBF,TBT,TBX,TLH,TLT,TMF,TMV,TTT,TUZ,TYBS,TYD,TYNS,TYO,UBT,UST,VGIT,VGLT,VGSH,ZROZ
0,2005-03-07,,,,,,,,,,,,,55.77636700000001,,,,,,,,,63.266911,,,,,,,,,54.446831,,,,,,,,,,,,,,
1,2005-03-14,,,,,,,,,,,,,56.004509,,,,,,,,,63.29039,,,,,,,,,54.594581999999996,,,,,,,,,,,,,,
2,2005-03-21,,,,,,,,,,,,,55.70261,,,,,,,,,63.227726000000004,,,,,,,,,54.34826999999999,,,,,,,,,,,,,,
3,2005-03-28,,,,,,,,,,,,,56.078304,,,,,,,,,63.227726000000004,,,,,,,,,54.982449,,,,,,,,,,,,,,
4,2005-04-04,,,,,,,,,,,,,56.259147999999996,,,,,,,,,63.40801999999999,,,,,,,,,54.970046999999994,,,,,,,,,,,,,,
5,2005-04-11,,,,,,,,,,,,,57.268974,,,,,,,,,63.69846,,,,,,,,,56.292572,,,,,,,,,,,,,,
6,2005-04-18,,,,,,,,,,,,,57.275749,,,,,,,,,63.627804000000005,,,,,,,,,56.527367000000005,,,,,,,,,,,,,,
7,2005-04-25,,,,,,,,,,,,,57.565166000000005,,,,,,,,,63.667083999999996,,,,,,,,,57.126823,,,,,,,,,,,,,,
8,2005-05-02,,,,,,,,,,,,,57.275749,,,,,,,,,63.510048,,,,,,,,,56.273975,,,,,,,,,,,,,,
9,2005-05-09,,,,,,,,,,,,,57.927783999999996,,,,,,,,,63.816573999999996,,,,,,,,,57.554779,,,,,,,,,,,,,,
10,2005-05-16,,,,,,,,,,,,,58.015617000000006,,,,,,,,,63.769417000000004,,,,,,,,,57.951733,,,,,,,,,,,,,,
11,2005-05-23,,,,,,,,,,,,,58.319515,,,,,,,,,63.871655000000004,,,,,,,,,58.199753,,,,,,,,,,,,,,
12,2005-05-30,,,,,,,,,,,,,58.447844999999994,,,,,,,,,63.793003000000006,,,,,,,,,59.07421899999999,,,,,,,,,,,,,,
13,2005-06-06,,,,,,,,,,,,,58.436424,,,,,,,,,63.879456000000005,,,,,,,,,59.06798199999999,,,,,,,,,,,,,,
14,2005-06-13,,,,,,,,,,,,,58.307716000000006,,,,,,,,,63.926739000000005,,,,,,,,,58.719359999999995,,,,,,,,,,,,,,
15,2005-06-20,,,,,,,,,,,,,58.924129,,,,,,,,,64.068748,,,,,,,,,60.001740000000005,,,,,,,,,,,,,,
16,2005-06-27,,,,,,,,,,,,,58.219677000000004,,,,,,,,,63.753239,,,,,,,,,59.260967,,,,,,,,,,,,,,
17,2005-07-04,,,,,,,,,,,,,58.206738,,,,,,,,,63.939133,,,,,,,,,59.109081,,,,,,,,,,,,,,
18,2005-07-11,,,,,,,,,,,,,57.914562,,,,,,,,,63.90741,,,,,,,,,58.696777000000004,,,,,,,,,,,,,,
