Name,Riskiness R
CBND,0.002902288345775141
CORP,25715970076.053635
GSY,3.1151051202252494e-05
ICSH,1.8889867226122476e-05
IGHG,6116053969072.26
IGIB,2838427994790.8354
IGSB,2.0175594301644063e-05
LDRI,1844715461125.856
LQD,38740222.88385429
LQDH,2238416453226.246
PFIG,2651279654597.1343
QLTA,2060958413559.7283
SKOR,2034090032402.4304
SLQD,1544395559712.217
SPIB,1388043954031.6946
SPLB,0.00038872475629771647
USIG,2240746104252.354
VCIT,778639373981.387
VCLT,0.00033893445148449296
VCSH,1174598877335.2822
