ACIM,ARKQ,BJK,CIL,CIZ,CUT,DBAW,DBEZ,DEW,DGT,DNL,DOO,DUST,EFAD,EFZ,EUMV,EXI,FAN,FILL,FPA,FYLD,GEX,GOEX,GRES,GRID,HAP,IDHQ,IPKW,IQDE,IQDY,ISRA,IVAL,JDST,LOWC,LVL,NLR,PBD,PIO,PIZ,PSAU,PZD,QWLD,RING,SEA,SILJ,TOK,TOLZ,VEGI,YMLP
-0.018173630752968014,-0.009870036755300352,0.007271901296612464,-0.0548780217754074,0.005624278961029286,0.028595118690126143,-0.004796318805473496,-0.004089080636634817,-0.015772605638103548,-0.021503654279241363,-0.014438341389180763,0.00046118236599036885,-0.08878847674297892,-0.00021512647178261864,0.001757004443168277,0.00016895781989322866,-0.019007277699389025,0.011730283189525046,-0.03160367929021421,0.003061233957285734,0.0045391439471491185,0.005112790985521082,0.0,-0.008829217018163723,-0.01904746137122104,-0.008936565390546714,0.012611772111348032,0.003651077674562225,-0.010620755648771213,-0.014595731305386038,-0.010627273915097159,0.007160097787235608,-0.05473203871823951,-0.02050511366669917,-0.015761735307746806,-0.01260730162115004,-0.004405377729080468,-0.006200098091258257,-0.0020903854410283533,0.008606945630540371,-0.012009872064220871,-0.010425158711222104,0.02249732320316991,-0.02548832585599128,-0.05808637156186379,-0.0159495381926445,-0.00841866990176948,-0.0052356870853632964,0.016460859885218896
0.01571022587301581,0.013746047652360208,0.029144269271257562,0.07400367916071107,0.008360080213589973,0.01611610138031286,0.016867521747090254,0.011571376427082695,0.02472498704977748,0.0253688007547428,0.012241461179835548,0.01705485114551595,0.11065236447675413,0.021632632540095745,-0.021631116123430844,0.01051923087114894,0.026026512479964826,0.014492626227705224,0.06721865222695422,0.0040690784212943035,0.025756855694221287,0.05764870581477515,-0.02770570666234172,0.03214569691747176,0.028243595106056073,0.03847312600448869,0.009340908969915941,0.012207013643824562,0.01816673073196599,0.02401931414827468,0.011434470698244456,0.01816736725655179,0.08443914146213995,0.025093499927822848,0.048042543892217036,-0.031921048264991966,0.038052943126390966,0.006238779133857871,0.013825002018450295,-0.026133392171429688,0.03718260536574074,0.03110357478045812,-0.0352035347573877,0.03951074310404778,-0.020556325087338158,0.02450054517592444,0.001147268936696043,0.006390991400429738,0.05991890526146702
0.01868293435572871,0.0407825563248277,0.03949079537607506,-0.0017665218166745586,0.019730195936783542,0.02934176348885222,0.0177726006071158,0.025092285356385816,0.02033062927002763,0.019418747111963817,0.023394253203437826,0.019714333047234276,0.0007434037520638407,0.018435256561549363,-0.02210933631899265,0.00752502597936778,0.018038470939096163,0.008571376238437305,0.03057955127461908,0.005065799127591582,0.01629965626345196,0.01335947308243838,0.0062332907869896825,0.024390277175156048,0.015736803832419714,0.02344415952374196,0.018508983841553108,0.028272514624411632,0.012976493647865796,0.017201053206633284,0.0147310335284775,0.012800663151621854,-0.04004455859976107,0.02096292853364473,0.02122243656885953,-0.013589065334948521,0.02216548807777034,0.017271939937274574,0.01818172297441039,0.0,0.026887368698692918,0.00713590184605147,-0.00570134666164201,0.0016055699298091154,0.013580236866489306,0.02170729774038232,-0.0009165725771756043,0.026522291078801163,-0.024446135842950342
0.005261572333884899,0.008453543763595535,0.010747379056559305,-0.05486713761171303,0.01671369256150856,0.0011556790779073455,0.014745679963745272,0.01943843372718857,0.004598311497890761,0.014392455984914045,0.009686172932101935,0.0126666083722801,0.1062407376271307,0.010861706450260671,-0.019248402676454883,0.008298526852532987,0.02201012930824129,0.025495922609842774,-0.022586328945968428,0.017137224995090662,0.01517109279109214,0.016347304535408648,-0.049557491206154734,0.0036629763460632975,0.012112598489560329,-0.007352925107850756,0.014639138670423631,0.011806034996194956,0.008406732552384253,0.01537257943936461,0.021607008466294254,0.030716329377402717,0.11587480424917974,0.0068883952197996215,-0.0024938673731799963,0.013371084749062559,0.009174503549068274,0.015672607554895752,0.02069820361909344,-0.03231091093117755,0.017119864350437382,0.011272160067542029,-0.03325685545752387,0.027258472069126856,-0.05115713446026306,0.009542566128301185,0.008029330494270851,0.0069142570442496465,0.005917208184315808
-0.0023927703425335946,0.0034023260720043693,-0.04574682712993095,-0.03895139576206661,0.00027869427510385724,-0.0019238245454242984,0.0026768796895394365,0.01836154781650234,-0.0019616844913159207,-0.00041707640371584797,0.002494200494760011,-0.0015360310786139474,-0.1128273568767747,0.00920918875579128,-0.0018691490895004887,0.006584431376200398,-0.0051470830376631905,0.008287241260321519,-0.011780654357335902,0.0069376192858134275,0.007685793935378206,0.01262547700186744,0.017690987194722153,-0.004014564919470243,-0.002504714476447111,-0.002564078774785057,0.015422850806329063,0.01443133546576788,0.0003968942104641239,-0.0037848713837390986,0.0006610154035364804,-0.007134508785773895,-0.07995839514487209,0.004341353214397064,-0.00999991380324183,-0.0037984423571570725,0.013223060380473859,0.000857312811023516,0.012723583090255482,0.031125894487744638,0.010231018001065538,0.004617884667736025,0.04033221655615853,0.014047746735606808,0.017971806770941536,0.0003565885909592206,-0.0138826936945774,-0.01011934727268656,-0.013312633845680344
-0.01768853745459126,-0.011253606956865702,-0.02461770609377365,0.005066188596174965,-0.021169871549536083,-0.02081729523281893,-0.004957922127640893,0.003120709957681687,-0.03385007861804025,-0.019760630516796125,-0.033110004106480566,-0.03164817982602748,0.4405752154803471,-0.03599489570130041,0.02091138198996001,-0.026737255310324528,-0.02055809763736548,-0.02191763792613668,-0.03988989548905299,-0.02296593756865177,-0.03601680915826441,-0.008368924729535439,-0.08234228934251059,-0.0465372377985968,-0.016741252254501415,-0.04655805053349582,-0.009799306762490526,-0.006886109624843361,-0.02420622272405655,-0.0205167318661636,-0.002972343307827742,-0.01197607635566457,0.4108352138010831,-0.005305076993505306,-0.03872048514369515,-0.03391536161141126,0.014681760892971437,-0.03126343369821236,-0.02002361943945213,-0.11745322816212445,-0.016661077408750998,-0.01886204774547161,-0.12656787473852846,-0.03027177486973894,-0.07818414691092318,-0.007844453994436864,-0.02423264121116109,-0.02993790886030532,-0.020634752276132297
-0.01342882741095705,-0.008449342077987575,-0.04888425970259378,-0.025203762492750092,-0.009106580878906529,-0.01062995553714189,0.0003833587363277768,0.02108534966652527,-0.02305606246021483,-0.02271448656821801,-0.02474256949262684,-0.02405813870138718,0.06988966027152806,-0.026557837172003697,0.010700122546681314,-0.022935421108260447,-0.00347511137306884,-0.012138338607645906,-0.051575942654228116,-0.01947617067680124,-0.014066162996723456,-0.025146429108456044,-0.036889335261002215,-0.02843955464892075,-0.01901254910942448,-0.03055719779868522,-0.019297272179656075,-0.012877239086183993,-0.02521351716102169,-0.019006887119585432,0.00960577743873168,-0.002272637688028953,0.08320002807183627,-0.023638638021411383,-0.032399128360848135,-0.00914000423874306,-0.022508078972835827,-0.0083996429740465,-0.014423152589396587,-0.042288522211493235,-0.010631378653736713,-0.006785084587138687,-0.04047006601112738,-0.010053265292813394,-0.0711354571551058,-0.019766349927041262,-0.0170292253978303,-0.0180654760166506,-0.05591576881693788
0.033101209999764215,0.02305773909862705,0.04413406574060389,0.016308693650097766,0.031303992548811915,0.023875855987459144,0.02107275966557158,0.008463054303683512,0.04280438150601768,0.03689702708964903,0.0438398716727407,0.04348823839264238,-0.2018663833509886,0.047812065152300735,-0.04053243484212803,0.04858103113953946,0.027060957884881245,0.028355465920735377,0.056394532487812565,0.047945256514447435,0.037004265282199716,0.040989308176600715,0.019668779109934538,0.030063286718286317,0.02632352005563097,0.037700874605791614,0.034813503043596844,0.04091081936361237,0.040050004220573886,0.03361003274360435,0.02854342978802891,0.018982458992276817,-0.2348596327729445,0.010925111990150956,0.0425338702447757,0.04444439561620031,0.04194087589352149,0.03700384084792209,0.03821147103942543,0.061688162235827584,0.03324378158677918,0.02992841020694232,0.058503501702092724,0.03955138446668284,0.10162002832033083,0.028780949936852224,0.04571690838799891,0.0095821295411607,0.010300571272751163
-0.01841592508842275,-0.034786853131952365,-0.012841060644837785,-0.0019569104943851683,-0.0030979565113737986,-0.0046637423279506105,-0.01238276010405521,-0.008727669205916161,-0.01619698453206054,-0.016965117807274815,-0.015166278514115018,-0.0062401071136785865,0.07384615652639978,-0.01985058815568627,0.008512014680667507,-0.006150122619903939,-0.018742341251253843,-0.005514741878854497,-0.010485986899129508,0.014705609243525803,-0.009028579536316209,-0.02783433816811185,0.01827407312631201,-0.0057604649410429145,-0.0022548868987926816,-0.015485437545894248,-0.011214134420622648,-0.010752634909470014,-0.008416554440429201,-0.0033353229755166643,-0.006698553171688457,-0.0017350766709264675,0.05984544258476001,0.005470324577830966,-0.011284733868609098,-0.020473634406535112,-0.014996197608146557,-0.006448650563705051,-0.015270037686369685,-0.014669123761666012,-0.0243743495933156,-0.017214106697507725,-0.012853480482308754,-0.015424284167506453,-0.012031988128878613,-0.017997201666468083,-0.006672980004391411,-0.015945218428530146,-0.013593995215188141
0.0012202575221495755,0.01162429305040164,0.01598933373878325,0.0058825398327541426,0.003076333073113931,0.005466576816861577,0.00873848554095582,0.01185218791381978,0.020435082200906174,0.01229633009790938,0.030428028837951388,-2.6969791643026576e-05,-0.046991453158814665,-0.0012744612725397414,-0.0021881775414195263,0.002475198342560686,-0.00013857762644808004,0.02675527830123665,0.012042346049793984,0.013204669253321177,-0.003036912185380657,0.02775835000000641,0.014955103614857156,-0.00038620251591724484,0.016349656237094792,0.015124097638748894,0.011834202981970757,0.011919056825945998,0.006498822967341919,0.01000376367984073,0.012202951182068716,-0.005611814638198933,-0.0491802984693186,-0.003317239244510049,0.010891931509410228,0.013319701056228615,0.030448843146171856,0.010817738650847435,0.003578337166176383,-0.0006210565086045128,0.01232505123255163,0.0006427666954905407,0.009114476490913204,0.019827610124279298,-0.036535984571477456,0.0039920144767947065,0.010295146512953024,0.01774681097990899,-0.006890656974684819
