Name,Riskiness R
BSCJ,[9.01323376e+11]
BSCK,[1.03880194e+12]
BSCL,[3.89751957e+12]
BSCM,[4.92013906e+11]
IBCD,[1.24170288e+11]
IBCE,[0.06634555]
IBDC,[4.41459582e+10]
IBDD,[0.06177718]
