Name,Riskiness R
ADRE,[1.71905355e+12]
BBRC,[2.7599741e+12]
BICK,[4.34085499e+12]
BKF,[1.06592764e+12]
DBEM,[3.77585845e+12]
DEM,[2.05265657e+12]
DGRE,[2.19383388e+12]
DGS,[3.69551549e+12]
DVYE,[1.30642568e+12]
EDC,[5.69401632e+09]
EDIV,[4.90127679e+12]
EDZ,[1.35536157e+08]
EEB,[1.40157477e+12]
EELV,[2.6248045e+12]
EEM,[7.40346036e+11]
EEMO,[2.84367134e+12]
EEMS,[1.06294915e+12]
EET,[3.41999206e+12]
EEV,[1.69858023e+12]
EMCG,[1.22916384e+13]
EMFM,[1.1187518e+12]
EMIF,[3.0483178e+12]
EUM,[1.08856237e+13]
EWEM,[3.76010969e+12]
EWX,[5.46553394e+12]
FEM,[4.46368197e+12]
FEMS,[2.63049566e+12]
FNDE,[7.16232293e+11]
HILO,[2.12323719e+12]
IEMG,[3.73701828e+12]
PIE,[9.33613811e+12]
PXH,[2.69165802e+12]
PXR,[1.29817032e+12]
SCHE,[3.61194611e+12]
SPEM,[4.35772086e+12]
TLTE,[2.74352009e+12]
VWO,[8.360012e+11]
