Name,Weight
Financials Equity ETF List (51),0.26913014006513786
Technology Equity ETF List (75),0.18288733876683438
Commodity ETF List (125),0.2317571621330597
Utilities Equity ETF List (24),0.16804788081418648
Consumer Discretionary Equity ETF List (31),0.14821008857200255
