EMIF,FUTY,FXU,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,RYU,SDP,TOLZ,UPW,VPU,WBIC,XLU
0.020364474930673785,0.007079460787542204,0.006377654414030379,0.015327279910699175,0.006700875050876478,0.013098516670819451,0.026431735621212225,0.009782038116225406,0.0030472328044428326,0.00564446144406085,0.01799471694488165,0.005126077015779396,-0.0106595262805,0.007851726451691046,0.009477127597187893,0.007398849447039878,0.002379075366937533,0.00785553854365005
-0.04516795619453212,-0.03128287086118104,-0.02577116082460409,-0.03328800629967224,-0.03127580245352096,-0.0318772302515201,-0.010014223797906294,-0.026841615464030296,-0.018503233885829543,-0.03065615171703813,-0.034090930861072184,-0.029392010639455,0.05589218945935517,-0.024237300106070517,-0.059200453463942475,-0.031686197514149875,-0.016218598360678762,-0.0311780489892703
-0.02282728147636585,0.0,0.00954045175433956,0.0006004088182093151,0.012142197816056991,0.0016121709723266927,-0.002890149402326193,0.004562392515497833,-0.020821692109829933,-0.0017819269633161075,-0.015163299578869575,0.003871698023637553,-0.02742347450094461,-0.003326472674974227,0.020779666731466088,0.011485591747509715,0.000402135597798035,0.006625497709615429
-0.016042832230431042,-0.008472818557920881,-0.031357372732463376,-0.026010346729278943,-0.027712725582189797,-0.02229896060384912,-0.044202993128264194,-0.013005686071394922,-0.01756630708719884,-0.015913954199318597,-0.02057094851681415,-0.0082330967225825,0.04524581216688861,-0.019581746498192755,-0.04473857331996927,-0.027744965635981816,0.0010854621315925929,-0.009477464058272064
-0.027173949064716846,0.017017910914632117,0.010618655691414257,-0.006573444454711133,0.02440572391122928,-0.012461849003839173,-0.023502621463622843,-0.007739114108988821,0.002647216285343186,0.010036454696987966,-0.0196564363142954,0.01728484032395196,-0.03450429727356372,-0.004940747993706355,0.051133741405172316,0.024325240551359862,-0.010447844525405705,0.01867815109494482
-0.00264641388387034,0.006911746118484228,-0.0057522504674795616,-0.027915653098836958,0.009128332434502662,-0.02999999535355853,-0.015527821975851694,-0.00843163543535167,0.01144013155317777,0.0,-0.025340909060264517,-0.0005524036626854067,-0.022092287192557482,-0.029485668094718767,0.020860114038621945,0.007919320328856158,-0.010682902946815731,0.00916790579253348
0.003832715550401453,0.0036128192361643326,0.012905997465458409,0.004254390752107611,0.00270476622500896,0.008345786538422275,0.00788628517258496,0.0017006464480426276,0.036253113643190615,-0.009033470027242438,0.020000023979295716,0.0012439956284929256,0.00132885787061298,0.008949861029036771,0.008447554895598262,0.0037668858577672884,0.0005341619478218751,0.0016303380192350461
-0.000293588931554636,0.03707694468172487,0.035149351503086734,0.025206510716683155,0.038225236921294606,0.029698080907316307,0.05086071694190843,0.031621370750350826,0.030786111044343305,0.04466728949523489,0.008963663139365528,0.035063588060597305,-0.07299269854659879,0.027077361305918615,0.07312646436588544,0.03667195645340855,0.003692774770372153,0.03558134617526424
0.02849585746239904,0.02290870627045753,0.03056030589196025,0.02747934152052059,0.022485011263760603,0.023167712752330483,0.031273328056539096,0.02509771564160484,0.03991338007323266,0.01963353533039969,0.014713843713523397,0.0232062489620982,-0.04724399257805375,0.01181838853551185,0.04767934542070964,0.02358286365815775,0.014309016045601388,0.021109510965198863
-0.02799197454055647,0.016627142455923772,0.0037068689744198533,-0.007440186568055995,0.016909200311523973,-0.007855806727330642,-0.012996358870532012,-0.005418474783611197,-0.0033944472815200977,0.013692751859245459,0.00902875380211588,0.008472420806647445,-0.04132240237082965,0.004267408742542047,0.02879577845082733,0.016269076220694862,0.0008063250263348473,0.017154057289933026
-0.0026448906210366,-0.028705082863582487,-0.017234525819180745,-0.004862158837183872,-0.028086615874952932,-0.005822168500588482,0.00365761400063309,-0.015940309784572053,-0.009955273927669466,-0.025327320461653396,0.011117108306628005,-0.017448692955500538,0.0630877565144649,-0.010064683953775156,-0.05235862791233238,-0.02893496872196193,0.006443521201362685,-0.02832434268652932
0.04007080154899676,0.015807721289933543,0.01336124272023308,0.010586199970590512,0.016310714225993467,0.0135864565678209,0.00437321912454161,0.01496831522310434,0.0031755087641091467,0.01775675315818499,0.004022382986861454,0.015522245325072266,-0.035569389494865225,0.02078612999156769,0.03160182611442405,0.01628091582324895,0.00048034434183000116,0.016911477857754847
-0.01841355939238965,0.00439771875387894,0.00453235020713021,0.00020151800769335719,0.00558212998678655,-0.0004622817121673796,-0.02467354291682373,0.010909291033430182,0.016618157864759283,-0.0004255389298673022,-0.01629251962949564,0.005310718251834928,-0.00879045316216826,-0.009960059821036605,0.004104518167315772,0.005138545842571332,-0.0049464498833356315,0.0065645607978376715
-0.02857140127671485,-0.00101038747576493,-0.0016404259931334206,-0.0008056769725772253,-0.0019948879925648514,0.0036992474872824103,0.00892857708599325,0.0003997075671153669,-0.009860150397206552,-0.003405808804943355,-0.008145652027138628,-0.006055821077176164,0.00366303450538414,-0.004023957950201064,-0.008075898113458217,-0.0018041919811864207,-0.0015697163753194386,-0.0028258958691161178
-0.04070111407518908,-0.001348506556987849,-0.015201574421119891,-0.028220034354682705,-0.0005216764198347585,-0.038009447681836415,-0.07669608252045458,-0.021973861543377982,-0.006550951972181871,-0.022639790764355683,-0.03996713166130768,-0.012963408317647862,-0.026123650159772683,-0.046240205991978485,0.02351991250406305,-0.001807639203111213,-0.027005039438001636,0.0008717867916957277
