AADR,COPX,DBAW,ECON,EDC,EEM,EEMS,EMCG,EMFM,FAN,FIEG,FLN,FM,FNDE,FONE,FPA,FPXI,FWDI,GDXJ,GDXS,HEEM,HGI,HILO,ICLN,IEMG,IFV,IQDF,JDST,KOL,LIT,PBD,PICK,QEMM,SIL,SLVP,SLX,SOCL,SOIL,TLTE,VIDI
-0.007744128643689486,-0.0473373356830776,0.0003833587363277768,-0.028683725028883663,-0.07394210004727532,-0.024452318948239384,-0.022864465288747863,-0.02920610809486606,-0.020916701571878357,-0.012138338607645906,-0.031315623949998914,-0.026651016948502262,-0.015579412262080325,-0.03289185050441995,-0.013940697495936112,-0.01947617067680124,-0.02589392656031388,-0.03242636076890819,-0.04353385009114349,0.04892606501444047,-0.00567234041375328,-0.027923339020268032,-0.020393666826764512,-0.031623786899531235,-0.024652315655389164,-0.0115362602807224,-0.019177133980599892,0.08320002807183627,-0.04831628581518408,-0.03035415173062458,-0.022508078972835827,-0.047113531621099235,-0.022195070489023742,-0.04645776001745813,-0.032530145792193675,-0.039689969646944316,-0.01550799109843516,-0.01908053647737592,-0.02250607666161452,-0.0191816485411104
0.02991682032133617,0.045031178603660835,0.02107275966557158,0.04611652097191325,0.13660408399059285,0.046475540221272385,0.030022047360466125,0.04279647532822818,0.023636352649950364,0.028355465920735377,0.07124286023339034,0.027976143384078462,-0.010220922428435796,0.04416946756340345,0.030800294242966212,0.047945256514447435,0.012814502993015715,0.05970715963248995,0.07541262801043194,-0.13500193965675178,0.028523360147632324,0.03351307040802093,0.03086849427891405,0.041482843687625975,0.042341855629605865,0.037665552216478056,0.03828933793915728,-0.2348596327729445,0.0384615696156598,0.003478127068644257,0.04194087589352149,0.039693791702912894,0.013871468147757636,0.08404404027747908,0.06849315247680109,0.03164352584742377,0.04780018707102748,-0.007073498699694553,0.04293727963434996,0.030421557390843075
-0.018186366409511646,-0.008915505426279897,-0.01238276010405521,0.001933411964901128,-0.045281414311957306,-0.015469131203164316,-0.0038576845702957413,-0.012190018450905721,-0.00044405331591290285,-0.005514741878854497,-0.022491893567830042,-0.015055179249110375,-0.01665548559315249,-0.01649723833566849,-0.02032815826835537,0.014705609243525803,0.032868709414615095,-0.014540198328509885,-0.0215767277947998,0.03901803022836546,-0.01876014016961172,-0.015634034566797263,-0.026462452869284718,-0.01440669815284482,-0.01202098905170026,-0.0040900425798751855,-0.008932588570981156,0.05984544258476001,-0.026666614666209204,-0.0311957251845856,-0.014996197608146557,-0.00669803425237676,0.00799568782728568,-0.015730435730971243,-0.022144326812391358,-0.02660407022444197,0.0010367136388450288,-0.013357121950976436,-0.016905405777624647,-0.0033740250323941808
0.0028584524904252825,0.026986642913666044,0.00873848554095582,0.04940181240761555,0.13652481628707933,0.04510888061800688,0.04023234838577845,0.0567668862547633,0.01643707485964413,0.02675527830123665,0.001986409534845224,0.062130308529163326,0.0413278250051928,0.049032095037137416,0.014500080561413857,0.013204669253321177,-0.00676137903200096,0.01696801618233859,0.005089182107684227,-0.01392405019227697,0.03823762351613889,0.018111037651795968,0.04941219799184629,0.04127230604495756,0.04153560239395534,0.010063048658591624,0.009130585718247295,-0.0491802984693186,0.025875123578991983,0.02683356946118002,0.030448843146171856,-0.014834879445693203,0.04124806173408528,-0.01826485369920271,-0.009535384583411887,0.009003108586369778,0.0020714378896613496,0.0243683495929222,0.04349579206867338,0.02496813791423355
0.041688046109148426,0.023357796202369902,0.03163859941087845,0.037146152378475385,0.12363496632763378,0.039767472164289885,0.04405368644662292,0.03697908107693421,0.0214162097005037,0.02795303959010133,0.0341153483250513,0.01887851652753806,-0.0019517482923105823,0.03649055144059591,0.025874882175905105,0.026382803788532912,0.052076267396465606,0.035183149949342636,0.027004076988648904,-0.06033383417841779,0.03642928068546503,0.02565596436057519,0.025394753722926586,0.040462614126967215,0.03987930692129819,0.029994861898346506,0.025963805156998563,-0.09770111412030533,0.03857570860702282,0.03832761301140234,0.036547531556117036,0.020534028874384942,0.0,0.011627905555375262,0.006016847476291039,0.020713899140559232,0.05529709028906393,0.026431607387306703,0.035866740212714195,0.011973792226891808
-0.0061758078411516355,0.028530537908533764,-0.01569939462529887,-0.02943276693094253,-0.014925414586841984,-0.00419789163407371,-0.004952394836552048,-0.02229729693527268,0.0,-0.011403509744983284,0.0030353701887470717,0.007629553014405346,0.016623027695311546,0.009098001122034372,-0.012971582717118216,-0.004645583045479079,0.0,-0.02838119630925987,0.011503728899575159,-0.03142069815212625,-0.0061800410814919935,0.00852756406391935,0.008032282707189642,0.0007935378505440813,-0.0052295651264273975,-0.014314115849575681,0.0,-0.05201701819250855,-0.012142784375382026,-0.0016779697139519725,-0.012002929196446823,0.014084507042253431,0.032165198237762954,0.0022990033516978145,0.008373231291055671,0.005619768743946007,-0.009794189350178815,-0.007725233890677005,-0.00037428383531106613,-0.0004082097252473001
0.0,0.054091535514706655,0.01817522133812664,0.018268213632671896,0.08245241684066351,0.026931933575109892,0.010551385185690331,0.03163648947305885,0.009841661401038072,0.026619432000727864,0.024528103846460137,0.03569497790859155,0.011221697253464523,0.038808229358173824,0.015575350568770737,0.028936000268894983,0.026852112282114805,0.04507743397932065,-0.016653105794810504,0.03008929172333565,0.0171007437455455,0.02367545432925864,0.022576272457469425,0.01427446095545529,0.025895586982963268,0.014021260096261005,0.02185582382316329,0.03247479629393115,-0.002892285462179428,0.034453917725022896,0.01594525440172779,0.059523814912383975,0.0287026874399904,-0.012614731711261021,-0.0011864390095963596,0.1021420988902221,0.036597264729948335,0.01384086130781495,0.02902072442769305,0.0204081778070079
0.007954190006753549,0.06973691355652707,-0.016757683334998715,-0.02798707897712591,-0.047851494096640634,-0.016191605786097057,0.005122242930863566,-0.017789452960561104,-0.015254359731329225,0.00950745359123599,0.0008550408482724929,-0.00365531966180709,-0.009828771362343109,-0.01245286003878222,-0.017253709778093783,-0.0006047578495694395,-0.011342166479628308,-0.008626620863428363,0.034283399777598686,-0.08900049165906544,-0.009705644155675512,-0.0016521944700282351,-0.016233859403655668,-0.014855317946960775,-0.012336163384955941,0.009876552266369713,0.00037518579927917615,-0.1084598193763901,-0.007251772450917696,0.03899255324503997,-0.002989598794178095,0.014357067172133262,-0.00398598816758661,0.031358829287303824,0.043942902943111706,0.006760750433308599,-0.04961819713658392,0.007679186077206945,-0.01037120275593642,-0.007599997451232354
-0.01602947246785777,-0.007380153093460128,0.003334592971835845,0.014765625309643341,-0.02188041497309196,-0.006258624624597463,-0.007252048813792992,-0.01485293278869125,0.006884737701703903,0.03339011214093378,0.007067435813429389,0.02830197596664585,-0.007364751860845184,-0.0030567773171770933,-0.004632815785756672,-0.0066564928398651,0.0006373101547356536,-0.008701649895601968,0.00958459841410315,0.02204411433086745,-0.010264097722542598,0.011583114520791141,0.003960324858014152,0.015079326131063641,-0.005764850647709162,0.010268932036568135,0.006376734462534019,-0.037712972302098406,-0.0007303804687409237,-0.003909196568676078,0.009745170256074756,0.0024616704479620073,-0.014566953857909218,0.015765747368347183,0.0068261318821013755,0.000559539269398798,0.0130522639676473,0.011854224207274472,-0.006802691852997979,0.005239964387011868
0.02005001743679783,0.012391649427436459,-0.0022157708365357466,0.010185444178518695,0.016777392388086,0.006531381371595596,0.016189515928103776,0.020307558472216047,0.015811951791527386,0.018227217597184767,0.014729729540059182,0.007645233297673394,-0.005806458761556308,0.00191633843093802,0.0036746384430218384,0.012183971601110526,0.012102018634216926,0.04108145633497387,0.05617095568773172,-0.07549014890907219,-0.004678304134474147,0.0010907357431910426,0.007889698591678741,0.006254948096981646,0.008117468337265387,0.01694083595813456,0.0048450862996431655,-0.1580278011608752,0.0007309143142803972,0.00235474003773816,0.02004448397304146,0.010435506876479685,0.006985092267147797,0.06984478681588635,0.05423715214894493,-0.0013983097636065033,0.02081268348101151,0.003347334017735177,0.010736718801056682,0.0
