ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,XLP
-0.011301419703785736,0.023866168914519557,0.05473141935351013,0.05099748799470824,0.048379001859746126,0.036112163562262635,0.039136245489620906,-0.001859916021372602,0.03615930525596242,0.047921426714068745,-0.09646081857588412,0.1058177139949738,0.05138738314345142,-0.0200679571659585,0.04466086240542765,0.055448513282991
-0.06563420641382205,-0.03166280663846927,-0.013726104293029279,-0.002109685390749865,-0.021391828879330974,-0.03603708239988464,-0.010064870573261027,0.014906040727440447,0.0043373993300868715,-0.010793284158519415,-0.28110600719916823,-0.01915803574961987,-0.020768096113318986,0.0076218776000127894,-0.019819893742896732,-0.01642995976531364
0.02315511195192132,0.00611128259336346,-0.006984757267891391,0.000248199939573521,-0.01627234250301171,0.02750345796611504,-0.007871052317448966,-0.032091640014307456,0.002974904932216089,-0.0008662370156720759,0.034722273090192685,-0.06446751657583971,0.003571400023372253,-0.02747283041484025,-0.02997122964050673,-0.009692760994317836
0.033567297998653975,0.021803452422780364,0.04332874862536856,0.06569337569322528,0.052077353363285665,0.034236753912600365,0.04148686262703148,0.027312914222497514,0.05531560716566157,0.05393711638380084,-0.07950431981081105,0.10634347002854208,0.04277378834230907,0.05731002105884748,0.05689712076144854,0.04144102457309454
-0.0018881045049547046,-0.021338205866385143,-0.02570860574156654,-0.01391955647077064,-0.021598037669360488,-0.028435108731391632,0.03377953880966867,0.012357203041746442,0.0016728442471322298,-0.015325781280920697,0.4469991879610133,-0.02238585376671897,-0.013440070332483492,-0.008488182833015726,-0.012006047236411913,-0.025394842047384326
0.022323091480441617,0.05274535047525248,-0.0024395541749835394,-0.017115096830374158,0.00012499298907510205,0.013978446656745138,-0.029816335223789205,-0.030885711536868712,-0.0401323730817422,-0.007165567409328643,-0.003488355733968676,-0.018476295736339642,0.008819745146082277,0.0,0.019288514923163202,-0.007591362019230056
-0.02146556289417033,-0.03060991314029769,0.011978181290504623,0.03426052563635214,0.013414685534685646,0.0023693406139996,0.027336300551175283,0.06832039373179785,0.030921994091795257,0.014918258751603816,-0.03539477831899531,0.035835842608106,-0.008586467105802725,-0.0071748684242883935,-0.011891152914914294,0.008683109544823367
-0.014372207515877757,-0.041709405080844,-0.023334387366928347,-0.021342439684852905,-0.015302358113355103,-0.033630507690533905,0.0027846821996493115,0.014112241980609088,0.0111300962594609,-0.022002504471330203,-0.03185476979159365,-0.02515188392800959,-0.016691408472396554,-0.02767525879837381,-0.04315133806698432,-0.024390304890545042
-0.04336137924029248,-0.08598336503673858,0.05595704587716428,0.04052378766941856,0.03879308269960986,0.06490475725666127,0.040892275136769234,-0.0149274236704248,0.06362021972280481,0.06142872542828413,-0.015826831066022496,0.059989893916109586,0.04892290512505891,-0.00380067024165277,0.02180360529173363,0.05693283852658986
-0.08904941060517266,-0.11308418975649183,-0.05641701143828394,-0.04987944237206477,-0.04927112009625932,-0.06458782872060062,-0.05352347010492665,-0.03688463917070419,-0.027435603134709732,-0.044010989684753775,0.07617442379237997,-0.09854782065946796,-0.055725203647834336,-0.059860508360600036,-0.07463872673771156,-0.0596302910031745
-0.04359318200456827,-0.023761353406991214,-0.007692491259243528,-0.03499900902916491,-0.004270209931380099,0.004181325243905432,-0.010681718340670816,0.01152628828846665,-0.025678224179571857,-0.00570796663466497,0.020841505893719543,-0.005584204186378417,-0.019725189035559504,-0.021670392700203028,-0.011318259143590543,-0.0021137602596963878
0.07550646834407375,0.07326905034205121,0.06674879023968495,0.051018979485071,0.07348781536466488,0.059869413966801226,0.0730623423780078,0.062271692644119726,0.054220254145977184,0.057865441639641635,-0.14984590587344274,2.4373648447278216,0.07906237133506201,0.019887579074629347,0.02723809076248659,0.05676763517830194
-0.014126582070372078,-0.01755242212410209,-0.010985417222968757,-0.00341450715809738,-0.0076698339232827714,-0.007007813624989882,-0.028512269489581056,0.011950055356682966,0.008105472862087309,-0.00026814655621981557,0.00498420905718948,-0.6719446948793616,-0.009118618423124149,0.005390522661123468,-0.014090631313602732,-0.009420745829239312
-0.07685631360816986,-0.04079396823586398,0.019185479205437055,0.015303710324950598,-0.00230029516371147,-0.005239588046067105,-0.015591394201089697,-0.060414131324102685,-0.0073412195778631405,0.03700401350511542,-0.03020747578327897,0.010342868217855229,0.015180347135420741,-0.04053905989670206,0.0006931799862991689,0.021651235194303276
