ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,XLP
-0.023430689753482645,-0.06506174786449129,0.007374230299377048,-0.019229318160654325,-0.01352770641322287,0.013427690163390515,-0.01443174819548519,-0.01606174219219414,-0.017586977656628425,4.092084496465748e-05,0.05997205644266721,-0.06846712272061188,0.006950213927701685,-0.040377657839863225,-0.04688586437998148,0.005347514147454503
-0.032132561610043235,0.004111053817983171,0.004288916004914303,0.02347509299022393,0.006491082547187187,-0.01317497203079532,0.001583852344098272,0.039303704701844085,0.0005391749271919853,0.019392237593589528,-0.04912279786280075,0.03686244793001869,0.004028783329529816,-0.01747487933506254,-0.01819011977952369,0.0031520883826669298
0.13682102572214802,0.13975876609511287,0.040407365695350105,0.03710358098597055,0.05187393876789891,0.05687630781095395,0.02688173100610676,0.07545480118303921,0.023711134847795055,0.03397024263129424,-0.08671587839919634,0.10912544215056744,0.04421634983198842,0.0222001406118164,0.02176917068777233,0.04202676912909541
0.008849461536563361,0.0048543951669074575,-0.006353119356505129,0.010459768135701642,0.00015276225028120106,-0.004210854220227461,-0.005051606866075605,0.030789362114832724,-0.016494134398904906,-0.004956147415712122,0.0070708267125755425,-0.00211189938811938,-0.006047340222520065,-0.02036510819951766,-0.013508499809290355,-0.014323444886478612
-0.025877214909298164,-0.02864730177963962,0.009270956945025772,0.009903097252621222,0.0049119588642312405,0.0047442317319531324,0.0003098877091063229,0.017395667589718684,0.010347945388884994,0.010362047322918743,-0.014543712724546378,0.003149838050233389,0.008440999044235061,0.015944151005558467,0.002665247235690692,0.0068833844528371204
0.045475089005121073,0.04694875606739842,0.04434608424820047,0.031123470510372838,0.0251511578501006,0.028023077485555832,0.05264768454356561,0.046180686433538516,0.031608564749328535,0.05841837351566356,-0.05445302833470563,0.05419002765530642,0.04599994672460418,0.010446265027206988,0.0006873999684407689,0.04728450436764155
0.06158483074722808,0.06454806434981887,0.000880617861845463,0.022207116588597545,0.019556964546807824,0.009759562658164658,0.014100321021197074,0.04718698588097825,0.015493470888724454,-0.0043433196529694415,-0.01668447587871514,0.03468972319573575,0.001994820720797574,0.03634706206982858,0.028256633438172318,-0.008159582659670626
-0.0024339596498533164,-0.0019761261618440615,-0.004573183131468521,-0.019156162529207425,-0.003420993442668634,-0.006800597495715159,-0.01135705614834289,-0.020754156509596864,-0.019494985334086088,-0.01266396767034169,-0.014778254984251943,-0.008897644024699539,-0.0051880678406078795,-0.007494357842954638,-0.020517428406115958,-0.005850091300729597
0.00976000841349965,0.0220520793115529,-0.02235842456956447,-0.035321074727479584,-0.022569432895514902,-0.0001007628652853981,-0.030927839438675574,-0.02149253199314521,-0.024896148033407315,-0.031037384355843137,0.026666538206499696,-0.02967579155023028,-0.022146014124908315,-0.014629526583795176,-0.015482699120755538,-0.021515299346905062
-0.016512281158995404,-0.01765487838536965,-0.0020527186548966454,-0.0050297909422617505,-0.01045541703370855,-0.033434041370195185,-0.0053298196004115065,-0.038399601239560384,-0.02373972829075021,-0.0016470641066070404,0.0200216601967968,-0.03620217027689145,-0.0016353338115597089,-0.023665472731144187,-0.03267348232722485,-0.007705318693954564
-0.08230962130856259,-0.07437876619474566,-0.03885022994138074,-0.04145875321253902,-0.029634940528861363,-0.055636505372254216,-0.012879660625918818,0.03684879968357682,-0.03623455852831285,-0.04235203920515601,0.04456228492839832,-0.057142846269575415,-0.0375524251888966,0.103533007238782,0.08009571642292311,-0.04204539852358708
-0.01160191996826433,-0.016793732913504212,0.02530393809488521,0.03600533747287933,0.01848954806602537,0.01588694565815657,0.037899946892685374,0.05775137626492367,0.01303600377192323,0.025504582835206586,-0.050279197729815546,0.05635805086675943,0.02509393149622155,0.008448097898522144,-0.007992803396515596,0.02234078598889741
0.0586018965781507,0.05132049357495497,0.020596795755456292,0.0010709616236974477,0.03674128010124001,0.03214424395903938,-0.010951051932152518,-0.03205221860026242,0.03995194863926902,0.01675867856876842,-0.04812854263569311,0.0421653293924394,0.020416340010528285,0.0037630126111762342,0.015050265274870562,0.017018004583600938
0.03223036257322984,0.03275387254680009,0.04647475632881545,0.023219982481563737,0.04332547454643181,0.0446950040017649,0.017383309916249996,0.012556822485688093,0.03739326633413299,0.041763186267428996,-0.08539292327270212,0.09430575131294944,0.04456720284607321,0.01976001460335167,0.03645618959334844,0.047727666856816814
0.033305576470845366,0.0485438728240126,-0.006948457223271508,-0.012203101019514674,0.0002526465651215581,0.012223805209631941,0.0026976780551023318,0.03585828159583211,0.03114602091489292,-0.011590098515824905,-0.023956026859922836,0.012479321167354092,-0.008180570344616916,0.004541591419631924,0.010402788082458888,-0.009437314317143878
0.03263485892341565,0.0079366148643966,0.016200190617848498,0.03130349267041445,0.007271614253375021,0.016403309457154798,0.008071962150103189,0.02769370193013088,0.007127060859014608,0.01771085094137431,0.011957213097445006,-0.0018311862027271962,0.01678460552059156,0.017328578826533006,0.007773603976216856,0.01099300069648219
0.0405775648169606,0.01985978567630221,0.024969964206338995,-0.02235808583512277,0.027978523535615276,0.04495048474414325,-0.02016601255593618,-0.043649087128337136,0.016680802964422387,0.019567377819329382,-0.05783573701866015,0.06349233186319628,0.022017269749418616,-0.02606473204407845,0.021298045608159944,0.02645884378397977
-0.02062248970112596,-0.006176476583211582,-0.030525561055403244,-0.007335407704401356,-0.005067492300596428,-0.03126781993302264,-0.04630762563896707,-0.02230712149014459,-0.013092504358396744,-0.03076918425952196,0.0,-0.008121307922035413,-0.029389306306082486,0.016971292760170262,0.009072194983093735,-0.030014124823695757
0.04823890622156868,0.015547411138648203,0.013444092684221398,0.02106409404612475,0.0052260623796997535,0.01800076743981458,0.029723916080872364,0.03293797357528355,0.007753066372294705,0.015555027040823226,0.0,-0.0011560472271937466,0.013604041264874129,-0.010022840978995338,-0.0013927892876336658,0.006916654658111662
0.002191407395165911,0.06937898597363583,-0.013542186207594193,-0.0121690561820294,-0.00828883506265738,-0.0019425924189464528,-0.01267379430068743,-0.009451603999650131,0.01769334719641136,-0.020233352291908008,0.027722639436778312,-0.01952962262719769,-0.012262058236260242,-0.04071905415542017,-0.026372908104145245,-0.011026771511207465
0.003644347069443778,0.009611433925610478,-0.011287286264425052,-0.012967463920065798,-0.0014068295959596218,-0.009051124426202907,0.01408883328542546,0.057838956414644385,0.00984083642814475,-0.007369683417012845,-0.0102761242133509,0.0024898826740434197,-0.011415716083423559,0.05278854969860235,0.010985862799430587,-0.013343063669220804
-0.005083552280526366,5.350374455706828e-05,-0.007573489194315154,-0.0007981844588086591,0.004247128026655556,-0.0013749834900633456,-0.0021956884132753813,0.010381544440077576,0.006185349541596919,-0.002688543861767354,-0.0006490570679500763,-0.0004916910972630359,-0.009276077264731343,0.022191061447074084,0.029820985716006294,-0.01648758799555379
