Name,Riskiness R
AAXJ,[0.56487135]
ADRE,[0.83333472]
AIA,[0.26877363]
ASEA,[2.04073119e+12]
ASHR,[0.33222379]
CHIE,[1.8156569e+13]
CHII,[0.4365404]
CHIM,[0.31311481]
CHIQ,[3.9964005e+12]
CQQQ,[0.67463142]
CXSE,[0.4928825]
DBEM,[5.39228082e+11]
DEM,[2.12276551e+13]
DGRE,[1.31020993e+11]
DGS,[2.62224331]
ECNS,[1.46167511]
EDC,[6.64434521]
EDIV,[3.79899563e+12]
EDZ,[1.7136197]
EEM,[2.99633055e+11]
EEMA,[0.52373292]
EEMV,[1.29121808e+12]
EET,[2.1085998e+11]
EEV,[1.80420667]
EIDO,[2.85676901e+11]
EPHE,[1.25194999e+12]
EUM,[7.92960455e+12]
EWM,[0.3206139]
EWX,[6.22516338e+10]
FCA,[1.25311086]
FEM,[9.30307061]
FEMS,[5.65487931e+09]
FNI,[2.18757501]
FXI,[0.43218777]
FXP,[2.03906611e+13]
GMF,[0.2541741]
GXC,[0.46275285]
HAO,[1.46082804]
IDX,[1.56544865e+12]
INCO,[0.13359767]
INDA,[0.22864162]
INDL,[0.7359652]
INXX,[0.33600884]
KFYP,[0.61277138]
KWEB,[1.01458003]
MCHI,[0.48157568]
PEK,[0.29413088]
PGJ,[1.42918452]
PIE,[6.7894124e+12]
PIN,[0.21693381]
SCIF,[0.24332496]
SCIN,[0.24220333]
SMIN,[0.12510233]
SPEM,[0.80159297]
THD,[0.31528809]
VNM,[1.36044608e+13]
VWO,[0.93119074]
XPP,[0.78622573]
YANG,[2.73097796]
YAO,[0.51122131]
YINN,[1.49591212]
YXI,[9.18569242e+12]
