,BSCJ,BSCM,BSCN,BSCO,BSCP,IBCD,IBCE,IBDC,IBDD,IBDK,IBDL,IBDM,IBDN,IBDO,IBDP,IBDQ
0,0.004775779614436413,0.010837746918263998,,,,0.004410526446543321,0.010940964406159352,0.007743397998375013,0.015079794993100842,,,,,,,
1,-0.004929349019935007,-0.001878915527250394,,,,8.73623237427338e-05,0.013250221857480248,0.005784711319955962,-0.00029125158913503825,,,,,,,
2,0.0054334162367556905,0.012552993239720527,,,,0.013968242526642279,0.018939011710828412,0.017187360069555353,0.012140637140637142,,,,,,,
3,0.011362385570790882,0.014987719480012925,,,,0.019864991047143434,0.025973554641644966,0.018737009566073524,0.01285868918529899,,,,,,,
4,0.0017426774730418713,0.0016155531544609601,,,,0.00217203056470086,0.005721245294374601,0.009091193647774441,0.001136864002392652,,,,,,,
5,-0.003443352840787911,-0.0015874963989899115,,,,0.0038255396457506554,0.005503125391316474,0.0023961885336549445,-0.0039746380240371125,,,,,,,
6,0.006503741471360027,0.01615184458814151,,,,0.011944315333094695,0.02355518096239235,0.012735126219284597,0.011876484560570071,,,,,,,
7,-0.005773316714413412,-0.01619856133951676,,,,0.0003247831532819964,-0.0077152297645957085,-0.0034291387867473834,-0.018216000000000017,,,,,,,
8,0.005369718296165563,0.008199685053815867,0.011425625221726372,0.013900626168687534,,0.012375138339298078,0.01605897547085487,0.019382545989615963,0.00803370344428865,,,,,,,
9,0.0037024068455405188,0.00753936857233096,0.005943217535897027,0.0019657642259072357,,0.007866488345255588,0.015047305686122305,0.008618610817463231,0.0035103984819734387,,,,,,,
10,-0.00869606594354802,-0.0022433804687807383,-0.001552408232212502,0.006846943886789715,,0.0035629696669778822,0.0014392102514651185,0.006581086040493241,-0.0010399168399326158,,,,,,,
11,0.025270259216411305,0.03109123717277434,0.044291259632180745,0.04321061206230268,,0.028991576315119207,0.04873645252895493,0.026000842667777063,0.031989360893834584,,0.007685325552457237,,,,,
12,-0.0074803362591948286,-0.003752025053767144,-0.011326304981233716,-0.009882267026899618,,-0.00020055454211973845,-0.00402853932747145,-0.0036771574526839705,-0.019992663242846723,,0.007825094337422293,,,,,
13,0.004376226832496957,0.0022566515838622673,0.0001710615568380912,-0.005123188594998246,,0.00955638068343306,0.010291003299543345,0.01658750030816065,0.003275313494291543,,0.020753363873544352,,,,,
14,9.763273830109776e-05,-0.0001420182796469173,-0.007089625503905704,-0.006153968869256895,,0.004178230132857878,0.00683132859201776,0.00022538266978499967,-0.004010819886204576,-0.0006969938160949697,0.016196236774310778,0.0005974304181135383,0.0021024747789471507,-0.0018929312435892417,0.005327314836889658,-0.007658077360203919
15,-0.000614899421218683,-0.0054832389916797866,-0.004810891413284381,-0.007186181030900909,,0.004494276641179641,0.00413032183784929,0.006043268472139207,-0.0025285259411875457,-0.0010960460819096577,-0.0005282555177942793,0.0032847375836525692,-0.0015985394716576211,-0.008584378479795002,-0.011496574859191217,-0.017838626873246693
16,-0.005009147467590342,-0.017008502619965574,-0.015557370310726515,-0.02332604361200157,,-0.0016793451770047614,-0.014725355902318611,-0.005450941018551647,-0.024974217445339696,-0.005803980532597818,-0.010908169360978222,-0.016981188663561263,-0.01734489001890325,-0.020142621642615342,-0.01845178922195037,-0.021363686429097105
17,0.004457402077149307,0.00223785157683098,0.003923616702635762,0.00655364725292746,,0.0049005036201800025,0.008348292039293298,0.008573142762315304,-0.0032739142994703836,0.007684687990106759,0.007961359396657909,0.0017831567363328434,0.006261393042868564,0.004984178610966933,0.004295779035120062,0.01328137999247216
18,-0.0025072563240426766,-0.006703264859725461,-0.004701213314382456,-0.004335534934531779,,0.007229438464792381,0.007859631148782848,0.003758608639332987,2.9926575599398104,-0.0059597096585028795,-0.00651515695343196,-0.006741298977786605,-0.008319697185880158,-0.001602682276707543,-0.00558719954293985,-0.006495478367539098
19,0.006419828143883585,0.010220946834803946,0.013549930338601671,0.010747353148528248,,0.010899811755018004,0.018030627771306346,0.01973814495495943,-0.7463463027487418,0.00890997708770273,0.010514805073149686,0.012230682215558682,0.009920281855727697,0.010429555557244674,0.012715310089572742,0.013146076371831635
20,-0.00022435794985783568,0.006243459854833639,-0.00012084294791166144,0.010353375129044837,,0.005011642175242376,0.010368022802297122,-0.0013479892728358958,-0.0057235142611848176,-0.002353294442729725,5.6650059388943566e-05,-1.8563028470321293e-05,0.005350900978793899,0.005856797229196513,0.0027143765106484906,0.005844364855626702
21,-0.0012368762122146528,-0.0015411686928769248,-0.0020357661794630985,0.0003180428174989443,-0.011828650043014798,0.0048729171139768514,0.011148002714260773,0.006325797766153008,0.003933569838489181,0.007358209596523502,-0.001193031186155389,0.0017434137946055707,0.008055756633428147,0.006686908235518009,0.002729046654622222,0.00046369080478379635
22,-0.006959802138368264,-0.013285222136166373,-0.009945111899085307,-0.01837744873073107,-0.01909479607395703,-0.0010173703425299036,-0.00693654132973768,-0.00019121063965239988,-0.007358524464831863,-0.013516975345407845,-0.00791923785239897,-0.011266799940682862,-0.011485412312275626,-0.013740667095410804,-0.0076083724234938125,-0.004988347989592783
23,0.006885911951443338,0.012474851406635028,0.012551973794834947,0.018126116138429304,0.018905929419775508,0.017013960238845535,0.02967437130211592,0.018873107023993,-0.0015404254725936153,0.00777957840974614,0.01207388291532099,0.010363607734281929,0.00665311369598538,0.007542755683726159,0.005370887778916397,0.007813055324924552
24,-0.0023854795312319823,0.0024461127819059183,0.009476355656027759,0.0030031732858758786,0.009049888389401413,0.0019462339373546795,0.011079628573057393,0.008189160504248711,9.642271719221982e-05,-0.0008070141819504209,-0.0007944854451632668,-0.001226017478845415,0.0008609481166670266,0.010725909029043428,0.010828794340117047,0.01247936110076456
