DBO,DTO,OLEM,OLO,SCO,SZO,UCO,USL,USO
0.05255031326937396,-0.05606784792583081,0.033001761618365336,0.06033182503770745,-0.11478602666202233,0.007020549640754037,0.08823522161806095,0.04916639799770837,0.048235294117647085
0.08370042113987135,-0.17730637745054514,0.0849015754923413,0.07539118065433846,-0.20054945054945056,-0.12926648160541704,0.16859725232679235,0.07986955664753233,0.09259253647586987
0.008130065071221444,-0.02482608628541939,0.011294836172051792,0.002645502645502707,-0.03711334707903778,0.0008340116624852048,0.012114526031458355,0.01169807547169816,0.007704263364368795
-0.032258068921337285,0.12864345415430967,-0.03629836457917831,-0.03166226912928763,0.09536045137128032,0.08100001666666662,-0.09031560195178234,-0.03655348886808996,-0.04943939605303792
0.01597228474334411,0.06461806901878826,0.00786423841059608,0.02043596730245236,0.002345888057037073,0.0010792321757751733,-0.026315742256357456,0.006581494386372502,-0.029490616621983764
-0.021189409559297843,-0.014636643233469013,-0.17864476386036965,-0.024032042723631592,0.001560187150685956,0.002926274449406902,-0.0036855527349987202,-0.016538461538461526,0.007734806629834089
-0.05865924463233195,0.15498083998070555,0.11499995,-0.05608755129958951,0.1687654204534706,0.08906625818183672,-0.1541307066370088,-0.06609311693390688,-0.07894742324561398
-0.006676469575144263,0.036154302794238535,-0.0022421077238613187,-0.01449275362318848,0.037209819775848425,0.02932885023488047,-0.05247810648624216,-0.009631449314549926,-0.022023751310937572
0.007468219490973146,-0.06631367994370005,0.06471914606741568,0.03970588235294125,-0.10044975584600034,-0.05808216438356165,0.08769226153846148,0.02029594080338279,0.043213572732805836
0.010378062342937106,-0.05549876359579803,-0.04643313438441809,-0.01838755304101837,-0.054761880952380944,-0.011052966519692656,0.039604004509363765,0.010774969364897113,0.024504085443645483
0.026412273249444597,-0.11811023854547716,0.04957941567065073,0.0331412103746397,-0.11335012308941755,-0.05220592647058829,0.08435370068027205,0.04223046503609952,0.04840552667457456
0.05289499196445797,-0.20781244883509933,0.0961620032122312,0.052998605299860516,-0.14389206977579344,-0.08409617148624537,0.15432877619807192,0.059402045633359477,0.0776751765344921
0.016972108706805402,0.03141724296630419,-0.02462485571373594,0.014569536423841104,-0.008627841380454672,-0.025071997714246903,0.004347847826086964,0.014110620126253304,-0.008568548387096682
0.01668886350126883,-0.14082771671667413,0.02642998027613405,0.007832898172323709,-0.05456063598326365,-0.016507402545741144,0.05086575647476716,0.017942146391144078,0.03711235383833232
-0.014445057746208115,-0.000635945925725149,-0.0065334358186010045,-0.010362694300518144,-0.0017702601603730933,0.021201431844573567,-0.005149330693086111,-0.010791331323429174,0.0009803921568628984
0.004663525700158401,-0.009067769502580827,0.0011605029013539694,0.0026178010471204797,-0.010285476148253295,-0.03512109057302919,0.007246428721458197,0.004000036363636382,0.004897159647404401
-0.01790447389846353,0.024723085170603933,0.004636823981330079,-0.018276762402088847,0.01594692650252916,0.019365214272906512,-0.02733816976346856,-0.01593629062164825,-0.013157894736842084
-0.004726640951804411,-0.00783330697686646,-0.054230769230769235,0.001329787234042643,-0.01675485008818347,-0.005101090768727901,0.004437859303020385,-0.003312476996687648,0.002962913580246975
-0.004748881398729061,0.03773881137726785,0.0,-0.006640106241699843,0.03461883408071748,0.019978747878735017,-0.0410266577114802,-0.005908419497784217,-0.020187051707880568
0.006816665064494557,-0.03332321921297597,0.0422935746238309,0.005347593582887587,-0.04108873092926496,-0.018547408884510477,0.03203156945890428,0.006686478454680524,0.018592964824120654
-0.0027082326144124533,0.020462821036720164,0.0039017168904298,0.001329787234042643,0.02241905541786095,0.009890515893509635,-0.02253404501415717,-0.005166088560885668,-0.0123334977799704
-0.0027155870558441225,0.0074039177108152126,-0.015157403808783543,-0.007968127490039906,0.004244031830238762,0.005946135012242102,-0.005654599887500971,-0.0029673591605102914,-0.0019980019980019555
-0.04152481156995338,0.10243457670906693,-0.04301499605367008,-0.0401606425702811,0.09966543405529148,0.03703063282336574,-0.10104992123687848,-0.043154763510221864,-0.05255255255255259
-0.049005656141820515,0.11263890277777773,-0.07134020618556702,-0.05997210599721056,0.1228182866293034,0.0714165608913139,-0.13381995622213952,-0.05365470659621727,-0.06656101426307437
-0.03808820015553635,0.056921694458598016,-0.03730017761989343,-0.035608308605341275,0.07743870286826293,0.0322328430605539,-0.0775280510194402,-0.037797863599013895,-0.038483305036785695
-0.04192538426040958,0.07570572990919425,-0.039667896678966766,-0.04307692307692312,0.1183321446283444,0.04289831676673777,-0.1120584652862364,-0.04397954739538865,-0.056503766921718435
-0.02106967671222769,0.034804544690282366,-0.037463928914505285,-0.011254019292604405,0.05148536043284081,0.021656946730074997,-0.055555521262002736,-0.02054484236466468,-0.02744859466945774
-0.05380803314638225,0.12689654111405832,-0.05788432844888574,-0.06341463414634155,0.13743818718767167,0.059183325377957986,-0.12817722846124802,-0.055175604195166365,-0.06606799230275814
-0.010498667132926541,0.060634620663163774,-0.012711865080077704,0.0017361111111110742,0.06571002213913822,0.034922848955924166,-0.0737192836318202,-0.01254826315387378,-0.03914835164835167
-0.07515473151857016,0.08104746416249511,-0.07993557295791706,-0.0762564991334488,0.13111705578759286,0.04412711054664063,-0.12455038219424455,-0.07478001343010819,-0.05432451751250892
0.1214148360467759,-0.16275250585278792,0.12653061224489806,0.11257035647279542,-0.2511287784439501,-0.09148541049665916,0.2352336732212037,0.11516117274167993,0.12471655328798187
