AGG,AGGY,AGND,AGZD,BIV,BLV,BND,BNDX,BOND,BSV,BYLD,FBND,FCOR,FLTB,FTSD,FWDB,GBF,GVI,HOLD,IAGG,ILTB,ISTB,IUSB,KCNY,LDUR,MINC,MINT,NEAR,NFLT,RAVI,SAGG,SCHZ,SPAB,TOTL,ULST,VBND,WYDE,XMPT
-0.004872693060536377,-0.0016163850485509956,0.004633336414570031,0.001251543041060696,-0.00486886552304213,-0.007006649097014068,-0.0038111316149591103,-0.010328404085964872,-0.0011368214276326453,-0.00187604048244537,-0.001966544910292634,0.0011039302777823645,-0.0017784743172315528,0.0035239388809828547,-0.0018294645414627644,-0.003434636075559189,-0.004440676126184895,-0.0028108213084409328,0.0007378737067969157,-0.008815454689763493,-0.004528868494998822,-0.0031045233712223928,-0.00319380260385289,-0.002364778903610086,-0.004233396786338898,0.0034387033433364344,-0.0008920619985572568,-0.0015981192638696846,-0.0022504050953395726,-0.0005310125114704527,0.0,-0.002702862302442487,-0.002616754445867322,-0.0040767025075211655,0.001001822327586093,0.0014137116042905375,-0.014197652728120609,-0.003056600654729223
0.0056542880260052435,0.0042614609262415695,-0.011939615053528342,-0.004988806832643835,0.006221270114957243,0.014411620905912687,0.0062623494077279325,0.009107614037636684,0.009412706550909816,0.0030992039121154184,-0.0016626230113210775,-0.0038318217068002963,-0.0037452523198057046,-0.0018962805735175934,0.001149708011758638,-0.005691281069949353,0.00641067873808527,0.004575276961266057,0.0,0.006695688877119211,0.008583517214908737,0.0022094716612522983,0.003996039010277982,-0.003482527593324216,-0.0093180908344908,-0.00246208184056698,0.0009421509303201493,0.0017610689874848434,0.0012084282142098904,-0.0006099509269176376,0.0,0.005241704196259531,0.006688652633337648,0.004075909746789739,0.0005853756475874517,0.0025206800853237693,0.024967175426206984,0.01086575504519291
-0.002851979780402771,-0.008890934158463728,0.007751696276497664,0.002298036526966538,-0.0055858661717688,-0.0055161422083250256,-0.0025810016060591077,-0.00018852603134968403,-0.006035089047275794,-0.003126440904125009,-0.005358824339463296,-0.004549073756926809,-0.0035075005479048315,-0.005998594568834239,-0.0021383048673441546,-0.0012267621035889221,-0.0041727689725532795,-0.003444690670559737,-0.0021173180777698773,-0.0004963864150362439,-0.0035198570746400063,-0.004416942938531143,-0.0006991208019604383,-0.0031419566734068143,0.001999964276604095,-0.0012337067876654784,-0.0010909568933195944,-0.0004000206096840429,-0.005631442665693115,0.000133311718655702,0.00030468642019781727,-0.003087006403384216,-0.0026121590155485184,-0.003474291830793751,-0.0002500585428386308,-0.0033189458293499713,0.0,0.009520251002941623
-0.003413945342926928,-0.0010195101085690493,-0.004750940406539709,-0.0014592799259367714,-0.005975874996480834,-0.010187604999076321,-0.004435493634294142,-0.004146522486345053,0.001707494615246463,-0.0013796674763622099,0.0016577598286653976,-0.0006231547532397307,-0.0031769072689150127,-0.00040238127860638264,0.005102407612897935,0.0004093458064207917,-0.002852763604325726,-0.00236475160051478,-0.0006063819443448867,-0.005065177005905757,-0.006392164884037971,0.0009078223501616185,-0.005297481003173028,-0.00017672280441979855,-0.002894117489641936,-0.002883606531843576,0.0004965310834867592,-0.0015996445055896677,-0.0020224962909373935,-0.0005319830404181947,0.0036563637041870725,-0.0013545208117555314,-0.0012217907729448793,0.0,-0.0015005947590105825,-0.0024218266979378392,0.0,0.0052806820435044996
0.002059498117239666,0.0026577182712029983,0.0056845501369793714,0.005432813069206087,0.0017691360990323977,-0.005644200115880221,0.00015940707127286608,0.003310010283435865,-0.012881332831868923,0.0002879210437459793,-0.006619597872434188,-0.002286424478860575,-0.0009925968399025302,0.0,-0.0023353779491888395,0.0073461898867799484,0.0007924241453909736,0.0008758027846745161,0.0007447882531779957,0.000998193610834773,-0.006928358062240981,0.002218614332464568,-0.0015862170463943005,0.00047151131163168897,-0.002402201948879975,0.0019988341985328266,-0.001290674193368759,0.002584398911097739,0.007029485464013253,-0.0006656170539937425,0.0015179759488569314,-0.0019382212248269407,-0.002796992032833793,-0.003281664093977545,-0.0007514117673141071,-0.0064737872550591855,-0.023333333333333244,0.007880336691839709
0.0060178975024314865,0.004591852581145938,-0.00882932713151697,-0.003950031069451566,0.011196528442106746,0.01578199884222737,0.006562704303011007,0.003592972571589038,0.012968258251221266,0.004021454127492104,0.008411970062902773,0.004714788234037213,0.005642396400433694,0.0011285361104566767,0.0018522813118539863,0.0,0.007878311588317956,0.007298379342221311,0.0,0.0034104788640370947,0.016253125293994163,0.002719807325424483,0.00574705743411082,-0.024950809200866654,0.00685339447916879,0.0020672275102151705,0.0018096135625239496,0.00019957750146310438,-0.002423530800460889,-0.0005096642611090264,-0.009093866051738285,0.008606054369030045,0.00870723262978773,0.007150069167207269,0.0006237947438747553,0.014834909761105488,0.024940955631399142,0.016116258848446648
0.002484914401975372,0.004570773776579171,-0.00845133653155899,-0.009601117642042864,0.0028576852579656788,0.005670356116452729,0.001353454976360261,0.0005655400863155317,0.0009576775583857392,0.0018778933126905968,-0.0009137106333755769,-0.009153332208870905,-0.0066412136045408115,0.0035225521742196743,-0.001933022124022472,-0.011851116960905694,0.0027533039278390104,0.0008153309895529372,0.0,0.00892431703135638,0.0005049394829378278,-0.0011052933080450242,-0.0020047435439362717,-0.0009063437312296599,-0.004211039095019238,0.00041268289673825314,0.00029779244955658706,0.0,-0.0028337867245184604,0.002532935805121969,-0.002141319423603725,0.0015431375868627428,0.003657167819352629,0.00225291678983418,0.0017543106191464347,0.007073552714188614,-0.008709016170363222,-0.003313589116150336
-0.000826354990037393,0.0012132808378535274,-0.005298712562295646,0.0040037984374994276,-0.003086576487372793,-0.002593991453467768,-0.0011061467561412418,-0.0011300553240315705,-0.006792679470741701,-0.0009997840590309768,-0.0033249992558023714,0.0018897507560601328,-0.00634494670525704,-0.0009022801855137144,0.0,0.002068253865237751,-0.0031889517069383327,0.0004525400178767294,0.0,-0.0011819879507888069,-0.0035334244431206407,-0.0013073019056086173,-0.003214395596098073,0.0,-0.006443675772202754,0.0012373799891613338,-0.00029770379561404884,-0.0005997322533368704,-0.00527845073077669,0.0015954790819471035,-0.0012260630447676255,0.0007700764157744008,-0.002602651626417425,-0.0008171774951484162,0.0005000752695229169,-0.0030102638223092107,0.007467622546056316,-0.0003696922411056102
0.004685746873430186,0.0006059388680779927,-0.0104216719543803,-0.00839610757562007,0.0072639861169698575,0.004409570533178832,0.005165716147643625,0.00999242940214878,0.011269555327535765,0.003001545794030855,0.007923188667614841,0.00880132298393066,-0.0008973531745463789,0.004818135068592184,0.002752734065120618,0.000825259969880863,0.006398374381121639,0.003256275128324129,0.0,0.007100532517644933,0.009118419483692564,0.003423917872641723,0.0068527230298125325,0.0021167312381472846,0.005877719204568193,-0.0010302663740365263,9.915496386610078e-05,0.000600092147952972,0.009835688704193195,-0.0014600772966614078,0.002762348446924223,0.0036558955732879095,0.0033056100355492927,0.0036805795053051365,-0.0004998253192416829,0.007850356812739255,-0.020492934955650872,0.007390854506780339
-0.0002741878188451978,0.003239300792532954,0.0019768745724987246,0.0018954514926399488,0.002719724576212624,0.005177758286907881,-0.0002445011242027976,0.002240100709093365,-0.006190937118181081,0.000997499146385674,-0.003723374016138541,-0.005217687777258593,-0.00027339907451281347,0.0018201940626352386,-0.0015221510844535351,0.00045660601826202197,0.0006182440315657102,0.002344347485198608,0.0005265851416431643,-0.004112967667947436,0.003848802949367081,-0.0024085788072575557,-0.0013011249876627837,0.003621095356067443,-0.011585996722708342,0.003475838405489378,-0.0008938487375752557,-0.0009992933084559358,-0.0020246142744657675,0.0006645297748787426,-0.008570551460206518,-0.0011500839551282786,0.002947744314776654,-0.0014262540578950786,0.0005000752695229169,0.0013978840283967724,0.009714637593994102,0.008437251165053963
