CARZ,CROP,DZK,EFO,EFU,FDTS,FLM,FTAG,FTRI,HGI,IDMO,IPO,PAGG,PEX,SOIL
0.019230665026329846,0.007071009709790598,0.04626841696496285,0.038099222629747735,-0.033112593953496944,0.006720373440076694,0.01455379137200693,0.02211687330135004,0.022927667372709355,0.02866083145065875,0.025163329781300727,0.0056549701648275965,-0.001297221945379351,0.010504622121241836,-0.009275044646263136
0.012413174942819958,0.012564673972392224,0.02498428439758163,0.012429735101655244,-0.01685969079834035,0.014418984790207716,-0.007738769346923303,0.02395668182743049,0.034913745579928386,0.008105574790458203,0.009244577035993844,0.07310229977733107,0.002273451375395211,0.021468825577240058,0.018723561845110308
-0.016004331327028682,-0.01605853683564676,-0.08312010845515609,-0.021401824264830425,0.0377813096733377,-0.003651194696818616,-0.026250732356857525,0.038349441065684005,0.05737903121631165,-0.009889384463801169,-0.030954009368661568,-0.022847968035367577,-0.023467102584666496,-0.012124102628111234,-0.04511282215053541
-0.0017613589912054317,0.003709341508485804,0.0005317575474046577,-0.03509373275144609,0.001807381472790435,0.011993502437018595,0.01426057851651842,-0.02921822482398855,-0.06054602923600929,0.010747218659003077,-0.0016296602119390585,0.05145401967465988,0.016711255067596856,-0.010192686784822876,0.013123388195580545
-0.047895313186941305,-0.04988918358577436,-0.11279396110806975,-0.08011956712719515,0.07912368810322604,-0.0571505168101857,-0.06895219834176412,-0.145974452918382,-0.1074136401377908,-0.06430401501020692,-0.061051247623778074,-0.02212761127654977,-0.0453648657374313,-0.0622426781205838,-0.056994902540993125
-0.01611222797775395,0.04317393753572357,-0.019017739596707862,-0.0029605091183387863,-0.0074038228390715345,-0.04166040234630433,-0.05378564335953675,-0.05286352541372389,-0.059989656551229266,-0.01369470192122046,-0.019819019204592496,0.0008817310244073332,0.012741218709327718,0.010333045587763354,-0.009157426873361593
0.04306876983576111,-0.017151411068243562,-0.004732122966842754,0.013122808169339048,-0.0043311389781187405,-0.0233441511233397,-0.019895058159376484,0.000930339581996828,-0.016734262404430614,-0.011627913724675532,0.01064191233316112,0.034797806241763735,0.021160513240225987,0.018039656977133438,0.004621082061793035
-0.03741945804147074,-0.048558374235524365,-0.12315945740435034,-0.09104680281367804,0.07781531633122499,-0.04003593829815096,0.007807226954841522,-0.07806711990841532,-0.06704501895549576,-0.05378138574568237,-0.0501931299892883,-0.04077351568874292,-0.022727246418585163,-0.041666608439249,-0.04047840585363662
0.009209167006044268,0.048082801359108064,0.014518201976773453,0.014146115900697824,-0.022645672173453896,0.011031219211393958,-0.04581671093404168,-0.011705541561557484,-0.15283645692690834,0.011586730455403154,-0.013303606103784464,-0.006650936949001296,0.017592382699804506,0.01784431941525655,0.07567436831016276
0.08119674781717702,0.042923394839302485,0.19068949956119016,0.15005134411192278,-0.11791688817904662,0.0292560925145578,0.0784041039572233,0.08393037950416952,0.1805008264545528,0.051418377843141946,0.08726582730671108,0.08705442305707313,0.02800254368512196,0.04636449965103291,0.0894159300253176
-0.001482347681499004,-0.025213136691580963,-0.047060507254932084,-0.05654165218601006,0.023667007342094912,0.01784078022461846,0.0008603355190219098,-0.13220012441708534,-0.08203156834408554,-0.047217620257142566,0.001377859463662344,0.01327816894296964,-0.05808987957348586,-0.012590936566847184,-0.06951427278144899
