Name,Riskiness R
ARKG,[4.93118147e+11]
BBH,[3.15493068e+11]
BIB,[192354.46248565]
BIS,[365.63138151]
CURE,[0.90670524]
FBT,[1.27674678e+11]
FHLC,[1.71115839e+11]
FXH,[2.82827737e+12]
IBB,[1.05024619e+12]
IHE,[2.48778226e+12]
IHF,[7.50268903]
IHI,[0.14294622]
IXJ,[1.22358923e+12]
IYH,[1.75475492e+11]
PBE,[8.0101585e+11]
PJP,[4.71847017e+12]
PPH,[1.95229175e+12]
PSCH,[0.3099476]
PTH,[2.3012713e+11]
RXD,[7.41382358e+12]
RXL,[0.97865435]
RYH,[5.96289839e+11]
VHT,[1.54205638e+11]
XBI,[0.8689233]
XHE,[0.17690728]
XHS,[1.25267686e+12]
XLV,[4.86065497e+11]
XPH,[1.65634878e+12]
