ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,XLP
-0.0037692468303379524,0.01572116729232849,0.033602941458589906,0.0008046335938494787,0.020948411483382837,0.031720598454432064,-0.01817537693141186,-0.017994830587694386,-0.037630240813675817,0.020402684093307404,-0.05767054609179247,0.03255911342557576,0.02554383256412662,0.02740364543883771
0.02421482152835469,0.026198906820897167,0.02055296771474941,0.06682956466168123,0.02189856977062924,0.018738570033854603,0.024435632111304117,0.0012081536657353082,0.03561452241632921,0.026126418104633703,-0.04853784693084548,0.04967363486797096,0.020507019528547242,0.018083159218663682
0.02438126168286878,-0.01531802849141195,-0.008421752811769812,0.013751090499460602,0.003841490391692193,-0.010023245301599341,0.0,0.016291241961082517,0.03618774079478692,-0.0008245241975974415,-0.007604622381068016,0.020079647414103247,-0.00094877327384629,-0.009325088602906486
0.0032455740322731197,0.041517728493731705,-0.0269117988458848,-0.047755064381013165,-0.03274986629568973,-0.022186827112917525,-0.02808426359934666,-0.05901925799791969,-0.04023217123680119,-0.03762133734626985,0.06194125019854607,-0.0719915648444322,-0.034616639215437464,-0.03316898326241551
0.02264559562111312,0.03782314925503735,0.04621879379668347,0.04721511076077063,0.052295857065347263,0.02985247597554892,0.07980510536589096,0.07447926969905944,0.07611904107341985,0.05629866863866264,-0.0962116683076456,0.10510564095657468,0.0474828266208175,0.04612893013743456
-0.07803164068085877,-0.06879858317257838,-0.000730070117047221,-0.010385275275784886,-0.018487250719421318,-0.018242912012573283,-0.01526705442802701,-0.003524624156326261,-0.0035894406793347726,-0.00469683097915447,-0.005655329398133381,-0.034903596083166025,0.003073276760504804,-0.0004431641825136039
0.04574907727177949,0.009422718495062416,0.040498304086397804,0.04148342457272383,0.039424034776957086,0.022799936496736988,0.04693272486172647,0.05819519521397561,0.03874261949999136,0.03907114219847805,-0.0357978578677676,0.06895019110468256,0.03676591252425488,0.035468808790316955
-0.011301419703785736,0.023866168914519557,0.05473141935351013,0.05099748799470824,0.048379001859746126,0.036112163562262635,0.039136245489620906,-0.001859916021372602,0.03615930525596242,0.047921426714068745,-0.09646081857588412,0.1058177139949738,0.05138738314345142,0.055448513282991
-0.06563420641382205,-0.03166280663846927,-0.013726104293029279,-0.002109685390749865,-0.021391828879330974,-0.03603708239988464,-0.010064870573261027,0.014906040727440447,0.0043373993300868715,-0.010793284158519415,-0.28110600719916823,-0.01915803574961987,-0.020768096113318986,-0.01642995976531364
0.02315511195192132,0.00611128259336346,-0.006984757267891391,0.000248199939573521,-0.01627234250301171,0.02750345796611504,-0.007871052317448966,-0.032091640014307456,0.002974904932216089,-0.0008662370156720759,0.034722273090192685,-0.06446751657583971,0.003571400023372253,-0.009692760994317836
0.033567297998653975,0.021803452422780364,0.04332874862536856,0.06569337569322528,0.052077353363285665,0.034236753912600365,0.04148686262703148,0.027312914222497514,0.05531560716566157,0.05393711638380084,-0.07950431981081105,0.10634347002854208,0.04277378834230907,0.04144102457309454
-0.0018881045049547046,-0.021338205866385143,-0.02570860574156654,-0.01391955647077064,-0.021598037669360488,-0.028435108731391632,0.03377953880966867,0.012357203041746442,0.0016728442471322298,-0.015325781280920697,0.4469991879610133,-0.02238585376671897,-0.013440070332483492,-0.025394842047384326
0.022323091480441617,0.05274535047525248,-0.0024395541749835394,-0.017115096830374158,0.00012499298907510205,0.013978446656745138,-0.029816335223789205,-0.030885711536868712,-0.0401323730817422,-0.007165567409328643,-0.003488355733968676,-0.018476295736339642,0.008819745146082277,-0.007591362019230056
-0.02146556289417033,-0.03060991314029769,0.011978181290504623,0.03426052563635214,0.013414685534685646,0.0023693406139996,0.027336300551175283,0.06832039373179785,0.030921994091795257,0.014918258751603816,-0.03539477831899531,0.035835842608106,-0.008586467105802725,0.008683109544823367
