,Date,CBND,CORP,GSY,ICSH,IGBH,IGHG,IGIB,IGIH,IGLB,IGSB,LDRI,LKOR,LQD,LQDH,PFIG,QLTA,SKOR,SLQD,SPIB,SPLB,SPSB,USIG,VCIT,VCLT,VCSH
0,2013-12-01,0.02609000657060193,0.01963914169548399,0.0041910973505161035,0.0011986141327341,,-0.006930851025253864,0.014140653839550809,,,0.002422397144177762,,,0.025214368743526488,,0.014201920346661262,0.019333085584585158,,0.00587480202824492,0.0119050924670875,0.039924671133910974,0.001629336594347473,0.023464939945253883,0.030346192018007142,0.04062454327268235,0.008396149819663665
1,2014-01-01,0.0034829548148122835,0.012152267318591542,0.0005970438117921425,0.0009978051856791728,,0.013107486991726916,0.004865373348067226,,,0.0013263817186043437,,,0.0084239165166947,,0.010785033654783298,0.007317992338786623,,0.0003973748534904907,0.005294013601780341,0.019065140434979835,0.002276908937598203,0.009197802223564833,0.009717633861388485,0.009764956360195646,0.0023708181683279018
2,2014-02-01,0.00787142341359742,0.00033720428161783817,0.00023959629759431905,0.00021975103348184947,,0.004881198984855291,-0.0015462164143921603,,,-0.0011068562330752458,,,-0.00024949025932456345,,-0.004334451977702643,-0.00021207717028696272,,-0.0005568105816135491,-0.005266134613507625,0.009922592203391213,-0.0016225871776530437,0.0008199661573022477,6.0809434750768805e-05,0.008626905830366524,-0.003049948627802547
3,2014-03-01,0.009485683358105707,0.012253515920383951,0.0012535469218628817,0.00027931482546919914,,0.006140198012766012,0.006856988231010518,,,0.001232042548840263,,,0.01333246807319647,,0.009147534749548278,0.009025724804469273,,0.0035271579146454457,0.00382334242722356,0.02666863683455835,0.0009754242607063918,0.011815313028803748,0.01077677168648061,0.025738176852358453,0.00411257307070777
4,2014-04-01,0.010013928048851926,0.012640121642017466,0.0004180306559886357,-0.0003192217957961801,,-0.003778933206078423,0.009575245946498188,,,0.002826325136709755,,,0.015137169609488046,,0.01066759061793235,0.008246801478469052,,0.006384983191820699,0.008497064939473343,0.01633621061265058,0.001948476304049789,0.013772785250071083,0.014289444927048712,0.01887391905864089,0.005350307570369439
5,2014-05-01,0.006851610961256692,0.001244212252157578,0.0017124316326538498,-0.0010975386553997019,,0.007729435588945206,0.00031583837836278856,,,0.00021935217975728436,,,0.00015076070692960267,,0.0015676450782192747,0.0007753059714448804,,-0.00029075938998326305,0.001161782930977975,0.002439965754217152,-0.001296782781578493,0.00027248282727355657,0.0014995941977483836,0.0008737389500049531,-1.9911842584319366e-05
6,2014-06-01,-0.0056642561962765466,-0.004037359027655391,-0.001471361301553289,-0.00012048635254558794,,-0.005780730072423105,-0.0028685711920312185,,,-0.0022160892916743406,,,-0.0031396778608696425,-0.00805907220195898,-0.00704260290234556,-0.00041028301533782053,,-0.0034880827934488964,-0.0069642892284396815,0.0043459686303968055,-0.002271736400683619,-0.0004840780224842118,-0.0023895325917712516,0.0007353070310036689,-0.0015971094852349089
7,2014-07-01,0.019539191441850262,0.01933928488039467,0.001533370696205406,0.00039950853329617916,,0.0013918508618117832,0.008863837263154213,,,0.002077434639002199,,,0.019946911587106705,0.0032923651175244192,0.012638962402082744,0.01400429676905374,,0.0073777281380283475,0.007597832642431597,0.031002194723204594,0.0013010860058402175,0.01471462642655394,0.014633150266004678,0.032622518864628296,0.0029827668370310504
8,2014-08-01,-0.009268648719859562,-0.015784133452146305,-0.00043801932957687295,0.00010026751176664369,,-0.00590468547203541,-0.007882984060758939,,,-0.0014500421002761308,,,-0.016759606993696836,-0.007238794770599907,-0.003913465638073157,-0.011931170589117721,,-0.006300310404543197,-0.010150866705931046,-0.026400604873145068,-0.002923967847227632,-0.01411578678974982,-0.013210704779173792,-0.029598828169952518,-0.0031055233314663255
9,2014-09-01,0.0031301482881127807,0.010925213104306159,0.0008766619137564023,0.00027976058969147853,,-0.011819524984216895,0.007515201860444965,,,0.0025647186209723947,0.000758655775597023,,0.012316069473879948,-0.004550418945814599,0.002764786173743827,0.009387430478756878,,0.004772527365800006,0.005860062872270213,0.017661457043990064,0.0019551633958945257,0.01259185388694051,0.011378198807678147,0.022914648393341945,0.004682546189004794
10,2014-10-01,-0.0014907285552426452,0.0032401307462365924,0.00027933295516412984,-0.0011194727664942535,,-0.010739159060245973,0.00466013784663574,,,0.0008838638527008531,0.0018318817735166856,,0.009143214299072987,-0.00378090893080585,0.006365681125303863,0.00526960854080235,,-0.0006118642814969621,0.0017476878265202246,0.010168268502801388,-0.0006505504927603802,0.00526513938622195,0.007336432402574946,0.0061088654820198145,0.0021554198181726663
11,2014-11-01,0.010179334886320635,0.0005240686638765905,-0.00297660389943624,-0.001221643249552109,,-0.010631185450489506,-0.00590449486581601,,,-0.002077939525066319,0.0017150191748276657,,-0.0028634747759597014,-0.003872095336208843,-0.005471721266610369,0.0020094104488020646,-0.0009952327404403323,-0.00041849570338332767,-0.0061064040094878395,0.004297144983073788,-0.004881175245265197,0.0020317475734017943,-0.006839923788597843,0.014142069396433008,-0.005308447275493239
12,2014-12-01,0.035423440256502875,0.03294371094418907,0.005051798417520874,0.0017041492426577085,,-0.009661653625232388,0.02179043415133956,,,0.004341666798843658,0.0006003083509459395,,0.043249792307730295,0.0019054657281437298,0.019521075433630717,0.03219736870462388,0.024465575045513756,0.012032465678847797,0.01843185624952601,0.06886974740120021,0.003924324812647573,0.03384732677437117,0.026751344754621344,0.027571553058278058,0.014307020998977456
13,2015-01-01,-0.01616758821303055,-0.010991392833857529,0.0014016682370298268,0.0014010494630266885,,0.01910965226029031,-0.005482124645117182,,,-0.0009485103713545055,-0.00011705772626284754,,-0.016869796919715525,0.006559178502430778,-0.004916426795753737,-0.012022985821773552,-0.006808559725181122,-0.003739917597524587,-0.010054877622690063,-0.028701685560292824,0.0013028486308207436,-0.013840382217000548,-0.0020499714885964743,0.014847660646127284,-0.0034839400174861987
14,2015-02-01,0.002916428054465853,0.0006267961254306475,0.0016418677866802084,-0.0010189780956215192,,-0.004786495301221939,0.0020627801008437844,,,0.002430708190586438,-0.0041512872736834865,,0.0019718187044456287,-0.003283946810585519,0.0052119205636999115,0.0015986866336986185,0.004454392036658736,0.003655230548016772,0.002321816809047924,-0.0036008267153624,0.0003252967835935203,0.003063519577834042,0.0034477537011980562,-0.013747287617642705,0.0029456645472380337
15,2015-03-01,-0.00490317956810207,-0.005102500723715032,0.0009602030718239756,0.0019417340832383848,,0.004404262665434984,-0.0004524858119195691,-0.006360972233382835,,0.000988030398003746,0.01059155741181816,,-0.011886438940298895,-0.002517874703579448,-0.004510687858136979,-0.00824971486056839,0.0009266803836750343,-9.596255476703766e-05,-0.0005789190716014176,-0.028077145723649582,-0.001625921301486444,-0.009147593007809767,0.007765418502101205,-0.020658542026860925,0.0005517715864711776
16,2015-04-01,-0.016363657461872735,-0.006017374036634251,0.002099972636386013,0.00042036692933406997,,-0.003559350630589884,-0.0019199894641751783,-0.01460268651636345,,0.0005787381513790518,-0.0021056340321948105,,-0.011250854315059613,-0.0005480305278811058,0.0005225834940037479,-0.0071077682404886615,-0.0006105613937878589,-0.0007915201495940747,-0.005793764319685133,-0.025452568435165992,-0.0013029498911097791,-0.0118402814985074,-0.014750039128916917,-0.03125015172006232,0.001048251593261838
17,2015-05-01,-0.014261334862865125,-0.017414187463396655,0.0003804466832550305,-0.00161948652046485,,-0.0019198074985795508,-0.00809895577978629,-0.00036888449357526035,,-0.0007782755229480405,-0.0031065023711784037,,-0.018860141982113034,-0.0067967763073097645,-0.004523079086415805,-0.01794665191067446,-0.010915702668088199,-0.0021797476126269527,-0.01019821939621386,-0.03549621154164768,-0.0019570760690045272,-0.014926465145472568,-0.01836081090240769,-0.032090842240979606,-0.004703725202620668
18,2015-06-01,0.006242800025565103,0.008515843814796038,0.0011590515323753802,-0.0012432545062749521,,-0.01604988101011585,0.003412369335306669,-0.002746774727115786,,-0.000381758597018423,0.01481914642863627,,0.008245669825731428,-0.010914163799445301,0.008473468838075102,0.01239177714228869,0.0030669077744886453,0.002717393118365073,0.0011775450737949152,0.02524954543515332,0.0,0.00824661581411288,0.007815905014983143,0.025209481798157074,0.003740654664492044
19,2015-07-01,-0.00795089553179245,-0.007683510142104193,0.000459420223001058,0.0026287445453424475,,-0.02051797657225448,-0.004399746671836376,-0.020267669612292434,,-0.00015351788051526017,0.010217041816917863,,-0.00825549695467446,-0.0086797342567727,-0.010453339763684524,-0.0029695789037624707,0.00046086545376950296,-0.0012478503010871886,-0.006468957912931512,-0.019220976291466546,-0.004248273905912605,-0.010087408651717015,-0.009271363316898837,-0.004921226198085952,-0.0024078049231523054
20,2015-08-01,0.008549633797955364,0.00389988109147894,0.0004995081299379927,8.26801881010426e-07,,0.0039057399548180862,0.004713894203059573,-0.0005698816390727539,,0.0015421297618874097,-0.004340197345813242,,0.011817383586773299,-0.0009246597408305532,0.0021540654504941296,0.0074560287590186075,0.011392002544623197,-0.0002014579890316783,0.00473536613987107,0.006766053595307097,0.001969211749743489,0.008867792930826138,0.01709982453167686,-0.002387771438541772,0.00517627937567165
21,2015-09-01,0.005356715282147941,0.00810790353634763,-0.0001804694778415141,0.0018227574400819146,,0.01195613588910001,0.003918091392187295,0.012731656124309805,,0.0022382617721753246,-0.0063947359979765845,0.005680206711274097,0.005769527056322364,0.007215429380915925,0.00639023715377556,0.009012065677313608,-0.004374124089964361,0.003303596036742819,0.0,0.01811554258263097,0.0009825689638746221,0.0063311190762573985,0.0028578439985621623,0.00957214971110321,0.00010761742566415132
22,2015-10-01,0.003342520959309159,-0.003376248705965435,0.00047966828919211913,-0.0013399435522326246,,0.008104592338277898,-0.002142333851546257,0.015235545059979134,,-0.0009403776603122502,0.007105911104454279,-0.007425734429248932,-0.0015066001587512702,-0.0026534123556906123,-0.003913334777224578,-0.0032599862289065156,0.0012848912936658115,0.00037991253673008485,-0.004713048131334366,-0.013973388623014324,0.0003272467006777434,-0.0038869292869215893,-3.5475697643610465e-05,-0.002519189937464223,0.0010296986233709932
23,2015-11-01,-0.01650466191983191,-0.011197640740644185,-0.0018420355118010249,-0.003367173385241215,,-0.01259444859954848,-0.007759100253960519,-0.01242901229022369,,-0.003260835658572281,-0.015875458064834147,-0.01078745460625737,-0.013589968182116255,-0.0010379911724866708,-0.0033722500065020184,-0.008715837091266842,-0.0052326476731625274,-0.0012924077590408289,-0.010653709020069953,-0.011719024023493825,-0.005561068897520995,-0.01049598245105397,-0.012912207820671186,-0.017128948329569828,-0.006914736014068568
24,2015-12-01,0.011104173883166342,0.011117500051708726,0.0024060092400970483,0.0017655076763695022,,-0.028451012419111667,0.009874221832041808,-0.0389430059107469,,0.004104365972146721,0.008017526785574075,-0.0010692942664921735,0.006907296247650691,-0.03201186166612934,-0.00014778994936090971,0.016428268778014565,0.011003248548634702,0.0038472249816661093,0.006580530418282135,0.006002662824145003,-0.0006578358703082727,0.008030139190948516,0.010785356828104754,0.00410967389744616,0.006632148039089107
25,2016-01-01,0.003849907701918939,0.01285636780220104,-0.0014042924935186816,0.001608012983127887,,-0.012581471423605047,0.003986630703829375,-0.000437497528051956,,0.0009542339695970261,0.0006154248903798088,0.004075828286548946,0.007533976675621936,-0.0077443356381717374,0.007041404131199087,0.0086324491747142,0.0005962126639777721,-0.003976388277666391,0.005646617519920125,0.01412963926724883,0.0036208712207181732,0.006640013027458822,0.008285555940312125,0.0069180420357283145,0.0008846208550552066
26,2016-02-01,0.02059517086769851,0.02578477079993078,0.0025722145274897127,0.0029123395747259104,,0.04177381382681594,0.015017352847143152,0.050759995651444005,,0.006156995634909342,0.013456128179372499,0.06749742141668205,0.036187888123294994,0.03694489885163832,0.022597090509135526,0.021691138787142652,0.01924851196391583,0.009429005074517126,0.012706733675146938,0.05273042974185391,0.00459146188402501,0.027315216967869222,0.02295491871371905,0.06328616040859086,0.011642861651540893
