Name,Riskiness R
ADRE,[0.09356508]
BBRC,[0.1468711]
BICK,[0.10301941]
BKF,[0.10216873]
DBEM,[0.09209907]
DEM,[0.12329552]
DGRE,[0.1117758]
DGS,[0.08545865]
DVYE,[0.11418949]
EDC,[0.34661612]
EDIV,[0.12632836]
EDOG,[0.20817027]
EDZ,[3.06359058e+13]
EEB,[0.09352463]
EELV,[0.10451758]
EEM,[0.1119722]
EEMO,[0.15959314]
EEMS,[0.09433265]
EET,[0.23072031]
EEV,[1.62933211e+13]
EMCG,[0.13574244]
EMFM,[0.14062801]
EMIF,[0.24017529]
EMQQ,[0.09723585]
EUM,[8.07809868e+12]
EWEM,[0.11525959]
EWX,[0.08059752]
FEM,[0.09959552]
FEMS,[0.0939524]
FNDE,[0.10249545]
HEEM,[0.10499767]
HILO,[0.12182368]
IEMG,[0.10047052]
JPEM,[0.10247396]
PIE,[0.09739627]
PXH,[0.11572498]
PXR,[0.17917756]
QEMM,[0.09997539]
SCHE,[0.10971573]
SDEM,[0.14351417]
SPEM,[0.09939336]
TLTE,[0.08713543]
VWO,[0.11310622]
XCEM,[0.12259064]
XSOE,[0.09271399]
