Name,Riskiness R
BIL,[4.48010743e+10]
DFVL,[0.24586356]
DFVS,[5.72963303e+11]
DLBL,[0.39005871]
DLBS,[3.50472269e+11]
DTUL,[0.11500293]
DTUS,[0.22101545]
DTYL,[0.21504442]
DTYS,[3.14838357e+11]
EDV,[0.25898323]
FLAT,[1.08348985]
GOVT,[0.05732207]
IEF,[0.07684074]
IEI,[0.03977456]
ITE,[0.03241455]
PLW,[0.09426645]
PST,[3.99115559e+12]
SCHO,[0.01249522]
SCHR,[0.05009048]
SHV,[1.2879466e+09]
SHY,[0.01263329]
SPTL,[0.15806794]
SPTS,[4.56725128e+09]
STPP,[4.78503517e+11]
TBF,[1.28359968e+12]
TBT,[8.71522367e+11]
TBX,[6.41163482e+11]
TLH,[0.08348606]
TLT,[0.16638036]
TMF,[0.52111192]
TMV,[3.64826473e+12]
TTT,[3.62378004e+12]
TUZ,[0.02566144]
TYBS,[5.23514019e+12]
TYD,[0.38221092]
TYNS,[3.07159611e+12]
TYO,[9.86739905e+11]
UBT,[0.35477489]
UST,[0.17365518]
VGIT,[0.05089421]
VGLT,[0.15265791]
VGSH,[0.01348709]
ZROZ,[0.26063329]
