Name,Riskiness R
AGND,0.0005829602248834321
AGZD,2015381411408.857
BIV,0.0004594198720610274
BLV,0.00017309843247604434
BND,0.004727673256004651
BOND,0.09561236715127516
FTSD,2183938389092.9146
FWDB,0.0007506376391390064
GBF,0.0020123363101178142
GVI,5571450241131.157
HOLD,1.9772857904386355e-05
ILTB,0.00018095839229670898
ISTB,650586869467.4072
LDUR,1024433139335.4838
MINC,10831274866542.057
MINT,2.561912245858972e-05
NEAR,2.5210740538060368e-05
RAVI,2607821766308.8887
SAGG,11382291430764.512
SCHZ,1.7802558493486567
SPAB,0.2435405852755707
ULST,2.5592399575053036e-05
XMPT,0.00017099030334776375
