AGND,AGZD,BIV,BLV,BND,BOND,FTSD,FWDB,GBF,GVI,HOLD,ILTB,ISTB,LDUR,MINC,MINT,NEAR,RAVI,SAGG,SCHZ,SPAB,ULST,XMPT
0.0021463043299026247,-0.00030071537487678056,0.004910033300075351,0.006301388243326813,0.0025837872755392075,0.003013770182168123,0.0005524478070243451,0.013201446152548795,0.0011672547305643715,0.0013591971605727256,-0.0005000733861424516,0.02015085978381219,0.0014951168980431439,0.0024936861294676915,0.003215434212838927,0.001756947534668015,0.0,0.0015903272941463762,-0.003973870657942701,0.0025413290785001818,0.006833623321261401,0.0017455222015319806,0.0068628944335859575
-0.002789514552068743,0.007551577892375109,-0.004033242500058644,0.009446256655587341,-0.001699857521352954,0.0019707993694157086,0.0014739649102362676,0.00680947002195974,0.0002350264530051822,-0.004524477340974078,0.0008007167765029643,0.01220338644246738,-0.00154260032014629,-0.0006969017923924462,-0.0038060498319732053,-0.00011802358243597595,0.0002988655937847286,0.00037726123280732766,-0.00199474664609128,-0.0011556888536500593,-0.004101959736022657,0.0002584227521793986,0.005311611669164222
-0.0015603968327339776,0.0006991224427172838,0.009341140739202804,0.023547854136403857,0.007793869633908817,0.0065662245125962535,0.0004550071093962735,0.00798430652911234,0.007135523041688859,0.0047268156580890135,-0.0004424485596688801,0.019876166052801902,0.0017649680364322587,0.006028848902766623,0.0016087070178966998,0.00114456278401985,0.0015943882638219569,0.0010582105644172286,-0.0062822116311889355,0.007185842456238522,0.008655209443501781,-0.0006569405926030015,0.030651960779012177
-0.01644397947708182,0.0005018888457381691,0.012246175503710077,0.021141249010246457,0.008427045557625284,0.015010282423177885,-0.0009641379766802788,0.014465888166095413,0.010660099453648864,0.005247462274924957,-0.0002912474043033947,0.02484968519756328,0.0034494375050850143,0.00408539193081711,0.0032122063197710772,0.00045387824669130617,0.0013350262099401822,0.001909203088311668,-0.013793083280036323,0.01243657830620133,0.012179852124568995,2.7085911699561968e-05,0.02450716389620576
0.011036252251880551,0.0017017989139404821,-0.00028316732092766104,0.002066795637707427,0.0008504015084108604,0.001654731244023334,0.002394231416657827,0.007487586222644031,-0.0003389043926549742,-0.00198003778255743,0.0009634110656923119,0.0062247192723850035,-0.0004752268665718532,0.0010763842595326912,-0.0010006603762125958,0.00038482109812916135,0.0005371416049574297,0.00021420575507069686,-0.0014567309742351425,0.0002439615786090064,0.00022838669484699325,-0.0009468504921049467,-0.0033362626776079576
-0.014400350885915824,-0.0011019368051424438,-0.003040335984805155,-4.456668339203269e-05,-0.002702494453620312,-0.0027537232194192363,-0.0009111674722355133,-0.007311182732681892,0.002728034398384425,-0.003607187335261885,0.0005241767801076882,0.0020792172789156718,-0.0025187201937278358,-0.004541030614209368,-0.003004767748588382,0.0011738014215621634,-9.922648703212913e-05,2.1062838687753712e-05,-0.00320986360885967,-0.002972830327254121,-0.0046376454440012725,-0.00047804584586521356,-0.017382581665037828
-0.01442441519265294,0.004714371863190385,0.014953361473263631,0.03985906508581021,0.011407414855527336,0.010606519152497345,0.0017121994264260587,0.01645054616039332,0.012575745041728741,0.004434835812016182,0.00029009598378960613,0.02907232211213388,0.004830772409675999,0.007467411896290495,0.0008037170986537396,0.000403991669984264,0.0005572795362871934,0.0011284847298194554,-0.0052693423671727226,0.010837535422067696,0.011386564101313772,0.003303496259678691,0.0277118073237207
0.011620129035620852,-0.0038911529371118384,-0.009727734584985012,-0.02459514546094371,-0.0057855945022223885,-0.00586702898223114,-0.00045320560249568635,-0.021381554270177017,-0.009770921243346784,-0.006577788612962971,0.0002342984652599836,-0.01994470747274636,-0.004254350604254245,-0.0024418802676200034,-0.006022947078439061,-0.00027621858533004003,0.00015891005500180368,-0.0002160416329611819,0.004119934472550624,-0.005186237249719442,-0.005050912045098856,1.6115715244938587e-05,-0.004548668744488968
-0.01940597279897674,-0.002210530183463571,0.011258166893709405,0.01903362962138909,0.007428483626033416,0.00512067699522652,0.00031756174596089836,0.004815412711654189,0.00941474117285275,0.005623609977324235,0.00020079379741665845,0.01927378889613679,0.004414993804908407,-0.0001597829829292081,0.0004039790104615536,0.0001374176878044058,0.0007173754941583089,0.0008552807510029786,-0.01201631118723433,0.008884788623751371,0.008668869500242246,-0.0024681318835338304,0.022665152294270758
-0.001855951284657416,-0.0014055780263795706,0.008487928450136056,0.016941772240925242,0.008175756559929892,0.004319806959811378,0.0008669713971650973,0.0032545913666515,0.007809130909672131,0.003247046002154428,-0.002177084688172789,0.008437207216266923,0.0016086403789444678,0.001180673715848445,-0.0014132849063855865,0.0005725849143237903,0.0003986843353425495,0.0011179596088653862,-0.006229671497375186,0.0058963517207710715,0.007450023380067992,-0.0002249379605106145,-0.005302077212978058
