ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,XLP
-0.01082349780695415,-0.0182041718463006,-0.010097097631872448,-0.013172399146602409,-0.01213215328967109,-0.005198487071570174,-0.01826503269184855,-0.009089004705012624,-0.0203659821387505,0.0008939695557711471,-0.001668568842624267,-0.019815902114147348,-0.011400052314905255,-0.007783205291336625
-0.058225893682829925,-0.04298388501093008,-0.014515265104682129,-0.02641321351154728,-0.018795266050358632,-0.013539108075403093,-0.017054126952853653,-0.01500949869881509,-0.013548376999752356,-0.015297004795055306,0.04122580080736885,-0.04225899357730345,-0.015158663562558876,-0.014023968028952614
0.004564212335559368,-0.014971116831457056,-0.017515944459650424,-0.0026253164932385463,-0.015672593889893553,-0.023838075847336437,-0.010646635269928224,-0.007618972679137653,-0.009945440243259806,-0.005102658038411496,0.0329052198835929,-0.040174383755978135,-0.01586386997790904,-0.017357696532867933
0.00578294579263476,0.008046124522903058,0.004456939325124789,0.003217257821887405,0.007739654036126956,0.015293454014497916,0.006775687207581209,-0.015141714245456737,0.0002390330949799812,-0.005926487281473679,-0.015281073623335088,0.017026086590647072,0.0034541789764529303,0.004170769554508479
0.03367549529216772,0.028825147793176863,0.021782879516587732,0.027988204309688725,0.018981979119110776,0.01652075081632049,0.035233547210377955,0.029883098435142995,0.031563725344754094,0.02407693494244086,-0.029984211480451613,0.0276227066801366,0.02294901470715048,0.02223286609396859
0.0027811275990158204,-0.0021550208222193205,-0.0035530608602163103,0.021837884316856845,0.0008612610702825253,0.0007170000138289156,0.011089633970039387,-0.002313006947444653,0.012054026091575677,0.008508936471069633,-0.01979372435514426,0.020499435435398825,-0.004393474075010258,-0.005736235370626171
0.0134706510528374,0.006479121594873717,0.014263102462291684,0.008049014820789728,0.014524094889960497,0.013971832221870026,0.011724777719516737,0.01981029791809448,0.021529983503017203,0.014209310363959627,-0.00968205692320289,0.02381306751606311,0.016618253789887873,0.01802890673140584
0.008991385512117199,0.0,0.007812445327596499,0.012940492891860993,0.010286276468000628,0.0068307130916490395,0.0119626242742169,0.01983867246447852,0.004932672814234476,0.012040397086757429,-0.03407813650006049,0.014292929362432991,0.0082193745503848,0.007320294522203515
-0.02092206975901465,-0.016308829802360262,-0.0011627781722994106,-0.007610984376763169,-0.012176069698771788,-0.017077893056743856,0.0014776170427250926,0.003444919370666937,-0.01026316495083847,-0.0017302297523758732,0.0208211844156716,-0.017678888502549023,-0.0021985289247188526,-0.0018755934030288387
0.01345482421745143,0.02225130685518357,-0.0015520568965128126,0.00027419501600962974,0.005100527554226931,0.0022610517571928623,0.007746259713250439,0.012520175562669794,0.00495928835363319,0.00010804526547687171,-0.002832676543722111,0.019692498368511616,0.004222978043628546,-0.0018786596872862136
0.033970794303927805,0.032437201900043684,0.0108745471058762,-0.0005477648354386182,-0.0011628113845997808,0.02018510976682737,-0.006588547283019872,-0.008974952262841632,-0.011454941871714131,0.005303482576667643,0.0,-0.003453175220659093,0.005393501043289639,0.011000577174276159
0.0067977637565518854,0.02622419078189024,0.004640307203286962,0.004356309392459021,0.009069727242358971,0.0015131127705816886,0.0007368245118443753,0.007848828577702461,-0.008861524697479377,0.003569478088481935,-0.028409239010722277,0.0419839788561694,0.003000670790279902,0.004678447196861887
0.016128994333923532,0.008467627237924184,-0.004618874208028371,-0.025437877106280246,-0.013376930933607251,0.004997062121492093,-0.020618325619725503,-0.014576875971070963,-0.031407607576859974,-0.01142490475882986,0.03654974156626306,-0.03160244289850643,-0.0038073528511917577,-0.0046566612530757
0.006275422145146225,-0.00039973250424759857,0.020495113277061716,0.024417599063868672,0.02455421235081677,0.019773483354473674,0.018420931858993017,0.012968878994235787,0.026035380268921157,0.018207714456598984,-0.04795489420960395,0.02687486659899184,0.020929949606711042,0.02058511959089886
-0.028246640969772894,-0.018399878668160542,0.004167974738267368,-0.0057534471491428926,-0.0020842753586466146,-0.0002268967572016272,-0.0014765653447053632,-0.010402120906711276,-0.0113033700709774,-0.0012849928175887645,0.0044445130893155105,-0.006729764803663972,0.002585008104665089,0.0036668322167467
0.004530092035870997,0.008557249166553602,0.009434260616397712,0.016258045790706326,0.011277249319885064,0.008392923208121737,-0.007024086375959734,0.005053447735093609,0.010266117304121304,0.010507130612589859,-0.02359888550953916,0.025094129699626558,0.009423591962209843,0.009363055011380244
0.007515947699202607,0.010505025315191804,0.0067288993605996075,0.016811138710455153,0.0033041177807476927,0.00933520234551954,-0.013030530511194198,-0.02775522802128228,-0.015704428758172018,0.004986815969853153,-0.0009064619760704748,-0.001591277550310149,0.0066938258964679654,0.007013652788757936
0.026109754079725832,0.007597197678877984,-0.005941402313913129,0.014666580458228618,-0.003293236539341845,0.008691869413481641,0.006412749941936354,-0.007240371497611838,0.011966164255372084,0.004645179101896157,-0.003326109835681809,-0.011891704031289172,-0.0048994326076157654,-0.005167674425172888
-0.00036355807486104753,0.00992053737549362,0.0018677614965259875,0.002628358768954864,0.006608235561495385,-0.0037560687296410134,0.007121456863882949,0.01875385141464911,0.009506240520975014,-0.0009458274921571203,-0.0091019594930346,0.027667534027427783,0.0006156640133933338,0.0
-0.015636403313050298,0.00039286548891071313,0.01826990471999753,0.029357739624113637,0.014770662619232478,0.006764219973321459,0.029772976877427918,0.016976721377936245,0.02181910020218489,0.020406050485337026,-0.033680337161172226,0.028130132819570268,0.01880304042830617,0.01716369827918731
0.01662364189454321,-0.0066771006107925355,0.0032956284540247107,0.012732222054524345,0.007480045704744633,0.0016522734884954436,0.006505169255717973,0.009653996092254409,0.01798139667027552,0.0054634989243750156,-0.014892325594701819,0.014325777751826347,0.004571008736551654,0.004218557205219136
