BBH,BIB,BIS,CURE,FBT,FHLC,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,VHT,XBI,XHE,XHS,XLV,XPH
-0.0013820015508295368,-0.025256645056726087,0.02029615679405136,0.000916283136725318,0.004055725640511843,-0.001456121986723075,-0.0008058219340416128,-0.011394762735265131,-0.02098653137481692,0.016013609762864752,0.012848821657641956,-0.0032864071779501423,-0.0005756133424489825,-0.023415821603679717,-0.01772690044494522,-0.015169276933349213,-0.013688158567222377,-0.02939885785876015,-0.004347871253610085,0.0004563561149845582,0.006494050402032794,-0.0019056070077681899,-0.029464523644723357,-0.0053686761524124535,-0.003960717429467425,0.0012121543727921784,-0.01782529467261363
0.008534123414091191,0.016073216463162246,-0.0198924171760339,0.0166078774394146,-0.0010771222178101094,0.00583302103583719,0.008266129365569808,0.008213895173001733,0.00941290056546568,0.006739772959918087,0.00340325976524987,0.0108812338879294,0.004938239101114707,-0.00495165969892929,0.009731116816839741,0.006770492687831641,0.015420088597780638,0.006329068429969922,-0.009606909401069407,0.0009124819765621092,0.010323633305177304,0.0067779359555615775,0.004428667319180736,0.006207288956109354,0.011069451417186871,0.0057072065680997,0.007959982988757476
0.013607825798465752,0.056593507252324926,-0.05375761114170413,0.04463588118304677,0.018600811658477386,0.016310231268928287,0.01979608157552809,0.027770526801380438,0.01935596769219581,0.028736023848596408,-0.0023641641096108588,0.006850297157431521,0.014659897121822456,0.012310201307364887,0.029262397704325014,0.010591795194009377,0.023728198375614462,0.026954200359389044,-0.02689601603662513,0.04011880964476078,0.013113013941288843,0.015930086649102584,0.03239023539454907,0.008449756572143127,0.02784838762078743,0.014789596033739147,0.02821939350010815
0.022337630510033697,0.04246246554143199,-0.04753620470686493,0.03817254757338398,0.015482439115265144,0.013908674819852616,0.013333333333333329,0.021096182898049987,0.008763899439723903,0.008410280182792801,0.013496958128977709,0.008315338617324254,0.011542708146284395,0.019146098359205808,0.010725211741971998,0.0013309067014088975,0.005377413215619404,0.012467191328363995,-0.01812414593775737,0.02103875962791849,0.01319542230710962,0.01269381928654375,0.0274132162679149,0.012235447891412215,0.011065213651998959,0.01321809305276251,0.014029717506770012
0.031229191768126625,0.0529900731950017,-0.051734624500094785,0.01814730539691266,0.028538006166934776,0.009496980251097414,0.019543324303405583,0.027129979356949212,0.0025908807785185077,0.021246978854025503,0.014435299079329725,0.0032128435553072424,0.008857405752287729,0.025387014875549868,0.0028633109894217585,-0.0003322203606466305,0.02637392710517561,0.030676128090816133,-0.02168890487318246,0.020605250711133796,0.010286048841708209,0.010691379090946994,0.04134541972949757,0.015898281541950245,0.02792279971016189,0.0061882237967313975,0.005857309010068637
-0.009630727205406659,0.01281594295986158,-0.010911314637577102,-0.023648553073960226,0.017483682424283713,-0.005923249431691292,-0.012526096271134941,0.006094989760138071,0.0013686642518546787,-0.007485767666357146,-0.012326061293125384,-0.003843224732984049,-0.006802333473233,0.08071315525941594,-0.004030913373928568,-0.0004986518142693403,-0.013297376180008444,-0.004820771427809221,0.006603659479322714,-0.013985573339383918,-0.011741398247848896,-0.006748217162277945,0.07585105362610751,-0.01176919828848655,-0.016417974131478143,-0.008809686889322264,0.0012049295345005731
0.023986910285315226,0.06245641978175071,-0.06424416026108558,0.061806409006053976,0.015066652000333287,0.01997902349333766,0.02709975066499624,0.03251340315030818,0.031273295524672624,0.011852358864733094,0.04007713686358399,0.020255079853821283,0.02325407636742441,0.012141998685204282,0.03069152072748049,0.027935043505711018,0.028410127426384917,0.03285596040438079,-0.03983131950618165,0.04681702382039095,0.018776932347889987,0.023595351460321552,0.035083074688779234,0.02879183240662926,0.01608493023410474,0.01760861278985281,0.034696948967692966
0.006647722999867607,0.011800721669611887,-0.011095503488377028,0.021126142153046028,0.005888066846685808,0.007294204853108732,-0.0016841504806166046,0.0042639528150110895,-0.0030916383998801675,-0.003872270629033718,-0.00019515824877648868,-0.008718498337504389,0.0003112061256800745,-0.0037751691505860155,0.00159301182351778,0.006470051341250536,-0.0054002693182675105,0.0,-0.005368423282972356,0.003056125197419497,0.01130957546113424,0.0037671314764516407,0.004361033081624383,0.007752184518814248,-0.002787287017400468,0.010209654548002238,0.006159018152723529
0.03815509051859305,0.0726782305114088,-0.06872378351073677,0.059315489465465214,0.032073269821287866,0.020876296129832703,0.020993496569578204,0.03778215076891852,0.025980178277474456,0.019905474091552737,0.015223503836932994,0.029331997884140683,0.026029554117917058,0.0251256901801384,0.03078432049984165,0.006589671986852607,0.034556581817570715,0.01977971003711861,-0.040235622062848565,0.044694470924226334,0.01873563435894352,0.02001608013564133,0.022284275114845143,0.015048488662581346,0.0208978677363425,0.020468494649059397,0.027622117666001304
-0.020900648392709453,-0.06614315783462879,0.06551208449511492,-0.035528761073183916,-0.020560127632688642,-0.01676181536367755,-0.022214117455220908,-0.03480937104764818,-0.03053978881408109,-0.01992565841149319,-0.0117478919197035,-0.014563583060405585,-0.01491303815674306,-0.03275402708493348,-0.026370045349692974,-0.00966069664683778,-0.03099178019947638,-0.0373925029951011,0.0250511652945199,-0.026190333421312228,-0.011890793694554059,-0.01515545861157859,-0.06252763545684692,-0.024168547427804686,-0.022232985390157767,-0.011232331964421707,-0.04050750545023679
-0.02444054607380628,-0.052177704782714364,0.044522990370407634,-0.01163293231629762,-0.02605862574247119,-0.004432227844272503,0.004881750089438607,-0.024808976049067767,-0.008584511592877363,0.024611003790854732,-0.009548885232880942,-0.0010555837395768784,-0.003939093944344177,-0.02557031927240528,-0.021863343120578225,0.0038851362364806952,-0.015102992364521622,-0.02056495680442375,0.009476403723526693,-0.012297438213174227,-0.00016042493719891176,-0.004269763196145336,-0.05432415737711247,-0.02642639038666279,0.013823456424753114,-0.003408026218901759,-0.022431153236802875
