Name,Riskiness R
CARZ,[1.13676451e+12]
CROP,[3.15611088e+12]
DPK,[4.67244869e+12]
DZK,[2.44701137]
EDOM,[1.40293693e+12]
EFO,[3.57902608e+11]
EFU,[3.87906202e+12]
FDTS,[5.34689414e+11]
FLM,[9.23379291e+11]
FPXI,[2.67796304e+10]
FTAG,[1.22034751e+12]
FTRI,[2.86932355e+11]
GDXS,[8.13268793]
GSD,[2.54404446]
HGI,[1.30804758e+12]
HGSD,[0.26937154]
HSCZ,[8.48106035e+11]
IDMO,[2.09933763e+12]
IPO,[0.77390252]
ISZE,[5.70624587e+11]
PAGG,[1.80741091e+12]
PEX,[1.97979594e+11]
ROGS,[1.12803072]
SCID,[7.97104234e+11]
SMCP,[1.88940303e+12]
SOIL,[1.16484713e+12]
TLDH,[4.99476152e+11]
YLCO,[1.86995865]
