ADRE,BBRC,BICK,BKF,DBEM,DEM,DGRE,DGS,DVYE,EDC,EDIV,EDOG,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMFM,EMIF,EUM,EWEM,EWX,FEM,FEMS,FNDE,HILO,IEMG,PIE,PXH,PXR,QEMM,SCHE,SPEM,TLTE
0.019366366539892783,-0.006294933325334918,0.022886283275961983,0.02255650863192012,0.014014514854350504,-0.005650921005670189,0.0173671069022978,-0.0044223749589511795,-0.012414142930300628,0.03162200050824883,0.015113249546667231,0.0028174139355294442,-0.0606148221586861,0.011740469057361529,0.01129538188089714,0.014196082371541796,0.028338136407300662,-0.030272031332617938,0.0262625847203797,-0.038523265014122975,-0.017884882854236346,0.015076853158144141,-0.01726160776442631,0.007734056279734595,-0.015214533118238753,0.012324975737655891,-0.030349907628211006,-0.004224357996595914,-0.002255653548304971,0.0077937364703552,0.006676748468460975,0.013222933369689324,0.015012380110678462,-0.006516274236132858,0.02086625996107034,0.01864947928110956,0.01146778838806496
-0.018392759557207813,-0.031674427301937244,-0.0039480669851386955,-0.013130557362386379,0.008025069491807918,-0.037676217119604866,-0.011941263091607052,-0.011218542496319402,-0.002469135857893048,-0.05337175535673293,-0.008493114550283322,0.021714449804392383,0.030275274943221363,-0.03365241683772675,-0.019852902268173697,-0.015421149253518644,0.037832741709481435,-0.0052378839738854354,-0.032020867950245495,0.022815849144481908,-0.011480647013813194,-0.010282789312653674,0.011976050805413313,-0.00849705330268323,-0.01269856427540323,-0.013058073996630618,-0.004886236374848357,-0.02699573472945099,-0.0190720020944064,-0.01288927637361094,-0.010649853884765073,-0.011863235239260812,0.0076608134350956035,0.008240867948887858,-0.008870045963904248,-0.015650440105683852,-0.013038642822206412
-0.0882958793446568,-0.07616827034756576,-0.06698361326572325,-0.06785506599184224,-0.05174700478744945,-0.07786528701082064,-0.04756347395279616,-0.03982215902039391,-0.058955874413948575,-0.1260951430561726,-0.057474399261631365,-0.09843391225253342,0.11338679619489705,-0.14229968124271153,-0.04088511242605579,-0.05325282383046439,-0.053105222912026136,-0.05223257582023679,-0.08405651011977823,0.07616974807029928,-0.06487782595881864,-0.0646464514586146,0.03865870125994369,-0.04373523720146577,-0.04951752472595651,-0.07981227636774757,-0.0626805910391943,-0.07173982319576921,-0.06286457058480734,-0.055243077284882175,-0.054897450096266176,-0.06803404643150744,-0.02362229154718276,-0.07339452754971597,-0.07003904431896403,-0.05744705832667925,-0.07160629910723959
0.003835931255919832,-0.023439800470585803,0.011884590212363214,0.023374882798098875,0.01686616562767256,-0.015891793168880283,0.004321768062635577,0.013082338870461513,0.002391152558584394,-0.02877074713729385,-0.0077501322904079736,0.02306495627792072,-0.007464728284138729,0.03603617955441446,0.006857576581707494,0.0074133168000026515,-0.03707228911253372,0.033918242361370865,-0.015985714398139922,-0.002022295206829262,-0.020028997814307847,0.026775817612454483,0.00037990002368127815,-0.010810128323927068,0.010711568141897674,-0.003965410107705047,0.006023809741679926,-0.0032628678619275628,-0.023766935959424588,0.014051252414072513,0.01935477035364236,-0.00923139277521102,-0.010197320486830648,0.01458149441190817,0.029065535334431805,0.01767353457721323,0.029064483474161563
0.040034107434118726,0.0461943700153997,0.02027013001871596,0.05705349274854672,0.04028095958659746,0.06194260969184806,0.02920239798786042,0.02806534031556604,0.03196565038004048,0.12477550149019755,0.027951279999435686,0.03943079418228708,-0.12919682568537294,0.05703281938083475,0.03182702855316865,0.044079922094717616,0.022704787759131102,0.03665499354548395,0.0905534840328034,-0.08713271794729636,0.03644444510091655,0.020483237927672742,-0.04365985480582053,0.03535676031473911,0.03371306999518714,0.05044366070509506,0.0266997024775948,0.0573163901142876,0.057939826492117215,0.04210988053102019,0.03703716832513244,0.05065349416847671,0.038135606414048014,0.025372604233985012,0.042259449200072186,0.04265101346629992,0.03926369635871424
-0.04995905406958956,-0.0010033622443365766,-0.03683755802892538,-0.019870976818178027,-0.0022512957706807687,-0.03540628607793268,-0.04526315908786538,-0.01029322079937137,-0.04808132446053272,-0.05466878407039008,-0.03731584003495494,-0.05475186729439841,0.022825310481579538,-0.05196953090883519,-0.02208668360868111,-0.014972989209848115,-0.005308784039999103,0.0008469537509252403,-0.040275801079702085,0.01775803591027823,-0.03945110286344074,-0.015878012839484954,0.010718493389087973,-0.02659406266897529,-0.013882936615872338,-0.013339288741185956,-0.00876920092045965,-0.03203277713348065,-0.040568046937395866,-0.013673440101763235,0.0,-0.04095386438612398,-0.015238159634335053,-0.018342290736420075,-0.022079512446691145,-0.0234185170107194,-0.013970708754107677
0.08073035127229271,0.013561017103538952,0.0945188393725142,0.11369854960049865,0.0424188907625801,0.1155294117647058,0.04432891988417415,0.05674888367633271,0.106119451189898,0.2131700783062044,0.09250113959641858,0.06810676751383703,-0.1948129676628106,0.10893861796848303,0.04439246643979339,0.06852749594842186,0.113537112395094,0.08102379973726744,0.1475997437764364,-0.1324972126225914,0.0406249338536548,0.1105024283133269,-0.06834246124434873,0.059469817701750416,0.059888343268453416,0.14150513676255672,0.12050015908927772,0.10564272798481364,0.07645775205267473,0.07262565222050824,0.029761678193750783,0.1227029177151884,0.11108043680721284,0.08549271990128686,0.07348109087077698,0.07147308288488327,0.07762921657230877
-0.04575664422482849,-0.038156749761722335,-0.041257733191180514,-0.04354239946973678,-0.023376669712982318,-0.04998943260915404,-0.03666792838571861,-0.02631576569102622,-0.049615763987173656,-0.12769653761463298,-0.0570718448344105,-0.055274409339718576,0.12396996644931342,-0.045654984138355136,-0.02945560807381735,-0.041045015273274026,-0.020479345512882545,-0.0027396642436058353,-0.08603620721884228,0.08359514455329425,-0.034748986123549916,-0.03810306169968961,0.04215849754084739,-0.036667702552776425,0.004849207266796005,-0.04105800217064706,-0.011979137074593641,-0.060629371270644924,-0.035596585276258606,-0.03645832647022644,-0.024172123450415268,-0.05392408492927208,-0.0077095564593804514,-0.039136146828965684,-0.034799171077289213,-0.0293561005960851,-0.02611116479752124
-0.01895758589551573,-0.016486227396289885,-0.024180208648669457,-0.03755155140259779,-0.05452120372403587,-0.03574602496123399,-0.01075716888907205,-0.046583317824174124,-0.043428065524877366,-0.09134421884327333,-0.04298238367509626,-0.030902253274798924,0.07730762262653157,-0.021115077575530987,-0.04110648059731148,-0.03647861424824556,-0.15480427046263348,-0.051805444563056066,-0.05672794468672818,0.05220417815095748,-0.020000014770623298,-0.054146629390370654,0.025889971477396183,-0.03958575594648821,-0.05497271236393336,-0.0547550483778486,-0.07109402819366563,-0.020424705423275145,-0.01572109893440134,-0.038238111142731984,-0.02477129200450972,-0.020356304537996757,-0.09749384636486406,-0.047828259179592936,-0.026148956943905115,-0.03518500688705139,-0.03536797960376868
-0.07132705856638544,-0.0440022362413538,-0.09359634991624433,-0.07791240025149701,-0.03270465206055198,-0.07920787474096237,-0.06524458805964357,-0.06502413464621183,-0.10722045399661903,-0.19183492582002626,-0.0607168966242106,-0.013404494770540013,0.17785332843894455,-0.07178974838007457,-0.03639693549101791,-0.05612156930488402,-0.04105268421052643,-0.06782846449740135,-0.1356769172743502,0.12017642073350901,-0.04943305674587177,-0.03932637673313072,0.06072548480499933,-0.024120427596783085,-0.06818332493848196,-0.07098443488450919,-0.0832096004029427,-0.09549620504860136,-0.04620787686003306,-0.05703585386357787,-0.03846435343076444,-0.08981924080371624,-0.08511042970674706,-0.035498757543485984,-0.06590734271858588,-0.05925080686747649,-0.06780991444613013
