Name,Riskiness R
AIRR,12.614467699105276
CGW,0.0001999105412321406
CHII,686972194817.5928
EXI,0.00017349482242802678
FIDU,25105692569.59257
FIW,262637987454.86523
FXR,577773743744.5671
IEV,2015477810196.2107
ITA,0.00019684648714036999
IYJ,7.445406455592795
IYT,9.067057550325293
PHO,1697658416815.1646
PIO,3485132936301.813
PPA,0.00019368460445426893
PSCI,1.807651630287066
RGI,0.00016697458235805551
SEA,13646051448126.414
SIJ,3566353420915.708
UXI,0.4389829209825033
VIS,3.407421313113409
XAR,0.0001890973190931119
XLI,0.0001753703206143713
XTN,0.8825884094934752
_PRN,928334269427.0234
