,Date,ARKG,BBC,BBH,BBP,BIB,BIS,CNCR,CURE,FBT,FHLC,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,JHMH,LABD,LABU,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,SBIO,UBIO,VHT,XBI,XHE,XHS,XLV,XPH,ZBIO
0,2005-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2005-04-01,,,20.053324,,,,,,,,,20.652372,,,,19.385185,49.312832,,,,,,23.682861,,,,,,,,41.572689000000004,,,,24.297531,,
2,2005-05-01,,,21.898417000000002,,,,,,,,,21.703382,,,,19.385185,50.047615,,,,,,23.537592,,,,,,,,42.275261,,,,24.604195,,
3,2005-06-01,,,21.707676,,,,,,,,,22.093845,,,,19.162589999999998,49.884327,,,,14.485862,13.01561,23.280023999999997,,,,,,,,42.299484,,,,24.399757,,
4,2005-07-01,,,24.881441,,,,,,,,,24.729485999999998,,,,19.749792000000003,51.419281,,,,16.162151,13.647098000000002,23.163335999999997,,,,,,,,43.510803,,,,25.026218,,
5,2005-08-01,,,25.431595,,,,,,,,,24.814087,,,,19.711409,51.263863,,,,16.414082,14.155789000000002,22.803236,,,,,,,,43.40583,,,,24.939455,,
6,2005-09-01,,,24.746498000000003,,,,,,,,,25.054873,,,,19.903299,50.863037,,,,16.336567000000002,14.129478,22.471382000000002,,,,,,,,43.171627,,,,24.726501000000003,,
7,2005-10-01,,,25.082556,,,,,,,,,24.156801,,,,19.57708,49.473907000000004,,,,15.793951000000002,13.694737,21.505781,,,,,,,,41.952236,,,,24.04179,,
8,2005-11-01,,,26.534494,,,,,,,,,24.96051,,,,19.638493,50.342438,,,,16.685385,14.098557999999999,21.175341,,,,,,,,42.800159,,,,24.334497,,
9,2005-12-01,,,26.050514,,,,,,,,,25.132963,,,,20.033785,51.653427,,,,16.762907000000002,14.47604,22.417887,,,,,,,,43.623863,,,,25.093964,,
10,2006-01-01,,,25.236959,,,,,,,,,26.132238,,,,20.729329999999997,52.431461,,,,17.731857,14.832816000000001,22.994352,,,,,,,,44.754864000000005,,,,25.501904999999997,,
11,2006-02-01,,,25.606764000000002,,,,,,,,,27.368727000000003,,,,20.578609,52.997890000000005,,,,18.196957,15.02614,23.074579,,,,,,,,45.234695,16.899151,,,25.795582,,
12,2006-03-01,,,25.126673,,,,,,,,,26.805794,,,,20.872314000000003,52.332958000000005,,,,17.46055,15.105228,23.2945,,,,,,,,44.901245,15.983452999999999,,,25.382851000000002,,
13,2006-04-01,,,22.649689000000002,,,,,,,,,25.266691,,,,20.632713,50.831047,,,,16.733837,14.544097,23.159185,,,,,,,,43.429210999999995,15.194927999999999,,,24.677702,,
14,2006-05-01,,,24.057479999999998,,,,,,,,,23.818701,40.442848,45.351521000000005,45.227936,20.296497,49.720848,,,,15.755192000000001,14.122019,22.595278,,,,,,,,42.363811,14.285585000000001,,,24.160089000000003,,
15,2006-06-01,,,23.911151999999998,,,,,,20.544695,,,23.656004,40.61858,46.229347,43.646355,20.536097,49.712631,,,,15.726122,14.086846,23.124907999999998,,,,,,,,42.57526,14.584462,,,24.080462,11.6063,
16,2006-07-01,,,24.137417000000003,,,,,,20.031570000000002,,,23.262283,41.861484999999995,46.561996,44.628658,21.436537,52.071331,,,,15.357921,14.504245999999998,24.658396,,,,,,,,44.283161,14.301483,,,25.487261,11.75473,
