,Date,CHIM,COPX,CROP,CUT,DUST,FLM,FMAT,FTAG,FTRI,FXZ,GDX,GDXJ,GDXS,GDXX,GNR,GOEX,GRES,GUNR,HAP,HOML,IGE,ITB,IYM,JDST,JNUG,LIT,MOO,MXI,NAIL,NUGT,PAGG,PICK,PKB,PSAU,PSCM,PYZ,REMX,RING,RTM,SBM,SGDJ,SGDM,SIL,SILJ,SLVP,SLX,SMN,SOIL,URA,UYM,VAW,VEGI,WOOD,XHB,XLB,XME
0,2005-03-07,,,,,,,,,,,,,,,,,,,,,19.974247000000002,,41.353146,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.217834,,,,22.765781,
1,2005-03-14,,,,,,,,,,,,,,,,,,,,,20.290531,,40.771049,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.640511,,,,22.3454,
2,2005-03-21,,,,,,,,,,,,,,,,,,,,,19.447556,,39.816387,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.774547999999996,,,,22.000387,
3,2005-03-28,,,,,,,,,,,,,,,,,,,,,20.056004,,39.708797,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.250408,,,,21.869474,
4,2005-04-04,,,,,,,,,,,,,,,,,,,,,19.734272,,39.475445,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.007332,,,,21.811295,
5,2005-04-11,,,,,,,,,,,,,,,,,,,,,18.294629999999998,,36.052952000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.201645,,,,20.014898000000002,
6,2005-04-18,,,,,,,,,,,,,,,,,,,,,19.14686,,36.869675,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.090405,,,,20.422176,
7,2005-04-25,,,,,,,,,,,,,,,,,,,,,18.523149,,36.597431,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.839729,,,,20.371265,
8,2005-05-02,,,,,,,,,,,,,,,,,,,,,18.97345,,37.787548,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.032333,,,,20.916731,
9,2005-05-09,,,,,,,,,,,,,,,,,,,,,17.849695,,35.492901,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.335685999999995,,,,19.643984,
10,2005-05-16,,,,,,,,,,,,,,,,,,,,,18.261032,,36.480762,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.634632,,,,20.283993,
11,2005-05-23,,,,,,,,,,,,,,,,,,,,,19.193903,,36.799679,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.968868,,,,20.385811,
12,2005-05-30,,,,,,,,,,,,,,,,,,,,,19.478882000000002,,36.970797999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.158772,,,,20.436728,
13,2005-06-06,,,,,,,,,,,,,,,,,,,,,19.894236,,37.087478999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.999249,,,,20.458544,
14,2005-06-13,,,,,,,,,,,,,,,,,,,,,20.888942999999998,,38.363144,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.495697,,,,20.945829,
15,2005-06-20,,,,,,,,,,,,,,,,,,,,,20.512567999999998,,36.169624,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.201645,,,,19.981379,
16,2005-06-27,,,,,,,,,,,,,,,,,,,,,20.831375,,36.256622,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.21685,,,,19.820585,
17,2005-07-04,,,,,,,,,,,,,,,,,,,,,21.319323999999998,,37.115798999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.189152,,,,20.237169,
18,2005-07-11,,,,,,,,,,,,,,,,,,,,,20.869116,,37.42041,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.637325,,,,20.390652,
19,2005-07-18,,,,,,,,,,,,,,,,,,,,,21.737207,,38.841923,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.966663,,,,21.026487,
20,2005-07-25,,,,,,,,,,,,,,,,,,,,,21.793817999999998,,38.631054,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.905891,,,,20.931467,
21,2005-08-01,,,,,,,,,,,,,,,,,,,,,22.314127,,38.615406,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.837524,,,,20.894939,
22,2005-08-08,,,,,,,,,,,,,,,,,,,,,23.13908,,39.263683,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36166,,,,21.114187,
23,2005-08-15,,,,,,,,,,,,,,,,,,,,,22.160456,,38.02182,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.009541,,,,20.536819,
24,2005-08-22,,,,,,,,,,,,,,,,,,,,,22.093058,,36.943958,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.839729,,,,19.930214000000003,
25,2005-08-29,,,,,,,,,,,,,,,,,,,,,23.435631,,37.404789,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.394249,,,,20.098307000000002,
26,2005-09-05,,,,,,,,,,,,,,,,,,,,,24.077265,,38.287372999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.199448,,,,20.463734,
27,2005-09-12,,,,,,,,,,,,,,,,,,,,,24.015249,,38.240517,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.093105,,,,20.339487,
28,2005-09-19,,,,,,,,,,,,,,,,,,,,,23.99369,,37.045513,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.778960999999995,,,,19.900202,
29,2005-09-26,,,,,,,,,,,,,,,,,,,,,24.627229999999997,,37.888134,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.614540000000005,,,,20.208841,
30,2005-10-03,,,,,,,,,,,,,,,,,,,,,22.841221,,36.507233,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.019348,,,,19.540110000000002,
31,2005-10-10,,,,,,,,,,,,,,,,,,,,,22.422485,,36.130623,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.555977,,,,19.341701999999998,
32,2005-10-17,,,,,,,,,,,,,,,,,,,,,21.476961,,36.271858,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.745876,,,,19.488667,
33,2005-10-24,,,,,,,,,,,,,,,,,,,,,22.398176,,37.550739,,,,,,,,,,13.895871,,,,,,,,,,,,,,,,,,42.090405,,,,20.194141000000002,
34,2005-10-31,,,,,,,,,,,,,,,,,,,,,22.989811,,38.107796,,,,,,,,,,14.411901,,,,,,,,,,,,,,,,,,42.622124,,,,20.466038,
