,Date,AUSE,DBJP,DBKO,DEEF,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWH,EWJ,EWS,EWT,EWV,EWY,EZJ,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GSIE,GWX,HAUD,HEWJ,HEWY,HFXI,HFXJ,HJPX,IDHQ,IDLB,IDOG,IPAC,ISCF,ISZE,IVAL,IVLU,JHDG,JPIN,JPMV,JPN,JPNL,JPXN,KORU,PAF,PDN,PXF,SCIJ,SCIX,SCJ,VPL,ZJPN
0,2005-03-07,,,,,,,,,,,,,,,,,17.710258,9.298903,7.767208,37.150249,9.083011,16.861366,,28.604645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.364769,,39.220406,,,,,,,,35.148182,
1,2005-03-14,,,,,,,,,,,,,,,,,17.864584,9.423580000000001,7.767208,36.746807000000004,9.11939,16.310341,,27.599501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.811073,,38.576775,,,,,,,,34.941821999999995,
2,2005-03-21,,,,,,,,,,,,,,,,,17.012003,8.794997,7.602228,36.007168,8.901111,15.883294,,26.686498999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.464973,,37.801109000000004,,,,,,,,34.08202,
3,2005-03-28,,,,,,,,,,,,,,,,,16.942373,8.872919,7.549435000000001,35.166664000000004,8.694951,16.062382,,26.971289000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.16902900000001,,37.091469000000004,,,,,,,,33.511124,
4,2005-04-04,,,,,,,,,,,,,,,,,17.177626,8.92487,7.694617,35.57011,8.973868,15.869523000000001,,27.641384000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.849251,,37.545307,,,,,,,,33.703728000000005,
5,2005-04-11,,,,,,,,,,,,,,,,,16.601715,8.483300999999999,7.628622999999999,33.85548,8.731334,15.401152,,25.832132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.69403100000001,,36.002235,,,,,,,,32.596302,
6,2005-04-18,,,,,,,,,,,,,,,,,16.929192999999998,8.794997,7.714413,34.057204999999996,8.731334,15.346046,,26.091793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.36223600000001,,36.138378,,,,,,,,32.644463,
7,2005-04-25,,,,,,,,,,,,,,,,,17.085407,8.748242,7.951982000000001,34.460632000000004,8.828347,15.662889000000002,,25.832132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.266769,,36.212654,,,,,,,,33.002132,
8,2005-05-02,,,,,,,,,,,,,,,,,16.912254,8.659928,8.017974,35.200283,9.058755999999999,16.420548999999998,,26.552481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.11882,,37.231735,,,,,,,,33.511124,
9,2005-05-09,,,,,,,,,,,,,,,,,16.725925,8.493689999999999,7.885992,33.85548,8.99812,16.255238000000002,,25.781874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.76320600000001,,35.676296,,,,,,,,32.603207,
10,2005-05-16,,,,,,,,,,,,,,,,,16.778631,8.5872,7.859595,33.821865,9.046631,16.296564,,26.870777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.782288,,35.622646,,,,,,,,32.534405,
11,2005-05-23,,,,,,,,,,,,,,,,,17.104225,8.820972,7.899189,34.158058000000004,8.925362,16.392996,,27.046677000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.376602,,35.837196,,,,,,,,32.706371000000004,
12,2005-05-30,,,,,,,,,,,,,,,,,17.205858,8.914477999999999,7.879391,34.191677,9.010249,16.392996,,27.09693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.56993100000001,,36.225033,,,,,,,,33.022778,
13,2005-06-06,,,,,,,,,,,,,,,,,17.482521,9.070324000000001,7.971778,34.225296,9.155773,16.544527,,27.532491999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.52217900000001,,35.899097,,,,,,,,33.084679,
14,2005-06-13,,,,,,,,,,,,,,,,,18.137484,9.465139,8.110362,34.796841,9.180026,17.164434,,27.993183000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.43153400000001,,36.901672,,,,,,,,33.971981,
15,2005-06-20,,,,,,,,,,,,,,,,,17.712137,9.174224,8.130158999999999,34.359776000000004,9.228531,16.999123,,27.373343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.517448,,36.344681,,,,,,,,33.59367,
16,2005-06-27,,,,,,,,,,,,,,,,,17.633089000000002,9.091105,8.182953999999999,34.090816,9.107265,16.668507,,27.138813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.59623,,35.911471999999996,,,,,,,,33.34605,
