Name,Riskiness R
AGF,[1.5814889]
AGQ,[4.35533808e+11]
BCM,[7.80299197e+12]
BDD,[2.23929733e+11]
BNO,[1.12489568e+13]
BOIL,[944.37441848]
BOM,[0.81744415]
BOS,[0.44520667]
CANE,[0.38468017]
CORN,[1.51007351e+13]
CPER,[8.50841086e+12]
DAG,[6.64681548e+12]
DBA,[2.14037706e+12]
DBB,[1.62870031e+12]
DBC,[4.43830144e+12]
DBE,[2.41498392e+13]
DBO,[1.65329247e+13]
DBP,[3.18567642e+11]
DBS,[1.26406861e+12]
DDP,[0.24889275]
DGAZ,[1.74840044]
DGL,[9.38971261e+10]
DGLD,[8.05583314e+11]
DGP,[34.46441074]
DGZ,[2.7852662e+11]
DJCI,[3.9794437e+12]
DJP,[1.04038162e+13]
DSLV,[4.91249262]
DTO,[0.33694707]
DYY,[1.95582616]
DZZ,[1.26185516e+12]
FTGC,[1.84995564e+12]
FUD,[3.92737565e+11]
FUE,[1.87303003]
GCC,[1.76154227e+12]
GLD,[1.80396015]
GLL,[2.5299191e+11]
GLTR,[6.14528501e+11]
GRU,[2.04904704e+12]
GSC,[1.82005999e+12]
GSG,[1.6551439e+12]
GSP,[2.39684418e+12]
IAU,[1.38442177]
KOLD,[0.87252568]
LD,[1.25245585]
NIB,[3.26359772]
OLEM,[5.81624953e+12]
OLO,[1.65516461e+13]
PALL,[2.568231e+11]
PPLT,[3.44402568e+12]
RJA,[3.85925288e+12]
RJI,[4.1996418e+12]
RJN,[1.44949564e+13]
RJZ,[3.65282451e+11]
SCO,[0.45530204]
SGOL,[1.70778486]
SIVR,[4.04797525e+11]
SLV,[1.21062623e+12]
SOYB,[6.78243461e+11]
SZO,[0.20518628]
TAGS,[2.25045433e+12]
UAG,[795985.15588006]
UBG,[2.20634639]
UCI,[2.03774953e+12]
UCO,[5.9167218e+11]
UGA,[3.09653743e+12]
UGAZ,[1.99024264e+13]
UGL,[16.66176711]
UGLD,[27.21408532]
UNG,[7.08471088e+12]
UNL,[2.29695815e+12]
USCI,[2.41315627e+12]
USL,[1.13261974e+13]
USLV,[8897.05902317]
USO,[1.70336604e+13]
USV,[8.96050236e+11]
WEAT,[6.33184934e+12]
ZSL,[3.1565739]
