Name,Weight
Total Bond Market ETF List (82),0.5541766061628965
Investment Grade Corporate ETF List (50),0.18593534985046958
Treasuries ETF List (51),0.03550337659311636
Target Maturity Date Corporate Bond ETF List (24),0.15052785329535506
Municipal Bond ETF List (29),0.0738568141113408
