,Date,ALTS,BTAL,CHEP,CPI,DIVA,DIVY,FLAG,FMF,FTLS,HDG,HTUS,MCRO,MNA,MOM,MRGR,QAI,QED,QLS,QMN,RALS,RLY,SIZ,VAMO,WTMF
0,2013-12-01,,-0.00789472126903928,-0.0247003286982062,0.007234809234417122,,,-0.020387642889351958,0.0036822918282130557,,-0.018216593110161654,,-0.005932789857964575,0.022836766535951836,0.003114013113506723,0.008128676303203368,0.00498491149691061,,,0.012150963945997736,-0.012605102473209165,-0.022097265508762717,0.020817007887549352,,-0.010122996652245
1,2014-01-01,,-0.010610147242468407,-0.024208571211266138,0.008849617204273939,,,0.04790188231922382,0.015127094785886903,,0.013183540746077423,,0.017354327300044183,0.021205491457825805,0.01901435778036484,-0.022310926805317387,0.020869599174690764,,,0.008994887536984186,-0.01026002464281564,0.041933050440728634,0.006540977298961205,,-0.008278487477461674
2,2014-02-01,,0.028418308780684076,0.048854897810360794,0.0007627850049884335,,,0.001001121241330977,0.007550215434497325,,0.0038555372748893205,,0.005307133291975969,-0.007286050702654745,-0.036557539984767774,0.013040136920381445,-0.004429379889290291,,,-0.004651170755372104,0.03399247851314559,0.00477501972459507,-0.006116207951070342,,0.008347592920924496
3,2014-03-01,,0.023461892691497503,0.0469432822561432,0.003048814430023658,,,0.024309686986454634,0.032143568110065183,,0.001680214324318783,,-0.0018854684365669438,0.0,-0.021739091768343537,0.00024308515459533565,0.0023956702015494337,,,0.00194702050929109,0.01844210778555541,0.028385844824823307,-0.02384619230769225,,0.009495998145149532
4,2014-04-01,,-0.005603670564804088,-0.0017379514882193982,0.006838825903153288,,,0.015017810950756452,-0.0055407805734911985,,0.005511610003189948,,0.009066875071787698,0.0011009438691502434,-0.004444484848484867,-0.005100629001970036,0.014339242981665222,,,0.007773067743236129,-0.01743906590845704,0.00496020205704526,-0.0007879432934572247,,-0.009165380873518524
5,2014-05-01,,-0.016393403839942828,-0.018453951440261605,0.005283077924355128,,,0.02444552573004918,-0.015177757325587857,,0.008341224262600104,,0.007862288006672439,0.01979475156377626,0.011363677409240243,-0.0016191577658343462,0.009424496874473491,,,0.0019282485801830976,-0.00980872257890339,0.017439896391291124,0.009463682592126118,,0.016796441243831967
6,2014-06-01,,0.024999887583380464,0.006030489590712824,-0.004880011096705897,,,-0.017842870287134875,-0.03960199306630914,,-0.005199678060298892,,-0.010401195911649319,-0.008626875794064312,-0.03330658105939012,-0.01189188638575951,-0.013004254585352803,,,-0.015396498483710773,0.01535208808049694,-0.006446381826353156,-0.025000039062500062,,0.006463941598216108
7,2014-07-01,,-0.025914565094165187,-0.007404880530798271,0.008676107616074328,,,0.03783254072743973,-0.0020312009315456565,,0.009741090037983999,,0.00713211768165259,0.0,-0.009132378580323843,0.01258200207844048,0.018918827681200966,,,0.011337018712919086,-0.004658994489607658,0.0085921889730272,0.0044070915227200315,,0.002854466926379911
8,2014-08-01,,0.014606186347896776,-0.010301888870595565,-0.009723330788284652,,,-0.026876613457628727,0.009566375639053944,,-0.014352931371450432,,-0.024599269460819757,-0.005076202601222646,0.008378675811534396,0.0,-0.016246650459351558,,,-0.008504066799761713,-0.01591382901442331,-0.06979022333359265,-0.011168687674511372,,0.03439275217484877
9,2014-09-01,,0.007712067003356385,-0.022972044920717413,0.007552954584454117,,,0.0214046969525083,-0.014112782176110231,0.009764143910960322,0.008832536048522747,,0.00534956131633875,0.0025511062131024793,0.0029081429164935294,-0.016207341920184058,0.0037074121909686135,,,-0.0019492977497034519,-0.0054746630727970785,0.0025155379956618667,-0.0004033884468177941,,-0.009172194523662774
10,2014-10-01,-0.0025610436193550744,0.023469287040400893,0.0,0.004122869050912622,,,0.020567180582649107,0.005316880360215644,0.04652717503452598,0.006152529650267281,,-0.0022804639988282423,0.017811677718550776,0.010770547256443509,0.0008235922724421169,0.01208871236904958,,,0.008203048744464612,0.0031181949370235173,-0.0274744886670331,-0.006860370990299724,,0.016431322724882985
11,2014-11-01,0.010863930712476289,0.02941176323396487,-0.009551846971966933,0.014931034672746042,,,0.008244420536896781,0.008746998287565031,0.00031846356416796544,-0.005409373271994136,,-0.024761941593706812,-0.00321429048515283,-0.036065573770491764,-0.0038407317664238294,-0.024883890006501836,,,-0.018597396488692255,0.007890928218111978,-0.03549455585342265,-0.01625363607258694,,0.0
12,2014-12-01,0.0033886923476153497,0.03196132591716117,-0.047848567905945404,-0.020035723077537922,,0.0025326337763748683,-0.0314600292742345,0.04326053008646025,-0.001913696518455167,-0.001655112433825618,,0.012083102044264863,0.009315639146170545,0.033163222789115654,0.020512709665030316,-0.00010824657043550523,,,0.017013410098836,-0.023553217578473385,-0.0007123018686107834,0.009087195749161324,,0.006830656052657276
13,2015-01-01,-0.008557356122593302,-0.05678078853449144,0.0366186323541959,0.001502608387363162,,-0.0012632278606481782,0.0466791606823246,0.0021782897005874114,0.03989796836100649,0.02131683285157766,,-0.00039121924106189256,0.018104333824313347,-0.010288066266998613,0.004340507919958641,0.03413787085040343,,,0.007081039054398094,-0.00488169896253676,0.02871173169094115,0.005321285304952989,,-0.017412968300359804
14,2015-02-01,0.000986405582483096,0.0,-0.04021044355617356,-0.001125380691766138,-0.008815165899360933,-0.0004215204399530985,-0.017958829633055385,0.03378776527354665,-0.005218008348838688,0.0,,-0.0027386065448337274,0.0055788169773769375,0.05072769441695195,0.0002701267222350475,-0.0016671685221318862,,,0.0015623901008205044,-0.005886496283560431,-0.03819309998594968,0.004478868260540257,,0.019102423669718212
15,2015-03-01,-0.001157815404061211,-0.04029855681192044,-0.0027408302085522554,0.006759391689741711,0.0037023145102500227,-0.005187738326244655,0.021054503249443367,-0.007262996326176721,0.00474685618371039,0.002319111518210101,,0.009807808803136243,0.004507619579579402,-0.0399683419074,-0.001190194764427984,0.0020039568177641592,0.01988777587862393,0.054794723286218754,-0.005460131522241745,0.017937133719385708,0.03587685749375285,0.0,,-0.014679306413198392
16,2015-04-01,-0.001432036171316252,-0.004665589553126327,0.01177860813665516,-0.0029840337407459334,-0.02570071736065087,0.010683858936701379,-0.0020995927126072605,0.0030804545761186223,0.015063064614156881,0.003239229916240937,,-0.003496527521407078,0.0037969945775266144,0.022258821104699015,0.0008118229175614683,-0.00033333621182552386,-0.010499912643539925,-0.03415104416239072,-0.0003922187458614301,-0.005593406031300874,-0.015123653576013063,-0.013781921361978249,,0.007563644626374555
17,2015-05-01,-0.01561962469897608,-0.015104297002408219,0.008925041417492879,-0.00448935149593265,-0.01646082098659916,-0.012961887161987184,-0.034866263656389285,-0.03493279161765946,-0.02604485668313056,-0.008302534479010203,,-0.014814784110293123,-0.012723467884929006,0.0016129436134251528,-0.015950321300625403,-0.013671205263346755,0.009600794708302501,-0.008964237503485824,-0.0058846350453163184,-0.007581322419440113,-0.03146055537524868,0.005754171804356889,,-0.028889968371189623
18,2015-06-01,-7.539312519547768e-05,0.053939784285882,-0.025769234377608415,0.0033822937045789154,-0.004602282792245894,-0.005057436025143987,0.0013564454478755229,0.010938780277554619,0.015058520009481975,0.0039534376195647924,0.012971226703976388,-0.009497452514760108,-0.00940440295366851,0.04307568438003222,0.0030710388969323204,-0.0003381384088987712,-0.012012118053271566,0.0015076167587571466,0.0,-0.034224511647634945,-0.03703491664320518,-0.057621579796550054,,-0.03583970421467784
