DRN,DRV,DRW,EWRE,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,LRET,MORL,MORT,PSR,REET,REK,REM,REZ,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0.09546795529663626,-0.0904848193483969,0.0019061697167670746,0.018647308928172217,0.01977761926268751,0.027129979961744162,0.03244840417279342,0.0076478478062218065,0.015679608540124897,0.035730166316527964,-0.002359410448794961,-0.0028367188647458754,0.027104143125085387,0.028305007676608908,0.07904347942768039,0.04213095230553828,0.022349079368331,0.03520276059793639,0.025569738653941944,-0.02798497928423337,0.02203068599966075,0.041379382105673226,0.02004165524795604,0.010835390326007709,0.022394315114238467,-0.005639636911974275,0.03099078387286435,0.02241108488206531,-0.05376540296100826,-0.004102520103364557,0.055173344722938174,0.033977105101130285,0.031081075692540417,0.00019634179179083477,0.00028500674599365663,0.04541093950230292
-0.0114834177310881,0.007106290483600399,-0.015981670037748842,0.0,0.0009698021074029797,-0.0013148168951427539,-0.007619024976877869,0.003003087087650593,0.0066158131951998865,-0.008516520828841457,0.022070544068115275,-0.0017782681435293626,-0.013472289086588093,0.010398691523192123,-0.0025826854978157837,-0.004495588752752496,-0.006046347019138807,-0.00718586306337938,-0.008475436199314932,0.0038386002844654327,-0.03092788704390785,-0.0015286174514019394,-0.018829160097408315,0.012718872565462048,0.007599322139972725,0.01630252318780666,-0.00617300930880539,-0.0071047519677039355,0.007078633977254036,-0.004634379108824204,-0.010158231926809836,-0.010353450706972052,-0.013237262515059836,-0.0029435643610821773,-0.004279378261474653,-0.015168945911215162
0.04519401045482578,-0.04860840885179206,0.028825258612952213,0.0,0.008318261018647985,0.008151536074388165,0.020262263419918717,0.019484032267523644,0.01765479075802551,0.02866893664295085,-0.006259780590824781,0.02115377765468137,0.021780462445963687,-0.003004846423160342,-0.0038845524556367327,-0.05870962746021052,-0.050538221419499936,0.0170279641648585,0.025410885550899813,-0.012906223393339822,-0.0048947718253823614,0.026711307690995983,0.0011458057327476605,0.01933770110459017,0.019481943845873474,0.01788004420477094,0.02476662058904764,-0.016443401745217225,-0.02545594937314162,0.04086914901256495,0.02386212572778753,0.01546543404310373,0.025691400010635187,0.025860318654388068,0.020466951730621488,0.01621853949971971
0.09987836276201716,-0.09641532494216144,0.032674919732363465,0.06896547115098546,0.030721159531454174,0.03903334807016675,0.03405876199714253,0.029304518569040962,0.027597838300537133,0.028349156558066513,0.01688301353975415,0.0200280373778458,0.0326844379720986,0.047220379835878616,0.0697574248327503,0.01987650293026531,0.059216478407113714,0.031053431765677174,0.02602882693561352,-0.03292985146634907,0.03489530070954966,0.01888361279386197,0.04818244274471594,0.02791062342140705,0.032612524305103405,0.024843366120223784,0.033669515149906425,0.047828610300078164,-0.06569191254540414,0.008946225270033607,0.06628641641638645,0.031578541550899286,0.03308919948643488,0.02833999054031807,0.02459027993197215,0.044506273846386564
0.03668320916865882,-0.03830377387801717,0.020971215383607997,0.013181890382896458,0.010091355551078944,0.011091301449731928,0.010978939624874864,0.015208003488683685,0.013077927516322778,0.013369191621483844,0.00664130715996245,0.009645173130845782,0.010908925081208448,0.004156978184230117,0.048708094867866016,0.02192391291149077,-0.009528302651564348,0.01249123642921242,0.015531603711403948,-0.011517148240955791,-0.00963380192483317,0.00918476715011672,0.007258367773845691,0.01209206050391546,0.011635596168342,0.01371193551446823,0.01179797633964003,0.007446044324071951,-0.022741599787873882,0.047783311151573866,0.021382069397860345,0.01346100449340068,0.012913098089575343,0.009373860628509959,0.008551750068372794,-0.0039947919304986965
0.024035242785688585,-0.031294428238390216,0.010090134100804586,0.008608155855202563,0.014172903630920832,0.0102618601194451,0.008597209494716632,0.011147664226247935,0.009220834968692877,0.008079346762703797,0.021821709733247804,0.0136472401282284,0.011057952626843084,0.02030227216389905,0.015762806209787802,0.0006871953912359227,0.0,0.009595763962299116,0.007843009149951057,-0.011144909328937249,-0.0009727991121700226,0.0065009461063135566,0.00760585558138653,0.01089907160074702,0.0077772998432590786,0.01497590278444521,0.007604273458457034,0.004434725837511849,-0.02305725097962188,0.013634165867286696,0.02161282066839287,0.007926197996203132,0.008873992286233355,0.011515559227005102,0.013129062454265277,0.020499229002117876
-0.02972997380625265,0.030836934951045232,-0.017124614278700732,0.002727966067654821,-0.01786951902490096,-0.007442984225579369,-0.009421066341320516,-0.009129896874345742,-0.011877659624720635,-0.011058011836058722,0.0037248710958133952,-0.012117099707786644,-0.006983697007090982,-0.0075308271301103,-0.020511547815978054,-0.06524721197053156,-0.03270781758686997,-0.003122795447879172,-0.006614719194631522,0.005635207526074258,-0.03310625296900355,-0.02648155560196587,-0.013905340998205326,-0.009537738525328451,-0.009130353603483743,-0.013327077626878724,-0.009559729258119863,-0.030169072739047363,0.014423050349374609,-0.03293137001471976,-0.014135460981415555,-0.005951016338666964,-0.01028266093898043,-0.01670946496138001,-0.012958923932613916,-0.008515422776181775
-0.06585154701332294,0.052706544852303056,-0.01270406551207522,0.00116606186044013,-0.021926650402427816,-0.017644740323198883,-0.021286133715450472,-0.017906737751228946,-0.024040589533247503,-0.023491799428638452,-0.047006237356087964,-0.028960845383706992,-0.01831210902678053,-0.022130984843127068,-0.04019612255928389,0.001469315709609966,-0.0004976792595631086,-0.024925297788300826,-0.02428518431666848,0.018339357633069386,-0.0020138223492021977,-0.02753345570992956,-0.0004029148938503374,-0.023445743430834456,-0.022049019698368488,-0.02363723123464817,-0.0215899037611629,-0.016692259897443648,0.03317541820836048,0.0004796405013202215,-0.03849112728274051,-0.02223656889028261,-0.020903410197477698,-0.013818895054221386,-0.027899418325337315,-0.017397023663441268
-0.06963024567496999,0.06811013516172326,-0.0334559042008528,-0.02756218957747344,-0.01979481926831957,-0.02155337650422619,-0.02406299235967315,-0.023367134148091915,-0.023211781727340043,-0.019119762176962915,-0.032450914878939835,-0.026315559240120703,-0.02081632996907528,-0.0381505518838085,-0.051685726991976884,-0.03081413486939157,-0.010447361560530673,-0.006984159695010917,-0.024568428984935282,0.020009968662289955,-0.01109999630185965,-0.009722066969198587,-0.0278115894448325,-0.023794013766408592,-0.020975997261148696,-0.029644312963035224,-0.02128751237526366,-0.01152784647616532,0.040450396166132316,-0.035474505055650245,-0.04103264919148529,-0.019462060877873843,-0.02275638781735148,-0.025942029396492358,-0.019133359130150143,-0.016136194347872328
0.11025224792162187,-0.10346280886473806,0.04412316220128461,0.00878254035903717,0.033576611940486716,0.0357959465363369,0.03698436684742716,0.034439146461331234,0.037827240615683086,0.04069820474308628,0.028977736700889788,0.03531501917030468,0.036443918078862915,0.05002001493496099,0.0738942293174026,0.031572590502374834,0.009552524627273507,0.03038390404284321,0.03753411419520886,-0.035801915978578645,0.0071427322499527345,0.047020446167070885,0.03192401584901646,0.03623179288194201,0.03689297559476664,0.035896350509286266,0.03686968031088905,0.022029875703390614,-0.07074155101519887,0.04771368772405533,0.07357534745709522,0.03925070411353399,0.03636831425062456,0.03421468187024302,0.032415256946014936,0.029157085250048318
