Name,Riskiness R
ECON,[6.17913979e+10]
EMCG,[1.92448477e+11]
FSTA,[0.06417429]
FXG,[0.09180823]
IYK,[0.07886293]
KXI,[0.1061111]
PBJ,[0.10257942]
PSCC,[0.07147105]
PSL,[0.0729854]
RHS,[0.05620655]
SZK,[1.94666341e+12]
UGE,[0.15539987]
VDC,[0.06440476]
XLP,[0.06330129]
