Name,Riskiness R
CQQQ,[1.46183777]
FDN,[0.17236748]
FTEC,[0.10104657]
FXL,[0.16907771]
IEUS,[0.84043394]
IGM,[0.10306257]
IGN,[0.17168772]
IGV,[0.13239251]
ISRA,[1.59556034e+12]
IXN,[0.10520101]
IYW,[0.11177838]
KWEB,[2.77675473]
PNQI,[0.23890744]
PSCT,[0.10209614]
PSI,[0.11259854]
PSJ,[0.14931523]
PTF,[0.29304099]
PXQ,[0.2248731]
QQQ,[0.09926389]
QTEC,[0.10632274]
REW,[1.16040668e+13]
ROBO,[0.35059034]
ROM,[0.22939747]
RYT,[0.100271]
SKYY,[0.13207459]
SMH,[0.10489622]
SOCL,[0.60033927]
SOXL,[0.37111044]
SOXS,[1.51262336e+13]
SOXX,[0.12355043]
SSG,[1.17798366e+13]
TDIV,[0.12034346]
TECL,[0.27302546]
TECS,[1.59577203e+13]
USD,[0.2347825]
VGT,[0.10423173]
XLK,[0.08669642]
XNTK,[0.1180413]
XSD,[0.13562022]
XSW,[0.17812989]
