,Date,EMIF,FUTY,FXU,GHII,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,RYU,SDP,TOLZ,UPW,UTES,VPU,WBIC,XLU
0,2005-03-01,,,,,,,,,,,,,,,,,,,,
1,2005-04-01,,,,,,46.088260999999996,,,,,,,,,,,,38.076851,,17.980837
2,2005-05-01,,,,,,46.668953,,,,,,,,,,,,38.672478000000005,,17.968872
3,2005-06-01,,,,,,48.821251000000004,,,,,,,,,,,,40.42865,,18.884369
4,2005-07-01,,,,,,50.19989,,,,,,,,,,,,41.688342999999996,,19.466944
5,2005-08-01,,,,,,50.632153,,,,,,,,,,,,41.94215,,19.593624
6,2005-09-01,,,,,,52.214993,,,,,,,,,,,,43.279354,,20.269270000000002
7,2005-10-01,,,,,,48.859383,,,,,10.634193,,,,,,,40.599701,,19.115322
8,2005-11-01,,,,,,48.83379,,,,,10.526025,,,,,,,40.59346,,19.08494
9,2005-12-01,,,,,,48.929798,,,,,10.553065,,,,,,,40.562313,,19.078857
10,2006-01-01,,,,,,50.563572,,,,,11.120481,,,,,,,42.068115,,19.71496
11,2006-02-01,,,,,,51.01495,,,,,11.358829,,,,,,,42.419785,,19.972502
12,2006-03-01,,,,,,48.764645,,,,,11.025145,,,,,,,40.5233,,18.905506
13,2006-04-01,,,,,,49.803211,,,,,11.20294,,,,,,,41.556587,,19.350201000000002
14,2006-05-01,,,,,,50.452366,,,,,11.264761,,,,,,,42.005665,,19.665293
15,2006-06-01,,,,,,51.315765,,,,,11.553249000000001,,,,,,,42.745723999999996,,19.94949
16,2006-07-01,,,,,,54.138435,,,,,12.207582,,,,,,,45.253685,,21.08215
17,2006-08-01,,,,,,55.64900600000001,,,,,12.539385000000001,,,,,,,46.41534,,21.661537
18,2006-09-01,,,,,,54.197277,,,32.348396,,12.235228999999999,,,,,,,45.119637,,21.175598
19,2006-10-01,,,,,,57.493729,,,33.433407,,12.943366000000001,,,,,,,47.940437,,22.47691
20,2006-11-01,,,,,,58.909653000000006,,,35.224934000000005,,13.255507999999999,,35.664742,,,,,49.362015,,23.073535999999997
21,2006-12-01,,,,,,59.186271999999995,,,36.019771999999996,,13.123717000000001,,36.811690999999996,,,,,49.407013,,23.060972
22,2007-01-01,,,,,32.860489,59.380295,,,36.116657000000004,,13.077867999999999,,37.036358,,,,,49.727577000000004,,23.188157999999998
23,2007-02-01,,,,,33.655815000000004,62.063751,,,36.871735,,13.490044000000001,,38.35725,,,16.672688,,52.034168,,24.417591
24,2007-03-01,,,,,34.949028000000006,64.34300999999999,,,38.356499,,13.958107,,39.445026,300.559845,,17.826855,,53.990868000000006,,25.15905
25,2007-04-01,,,,,36.345692,67.35025,,,40.177551,,14.396876999999998,,41.079544,278.740509,,19.308636,,56.43481800000001,,26.537308000000003
26,2007-05-01,,,13.858257,,37.270340000000004,67.98349,,,41.11665,,14.445996,,41.938362,275.044891,,19.627546,,57.021328000000004,,26.658369
27,2007-06-01,,,13.325249,,36.196971999999995,64.190735,,,40.025276,,13.590042,,39.609177,301.977325,,17.325706,,53.762969999999996,,25.218403
28,2007-07-01,,,13.100825,,34.748569,62.075539,,,38.27401,,12.902460000000001,,38.181866,329.486115,,16.006714000000002,,51.847706,,24.379168
29,2007-08-01,,,13.009644999999999,,35.783153999999996,63.182209,,,39.441521,,13.057744999999999,,38.915123,315.247131,,16.381718,,53.342743000000006,,24.764109
30,2007-09-01,,,13.479534,,37.399651,64.993202,,,41.364101,,13.417716,,40.073933000000004,290.239716,,17.379538,,54.431259,,25.533967999999998
31,2007-10-01,,,13.283164000000001,,39.817963,69.54451,,,44.003693,,14.196779999999999,,41.203049,263.551727,,19.575521,,58.35355799999999,,27.426226
32,2007-11-01,,,13.395379,,40.102463,69.342049,,,44.676289000000004,,14.061976000000001,,40.746777,265.685944,,19.284508,,58.175266,,27.607146999999998
33,2007-12-01,,,12.869384,,39.13903,69.112587,34.262508000000004,,44.02272,,14.040694,,40.369854,263.864044,,18.373964,,57.831897999999995,,27.348701000000002
34,2008-01-01,,,12.318514,,37.391407,64.704514,31.540503,,41.359341,,13.246229000000001,,37.738693,305.403503,,16.527777,,54.16864,,25.532473
35,2008-02-01,,,11.637808999999999,,36.93679,62.580498,31.219707,,40.214729,,12.730145,,35.419178,323.62255899999997,,15.426234,,52.154259,,24.484348
36,2008-03-01,,,11.491421,,36.699596,62.397231999999995,30.735094,,40.694305,,12.730145,,34.925938,317.896606,,15.200813,,52.067825,,24.699182999999998
37,2008-04-01,,,11.959863,,38.109596,66.517921,32.066067,,41.80056,,13.631079000000001,,37.474716,285.140717,,17.408131,,55.247271999999995,,26.14946
38,2008-05-01,,,12.545414,,39.763378,68.828163,32.769089,,43.597396999999994,,14.262746,,39.488762,266.403473,,18.462528,,57.37680400000001,,27.087114
39,2008-06-01,,,12.128207000000002,,38.168888,67.74140899999999,30.230009000000003,,41.429676,,13.839239000000001,,37.253178000000005,270.799957,,17.987928,,56.20489499999999,,26.687136
40,2008-07-01,,,11.950323,,36.554629999999996,63.346790000000006,29.211709999999997,,40.546082,,13.091288,,36.710541,312.214783,,15.430469,,52.987995,,25.154289000000002
41,2008-08-01,,,12.046103,,35.144622999999996,62.865379000000004,27.952106,,39.038361,,13.475048999999999,,37.008213,315.677979,,15.052218,,52.704967,,24.876858
42,2008-09-01,,,11.080939,,31.421963,54.220631000000004,25.102524,,35.002594,,12.555472,,32.143696000000006,392.446106,,11.455385,,46.270153,,21.95055
43,2008-10-01,,,9.393749,,26.803223,48.83791,20.511517,,29.985514000000002,,11.077025,17.374453,28.192460999999998,414.771484,,8.421555999999999,,41.443703,,19.26586
44,2008-11-01,,,9.681087,,26.183868,49.433826,18.845817999999998,,29.946528999999998,,11.332256,16.963224,27.317419,373.084076,,8.381418,,42.578876,,20.072216
45,2008-12-01,,,9.548466000000001,,27.007469,48.054885999999996,20.587231,,30.49243,,11.149944999999999,19.773291,27.795958000000002,229.14944500000001,,7.911588,,41.498089,,19.345833
46,2009-01-01,,,9.352219999999999,,25.727345,47.969437,18.261298999999998,,28.519543,,10.862967,17.223722,28.103215999999996,369.81683300000003,,7.732591,,41.430508,,19.55654
47,2009-02-01,,,8.260753,,22.719099,41.937382,16.086498000000002,,25.087814,,9.472919000000001,16.54406,25.405251999999997,472.291138,,5.849957,,36.097927,,17.106913
48,2009-03-01,,,8.694349,,22.671235999999997,42.588181,17.173897,,25.530182,,9.656791,19.142242,25.183323,391.456909,,6.002088,,36.530879999999996,,17.241885999999997
49,2009-04-01,,,9.112992,,23.717287,43.565311,18.170101000000003,,26.468546000000003,,9.667226,22.979292,26.487337,419.109283,,6.1980319999999995,,37.548279,,17.637033
50,2009-05-01,,,9.770863,,25.98031,45.383778,20.899124,,28.586571000000003,,9.748275999999999,28.734871000000002,27.643213,382.942474,,6.6510229999999995,,38.945644,,18.26473
51,2009-06-01,18.97436,,9.800766000000001,,25.453863000000002,47.272999,20.506254000000002,,28.385494,,10.264059,27.625051000000003,28.764086,297.844177,,7.360461999999999,,40.621101,,19.028887
52,2009-07-01,20.684031,,10.468236,,27.516059999999996,49.910629,22.201771,,30.248091,,10.928514999999999,32.047127,30.377419,303.885986,,8.047303999999999,,42.800144,,19.970413
53,2009-08-01,19.989476999999997,,10.598229,,28.314434000000002,50.318275,22.687992,,31.417833,,10.793412,32.365444000000004,30.313753000000002,298.5784,,8.129442999999998,,43.010979,,20.170536
54,2009-09-01,21.409117000000002,,11.049379,,29.448969,50.547115000000005,23.975051999999998,,32.498115999999996,,10.905994999999999,35.187325,31.063633000000003,250.70593300000002,,8.315469,,43.299122,,20.239539999999998
55,2009-10-01,21.065659,,10.605874,,27.887235999999998,49.373428000000004,22.952555,,30.764151000000002,,10.581555999999999,34.438835,30.607864000000003,304.361725,,7.806196000000001,,42.292084,,19.793119
56,2009-11-01,22.210535,,11.079967,,29.266888,51.590427000000005,24.482725,,32.326096,,10.952973,36.056248,31.773256,277.243927,,8.492188,,44.24382,,20.74827
57,2009-12-01,22.737171,,11.775811000000001,,29.778139000000003,54.009628,24.368322,,33.021065,,11.400186,36.856334999999994,33.675087,243.82243300000002,,9.43117,,46.259403000000006,,21.626726
58,2010-01-01,22.452925,,11.268552,,28.560625,52.075328999999996,23.93437,,31.567362,,11.012312,34.550728,32.137828999999996,267.659668,,8.685684,,44.595032,,20.83234
59,2010-02-01,22.842545,,11.291708,,28.218578000000004,51.703559999999996,24.014423,,31.086964000000002,,10.973642,35.772915000000005,32.123363,269.570648,,8.504526,,44.165207,,20.557209
60,2010-03-01,23.805138,,11.816542,,29.144953000000005,52.71680799999999,24.894951000000002,,31.811045,,11.35258,38.789394,32.983944,252.132767,,8.935381,,45.075016,,20.924051000000002
61,2010-04-01,23.675264000000002,,12.179295,,28.859907,54.702827,24.560204000000002,,31.365453999999996,19.317598,11.591217,38.590022999999995,34.327045,236.24757400000001,,9.555752,,46.84465,,21.665474
62,2010-05-01,21.620201,,11.554124,,26.658007,51.523552,21.955006,,28.963440000000002,17.98074,10.95502,34.065311,32.677834000000004,262.404419,,8.476719000000001,,44.097595,,20.469748000000003
63,2010-06-01,21.520887,,11.091032,,25.710266,50.588882,21.285511,,27.717176000000002,17.639098999999998,10.675711999999999,33.085823,32.196201,265.032013,,8.126094,,43.302376,,20.113873
64,2010-07-01,23.921822,,12.082605000000001,,28.679707,54.807430000000004,24.024054,,31.20628,19.09376,11.576431,37.281151,34.732063000000004,228.3647,,9.378043,,46.944653,,21.84366
65,2010-08-01,23.320656,,11.949397,,28.388094,55.36485699999999,23.565046,15.911898,31.134655,18.899004,11.685862,36.223652,34.967884000000005,221.79560899999998,,9.479869,,47.426575,,22.160124
66,2010-09-01,25.194423999999998,,12.685949,,29.685759,56.650695999999996,25.290036999999998,18.039463,32.316437,19.970175,11.920361,41.849185999999996,36.559681,206.388184,,10.115671,,48.507278,,22.570099
67,2010-10-01,25.795591,,12.772141,,30.946962,58.110165,26.519003,17.966101000000002,33.605656,20.608809,12.234445,43.471278999999996,37.307056,200.177414,,10.480922,,49.635536,,23.048674
68,2010-11-01,25.506723,,12.568419,,29.284794,56.646725,25.082741,16.156445,31.428309999999996,20.72126,11.990072999999999,43.045691999999995,36.749565000000004,208.77693200000002,,9.953502,,48.441097,,22.351107
69,2010-12-01,26.794935,,12.95236,,30.123163,57.862511,25.956345000000002,17.061275,32.287796,21.231047,12.289626,46.572025,37.983467,196.355423,,10.49842,,49.458588,,22.772558
70,2011-01-01,26.680599,,13.475532999999999,,31.562901,59.34690500000001,27.505388,14.83589,33.802296000000005,21.363688,12.66517,45.355125,38.624111,190.144653,,10.865236999999999,,50.7118,,23.324612
71,2011-02-01,26.334301,,13.642191,,32.408134000000004,60.32481,28.360439000000003,14.045185,34.456959000000005,21.652077,12.968812,44.673214,38.901973999999996,182.620087,,11.187544,,51.538986,,23.611391
72,2011-03-01,28.317635,,13.856469,,31.792747,60.15803100000001,27.944267,15.920053,33.278572,21.727970000000003,13.104654,47.121078000000004,39.427685,178.917526,,11.310926,,51.471924,,23.434912
73,2011-04-01,29.033846,,14.340568,,33.334927,63.09683199999999,29.3517,15.765172,34.973408,22.642519,13.722638,49.345776,41.259296,167.212646,,12.23162,,53.958324,,24.623928
74,2011-05-01,28.648198999999998,,14.681826000000001,,32.341412,63.9921,28.980922999999997,14.664705,34.260559,23.313868,14.091784,47.325768,42.122009000000006,161.479645,,12.54623,,54.793094999999994,,25.151157
75,2011-06-01,27.632917,,14.435803,,31.562901,63.265175,28.246942999999998,14.982616,33.4095,23.123146,13.891160999999999,46.460049,41.463612,160.882462,,12.439667,,54.131294,,24.861559
76,2011-07-01,27.079357,,14.159697,,31.471439,63.12099499999999,27.829121,14.795132,33.132385,22.606798,13.310726,44.751251,40.808502000000004,163.151764,,12.266067999999999,,54.034813,,24.882439
77,2011-08-01,24.682465,,13.991419,,30.424402,64.07856,26.182154,13.172966,32.05085,22.913227,13.060186999999999,39.296558000000005,40.976295,152.40235900000002,,12.411274,,55.006493000000006,,25.422544
