ALTS,BTAL,CHEP,CPI,DIVA,DIVY,FLAG,FMF,FTLS,HDG,MCRO,MNA,MOM,MRGR,QAI,QED,QMN,RALS,RLY,SIZ,WTMF
-0.0050102855675587905,0.0045896092642815104,0.014601378279862529,0.0007504969434089965,-0.006144680177929354,0.008471012924877822,-0.004207836572410223,-0.012749732776090171,-0.00941940225954616,-0.003909760078467465,-0.0007748063904951741,-0.0030991781568110565,-0.016361511492014088,-0.000539559330014291,-0.0019921169310561206,0.0,0.0015618592336212195,0.003682389692120926,0.013873326241328985,0.009323064450749772,-0.0047414535368983214
0.0021721902803260194,-0.004060929278046911,-0.00972385423839542,0.004499527926627337,0.00783924181512058,-0.002940059878113621,0.008451458992996583,0.015227332115972934,0.011441740916856572,0.005310458476688993,-0.0023265386665406477,-0.0010362593342694458,-0.04079211881188114,-0.008906910615160022,0.004324823576452576,0.0,0.0003898460268275902,-0.010029152099023948,0.005917227526618192,-0.009236947791164534,-0.0013612287082743586
-0.0002463924236779277,-0.03465856841904482,0.04477615012951052,-0.003732797977738113,0.0,-0.008003373195638529,-0.00029914358583729684,-0.013290157255779624,-0.0040338081594419465,-0.0064307798707494935,-0.005441103811955182,0.0031120378001312445,0.001651569019470239,0.00953165886008955,-0.004306200021076504,-0.0009990931786961793,-0.00428683272095033,0.015320130273457326,0.001470495125679405,0.0,-0.007042303560027417
-0.003325604116906055,0.017951482476927058,-0.02556394983299687,0.001498629175780494,-0.0176814364110152,0.010318408678926385,-0.008383456229121037,0.0005772200465190871,0.0005786728723747084,0.0027739067456614146,0.00390777669374902,-0.0017235616357014016,-0.02390766694146751,-0.0032372727618459572,-0.0009979785628605646,-0.010499912643539923,-0.0007827040227654018,-0.005597578119161944,0.001468455607109196,-0.012971220105391174,-0.004575617213925555
0.0008649401493075488,-0.0020747748955674615,0.009645073235569223,0.0041152069454959425,-0.009796097831955059,0.004287028550371692,0.006038786204293721,-0.006538495881178686,0.008247289568522905,0.0011526088994987002,-0.000389312254413977,-0.0017265025223308173,-0.008445945945945915,0.0,0.0019980874309022093,0.0,0.0031335464961957174,0.0009790103701310961,0.008797694955887761,0.0012319917864476431,0.0004596554507481128
0.006174235624882317,-0.002078932001970933,-0.015284595031354025,-0.002235438146449103,0.020197901392847238,-0.002301711291320104,0.009904012627741154,0.004452171609227565,0.0035315683832050243,0.0029932680021039896,0.002336504592950716,0.0038048746748509813,0.011499148211243593,0.0,-0.0006647123563027934,0.0,-0.002733303143643095,0.0009778177499534066,-0.01308127810916655,-0.002050820428663809,0.006202687917879162
-0.006823694958164965,0.0,0.0,-0.0018670770111333735,-0.01818167927039555,-4.1988078541404295e-05,-0.011292913586162672,0.0040470440077803645,-0.006827721299278062,-0.0045913612997104435,-0.0034965275214070782,0.002067484698693934,0.0442104842105263,0.0010827347253168633,-0.002660515812274781,0.0,-0.0019577841261057887,-0.0012211760566088086,-0.016936957825985973,0.0,0.003652990927111704
-0.003756401255924215,0.0031249205894229395,0.016686020123527313,-0.00448935149593265,-0.010288121732977572,0.0025588819867177013,-0.006612524420665389,-0.02130508049039165,-0.009085480913366991,-0.004381924964068792,-0.005068154782568588,0.0003439451573293302,0.0,-0.005406956612244339,-0.0066688106633227716,0.02324412695899234,-0.005099969310214799,-0.0007336798751428074,-0.016104788394323544,0.0,-0.002274844811592098
0.0012400157826565215,-0.005192115465317397,0.005343534504067253,0.0018790819898642527,-0.006652862949381472,-0.008368183459030475,-0.0012103795153648926,0.0013727655696535608,-0.000977884840534593,-0.001389844961424945,-0.004702306562650404,-0.0017187869881500248,-0.0024193146136820914,0.0,0.0,0.0,0.0015772561052860821,0.009544841234780959,0.0,0.0,-0.0025079307805908444
0.0014866340054538825,0.009916564669193004,-0.00265758558762642,0.00412601175461633,0.006697419966533268,-0.005063262900728259,0.0015146791722170216,-0.003133624509236513,0.004649964342880546,0.0009278996484014287,0.0011812313020176694,-0.002410514446377444,-0.02991107518189161,0.0024464542554728176,0.0023497675444994768,0.0,0.00039368309273411366,-0.007757489856910087,0.0030454786039545998,0.008220345252774366,-0.008457166070629053
