Alternatives ETF List (35),Broad Asia ETF List (44),Commodity ETF List (125),Consumer Discretionary Equity ETF List (31),Consumer Staples Equity ETF List (26),Crude Oil ETF List (22),Currency ETF List (36),Developed Asia Pacific ETF List (108),Developed Markets ETF List 1 (100),Developed Markets ETF List 2 (100),Developed Markets ETF List 3 (93),Emerging Asia Pacific ETF List (114),Emerging Markets ETF List (79),Energy Equity ETF List (80),Financials Equity ETF List (51),Global ETF List (72),Gold ETF List (17),Healthcare Equity ETF List (49),Industrials Equity ETF List (37),Investment Grade Corporate ETF List (50),Junk ETF List (43),Materials Equity ETF List (62),Municipal Bond ETF List (29),Preferred Stock ETF List (12),Real Estate ETF List (48),Target Maturity Date Corporate Bond ETF List (24),Technology Equity ETF List (75),Telecom Equity ETF List (10),Total Bond Market ETF List (82),Treasuries ETF List (51),Utilities Equity ETF List (24),Volatility ETF List (18)
0.003565417272549036,0.012562060172724213,-0.001083823164253384,0.0048968748694499615,0.004747546371322629,-0.005143526422202112,0.004536365667688765,-0.0009899728361046321,0.0050173234298321,0.016124386306219353,0.01789225681672053,0.016089642367098533,0.017256092576418837,0.014098120091366278,0.009333651885591382,0.003444681832475693,-0.011427321640667946,0.00993358127467101,0.012400766125456954,0.0003003612565590676,0.0009042527232138303,0.011998919604711009,0.00033924119960632805,0.005134251516287923,0.0222018129632264,-0.0004972858653449919,-0.0024515457437095443,0.010112540713140184,0.0006158909125476222,0.00034506287221616554,0.016140420771744594,-0.004050174779847391
-0.00923934699658494,0.011473538190754282,-0.02521625965519133,-0.03618596723381176,-0.007816933808439331,-0.005242543956043519,-0.01817125506574821,-0.044159434181002155,-0.012983697299527714,-0.02008255205242108,-0.02075279370828408,0.019960954883709428,0.01526005317976251,-0.018217508893089058,-0.029439584870006762,-0.017097999985368626,-0.01627180704819454,-0.0427597580159359,-0.03291943133925179,0.003990272411298352,0.0022341124661361318,-0.026084203978513743,0.009660686256649845,0.0031375941100222717,-0.0045025761704778995,0.016832155867361077,-0.029109721631786812,-0.026991793280495207,0.0018145993852993919,0.0023661899927820487,-0.004022513372656,-0.001652641001605091
0.011501347784091879,0.00509037353035163,-0.00824210720076807,0.02141177934250437,0.01863735518510128,-0.0007448354542497107,0.006051884264374499,0.033735957605172937,0.020695371050643976,0.009662996105288608,0.012882420143943574,-0.007888221142993455,0.00280163900992506,0.014993879439068325,0.02224499502778734,0.011372127376773908,0.02442204789621235,0.013670437318120116,0.03903709940760132,-0.0015615541733229887,0.0015028116840291278,0.025758175963810477,-0.0013443143064117164,0.00014832084867305337,0.016684871107022246,-0.003842085003320604,0.026246313995208947,0.020665000547661717,-0.0005586315718988077,-0.0014625977944985645,0.017920223712654393,0.0004933746770216539
-0.001639763654711405,-0.017472121328153154,0.027008781360593138,-0.0037869210254304307,-0.0002534597329241769,0.00359234865191006,-0.0011367968198826195,-0.006029513238077023,-0.005603502312402015,0.0021521419220510624,0.004202716887202404,-0.025191565966874125,-0.02998684639140172,0.0013284276323592172,0.0017820265433843047,-0.00845232003182057,-0.007618617381390867,0.00022991101801633356,-0.00969117625562876,0.0007704864258886515,-0.000609818863255129,-0.010219272906630189,0.005836875816310269,0.005021751146879899,0.004411935047163683,0.0010912141190290792,-0.010739009559558749,-0.019193443619136413,-0.00035455753009067646,0.00020809254668790333,0.0107787152142234,0.00030613002161881936
0.0035738053124596434,0.009267764282527322,0.012894316793026054,0.012660953174240656,0.008756297187534252,0.004035657526190065,-0.004981486617587025,0.012579976609871108,0.00708445414992426,0.010801670243637278,0.011037096840318865,0.007722945011210959,0.020357024384605366,0.0037397821063998816,0.012294714406240055,0.003341909827872293,0.002729323702988673,0.004781777124123869,0.009979022602736917,9.804689906875455e-05,0.0030579539113109403,0.004864508795794048,-0.0012255526063709304,0.008058773759520774,0.015239751619874713,0.0018058170196527663,0.011419413111087368,0.02327907011120963,0.0006904866181173402,0.0004886536287352788,-0.004602488746517449,0.00021528745779819357
-0.001731618869508962,-0.0029269176113576024,0.0006113894407097779,-0.008390294752824351,-0.0004664068011207237,9.968288295841097e-05,0.00888012014209708,-0.009732661654556433,0.0025201126844257753,-0.000713691348510329,-0.007082399621050691,0.008925185060977768,0.008582543820559091,-0.006692153091821998,-0.0019686694670653514,-0.009387098220912143,0.010445267120777589,0.006239992008583845,0.0024948843426513293,0.0020933885894663744,0.004479884570652712,-0.008691210398440436,0.004531372733158368,0.003346780754702309,0.012986893810750588,0.00847073975958185,-0.010474653518612997,-0.0008916393585476579,0.0017339186780248917,0.0012288743751671734,-0.006083483872252781,-0.004367153527138874
-0.00013443973926194325,0.023544456071388647,-0.02671854014524546,-0.00043916226429173953,-0.0037207403484834922,-0.012508824395346443,0.006957126429039543,0.0004026051992945317,0.0008928465113253378,0.004732075534489673,-0.010928574278284841,0.03168734659294202,0.028060870452749954,-0.0028933962774362735,-0.009257537717635326,0.002296859904914221,-0.005845266669058594,0.006476232310910863,-0.005867591640056436,0.0019289121427087017,0.0027987503703715577,-0.001981677415599151,0.0057019618298025385,0.001111119782172619,0.006191551257826179,0.004879674842599847,0.00688268943642618,0.0055608297969536626,0.0004586745918892541,0.0010794769089926878,0.0006351879503569253,-0.000833284446370794
0.004667194917889099,0.006409669246809015,-0.02901725859022073,0.017041011872912043,0.004058289886482262,-0.0008982492374718043,0.005879407256393592,0.021363051045994456,0.010603259714828556,0.007193256497330469,0.007416911567384383,0.0375588001217005,0.008535067903537679,0.011806785133249061,0.012181591221852615,0.017282581815825305,-0.00020920380799722372,0.012544845257231336,0.008835952650040222,0.0003172164280586911,0.00022911021128319554,0.015793760169126314,-0.00032981999254397997,0.0009939236224355066,-0.005175701646644419,-0.00012239888016924377,0.02269342186968573,0.00699900216916949,6.569186527479393e-05,0.0007524042393481083,-0.006151580697149319,0.0019472536607579548
0.0028099858919102987,0.0024233395164535267,0.023330008155672183,0.008598419661768154,0.018323883058152857,0.0057420036708578474,-0.001342737557255775,0.01742793981033882,0.011577988643278789,0.010499418241038231,0.02112623242778503,-0.011554574500184768,-0.01578586157446525,0.012521878876526601,0.007511696592893534,0.007566420046914553,0.04685902557177945,0.01211124031261097,0.010738431736736852,0.0010339413053668635,0.004453386027118982,0.006705273116423928,0.0026921947625951717,0.007212841719354582,0.00734873374287123,0.001654195392645334,0.011942977700735397,0.014910528536934498,0.000357544835970802,-0.00030949418497404915,0.0195392768948414,0.0030775957044080786
0.004024401309964557,0.009618407777672335,0.004824414392954675,0.018310089895694492,0.005440537882484986,-0.0035643346179680515,0.0006623992042931526,0.02143995691169879,0.013270214767959448,0.01494525468421774,0.011546461720465164,0.031145337927558553,0.025726885565802476,0.020966100136867567,0.023754799379463405,0.008361577398364285,-0.003149129970010415,0.013610966422749015,0.025483968872397345,-0.0023519363123411566,-0.0006477448817117581,0.018569516913408742,-0.006629498079631864,-0.005656646731257563,0.01338932216142448,-0.006650844955437688,0.01657547280958354,-0.0027381015567814367,-0.00033295951316238126,-0.001489591242291423,0.005723712055967371,-0.0019159964707730238
