Name,Riskiness R
CHIM,[0.2225537]
COPX,[0.29526357]
CROP,[0.10148643]
CUT,[0.09642057]
DUST,[1.26960578e+13]
FLM,[0.14138734]
FMAT,[0.0964983]
FTAG,[8.22725315e+11]
FTRI,[0.6171892]
FXZ,[0.09550949]
GDX,[0.29702572]
GDXJ,[0.31123875]
GDXS,[7.06146873e+12]
GDXX,[0.63389312]
GNR,[0.12198929]
GOEX,[0.34088625]
GRES,[0.09846569]
GUNR,[0.11629972]
HAP,[0.12285408]
HOML,[0.37206716]
IGE,[0.2203551]
ITB,[0.14815041]
IYM,[0.10077159]
JDST,[1.76409465e+13]
JNUG,[1.21142198]
LIT,[0.10402373]
MOO,[0.10755684]
MXI,[0.10593054]
NUGT,[1.14666298]
PAGG,[0.47171808]
PICK,[0.21623416]
PKB,[0.17997811]
PSAU,[0.29822093]
PSCM,[0.14842458]
PYZ,[0.1246736]
REMX,[0.2030256]
RING,[0.30959788]
RTM,[0.10514011]
SBM,[5.12475625e+12]
SGDJ,[0.40341061]
SGDM,[0.34909236]
SIL,[0.34340624]
SILJ,[0.29944028]
SLVP,[0.28760731]
SLX,[0.17897305]
SMN,[2.71002984e+12]
SOIL,[0.66313772]
URA,[1.91529364]
UYM,[0.20985458]
VAW,[0.10102355]
VEGI,[0.13496809]
WOOD,[0.07537343]
XHB,[0.43827504]
XLB,[0.10275095]
XME,[0.18793271]
