Name,Riskiness R
AAXJ,[0.09063328]
ADRE,[0.11954987]
AFTY,[3.91130246e+11]
AIA,[0.07626622]
ASEA,[0.1259086]
ASHR,[35.96969958]
ASHS,[1.18162766e+13]
AXJV,[0.32968617]
CHAD,[1.09326519e+13]
CHAU,[1.16750782]
CHIE,[0.28700746]
CHII,[0.65805558]
CHIM,[0.15310141]
CHIQ,[0.1462836]
CN,[0.26479054]
CNXT,[1.53518712e+13]
CQQQ,[0.12071763]
CXSE,[0.12171557]
DBEM,[0.07396621]
DEM,[0.24263886]
DGRE,[0.11709924]
DGS,[0.09958666]
ECNS,[0.18687296]
EDC,[0.40693266]
EDIV,[0.19924811]
EDZ,[1.80070047]
EEM,[0.11920507]
EEMA,[0.08140429]
EEMV,[0.11692872]
EET,[0.2478327]
EEV,[1.07913007]
EIDO,[0.27794294]
EMQQ,[0.12607422]
EPHE,[2.70075742e+12]
EUM,[5.48815596e+13]
EWM,[0.22905632]
EWX,[0.09093305]
FCA,[0.14665981]
FEM,[0.12848576]
FEMS,[0.11778815]
FNI,[0.12318795]
FXI,[0.30807937]
FXP,[98605598.14974545]
GMF,[0.0879374]
GXC,[0.1271951]
HAO,[0.19499785]
IDX,[0.25577693]
INCO,[0.10844496]
INDA,[0.15103492]
INDL,[0.46594659]
INXX,[0.25984597]
KBA,[9.41919244e+12]
KFYP,[0.31814796]
KWEB,[0.15212839]
MCHI,[0.13679495]
PEK,[1.64488297e+12]
PGJ,[0.14920642]
PIE,[0.16727102]
PIN,[0.1303314]
SCIF,[0.34414585]
SCIN,[0.36268351]
SMIN,[0.19968091]
SPEM,[0.10755461]
THD,[0.11053661]
VNM,[0.71905109]
VWO,[0.13105395]
XPP,[0.42834308]
YANG,[2.43998203]
YAO,[0.14349316]
YINN,[0.75875596]
YXI,[1.32807299e+13]
