Name,Riskiness R
BIL,[64412.61014057]
DFVL,[0.31329491]
DFVS,[2.0067618e+13]
DLBS,[6095.4520635]
DTUL,[0.38237191]
DTUS,[1.08107468e+13]
DTYL,[0.33810393]
DTYS,[1.46896679e+13]
EDV,[0.25751297]
FLAT,[2.19945881e+12]
GOVT,[1.37480902e+12]
IEI,[39702367.41758817]
ITE,[2.29742338e+12]
PLW,[0.14480728]
SCHO,[3.08534875e+12]
SCHR,[6.72594022e+11]
SHV,[2.23540003e+12]
SHY,[3.58792399e+12]
SPTL,[0.17079408]
SPTS,[3.61731585e+12]
STPP,[2.2863661e+13]
TBF,[7.04114908e+12]
TBX,[4.25173307e+12]
TLH,[0.12479288]
TMF,[0.43727158]
TMV,[736.66076599]
TTT,[7.20155891e+13]
TUZ,[1.31869757e+12]
TYBS,[8.31208436e+12]
TYD,[0.35093065]
TYNS,[9.26750926e+12]
TYO,[1.18864817e+13]
UBT,[0.31171737]
UST,[0.18771992]
VGIT,[2.62608502e+11]
VGLT,[0.16489177]
VGSH,[2.83227423e+12]
ZROZ,[0.23234453]
