Name,Riskiness R
Alternatives ETF List (35),[0.13075473]
Broad Asia ETF List (44),[0.1752775]
Commodity ETF List (125),[0.18010104]
Consumer Discretionary Equity ETF List (31),[0.06083328]
Consumer Staples Equity ETF List (26),[0.04533164]
Crude Oil ETF List (22),[0.16707383]
Currency ETF List (36),[0.26633487]
Developed Asia Pacific ETF List (108),[0.05957953]
Developed Markets ETF List 1 (100),[0.05685057]
Developed Markets ETF List 2 (100),[0.09345947]
Developed Markets ETF List 3 (93),[0.15812354]
Emerging Asia Pacific ETF List (114),[0.12546407]
Emerging Markets ETF List (79),[0.61008776]
Energy Equity ETF List (80),[0.05264211]
Financials Equity ETF List (51),[0.05060659]
Global ETF List (72),[0.11038267]
Gold ETF List (17),[0.27585167]
Healthcare Equity ETF List (49),[0.07028312]
Industrials Equity ETF List (37),[0.05647747]
Investment Grade Corporate ETF List (50),[0.06720109]
Junk ETF List (43),[0.03304062]
Materials Equity ETF List (62),[0.09531117]
Municipal Bond ETF List (29),[0.07719994]
Preferred Stock ETF List (12),[0.02873531]
Real Estate ETF List (48),[0.10363941]
Target Maturity Date Corporate Bond ETF List (24),[0.15848957]
Technology Equity ETF List (75),[0.05296172]
Telecom Equity ETF List (10),[0.10723939]
Total Bond Market ETF List (82),[0.05416625]
Treasuries ETF List (51),[0.18196657]
Utilities Equity ETF List (24),[0.06453013]
Volatility ETF List (18),[0.58777712]
