,Date,BJK,CARZ,CHIQ,FDIS,FXD,INCO,IYC,JHMC,PBS,PEJ,PEZ,PMR,PSCD,RCD,RETL,RTH,RXI,SCC,UCC,VCR,WBIA,XLY
0,2014-01-01,-0.023599448164382655,-0.0470034018743876,-0.07032388772680952,-0.0554328830900864,-0.05506964705333424,-0.04388714536315916,-0.04295843674883966,,-0.05810468810690016,-0.04758944108953602,-0.043903114297124436,-0.1003845792262008,-0.0783410290643287,-0.06081323177754491,-0.2190282522171768,-0.05449912006237472,-0.05049091842341865,0.091008706362874,-0.09724491824096933,-0.049216297067544344,,-0.06000302079895205
1,2014-02-01,0.064122389484423,0.05559956966280064,0.029573576180318837,0.06527722364111986,0.07722637678239182,0.03138179869212505,0.06456046762896604,,0.05466904627664723,0.08667475827779161,0.0742434278438302,0.06126304550434095,0.06774393935094214,0.08132280681434075,0.1705211769184892,0.06355348376763771,0.05552769165883408,-0.11809053967449636,0.11795895444807378,0.06577660072672775,,0.06399229544730976
2,2014-03-01,-0.06116876261636517,0.03335832221013468,-0.029392140767953788,-0.02768570546443053,-0.023184767690743353,0.13079016975017416,-0.0248094609337062,,-0.059780676812443756,-0.03008785952462394,-0.033609492844307996,-0.00300633115532028,0.001036575509236562,-0.029713025142084917,-0.07624888312809411,-0.019643423182661466,-0.020875792790895745,0.03817662892870819,-0.03666668226613616,-0.0254238539899634,,-0.031717461503139574
3,2014-04-01,-0.03141361717520495,-0.040225241342360586,-0.03922915143255873,-0.016442518499024034,-0.021228666862089955,-0.0369478223049595,-0.010643885388927465,,-0.04135184857800059,-0.05414107934663404,-0.02732231061408185,-0.0002943652633638666,-0.03926345769124538,-0.015619382693834803,-0.06808247785799523,-0.012291667464865146,-0.01035570304716946,0.01975860196097645,-0.03299211353448483,-0.01701310028085001,,-0.013597048615620277
4,2014-05-01,0.0018017967588757745,0.019230665026329846,-0.0007162908921260595,0.02516464431687921,0.027139331724097136,0.11134281486753632,0.027368394512656238,,0.016799640440609737,0.026609131889169767,0.04484756723412469,0.021765299817653173,-0.0010790463261600306,0.02227087309041091,-0.005010482445256054,0.009205548817463929,0.027576141941576447,-0.05489762733803524,0.05133486890450619,0.023846168126177732,,0.028822055137844662
5,2014-06-01,0.008193493988682883,0.012413174942819958,0.03225796584534018,0.023791492215517625,0.03357173151950495,0.05553473668894953,0.012049194804363528,,0.046261870955780215,0.02622052016656873,0.030383432066403995,0.0026628592138361715,0.03586097805628445,0.02191298260887254,0.051981830648340645,0.0015203086044801952,0.007427705750820117,-0.038154995966284896,0.03285777329047217,0.025356925511059728,,0.016138824604141185
6,2014-07-01,0.0017838683758184413,-0.016004331327028682,0.02013889332936783,-0.01613990306217119,-0.02901154747593608,-0.00924281043594889,-0.007059404812993245,,-0.0034964514954820996,-0.02421578189573027,-0.03686881965679115,-0.02744334112581863,-0.06506771646091503,-0.009818176663469852,-0.04215570788840633,-0.0037104975888655736,-0.016766405971226018,0.013025474095091893,-0.016146636642628272,-0.01914274566810301,,-0.012735975808689667
7,2014-08-01,-0.05520369355370773,-0.0017613589912054317,-0.008849351202496355,0.04246517570844409,0.04621577746152613,0.08324365344349166,0.039819995288200336,,0.004761763789113767,0.01748563116920298,0.0510453008251607,0.039962860908568425,0.039105943736544725,0.04457005630215077,0.24407550837503073,0.05840525177581319,0.02235236852683268,-0.0748100649706738,0.07551555133783963,0.04360814663619027,,0.04446806866699133
8,2014-09-01,-0.09109958963607771,-0.047895313186941305,-0.0631869998479921,-0.02919975040670704,-0.03913426492189408,0.029148635671803428,-0.021388782123356695,,-0.023696633609779288,-0.009185331172967584,-0.0548107748939179,-0.03490732228574661,-0.04602140509473581,-0.03557688703470368,-0.031877736726049315,-0.0022392786568517496,-0.034647366515024244,0.027795325796836728,-0.036304755629835476,-0.02916971335313048,-0.014308497458028825,-0.03095027608253395
9,2014-10-01,0.05023044164402641,-0.01611222797775395,0.012463527371872342,0.02434878972279258,0.026861938081505273,0.030254281903125412,0.027510950465093945,,0.010462347587082975,0.024962382202737533,0.023978660621851312,0.05287548813228785,0.06733816072011532,0.03282315637727089,0.0476508613516685,0.031740879726464645,0.02054453159718537,-0.05838966457814444,0.04731614575697476,0.025437845965411165,0.02364553830019267,0.021142539476906783
10,2014-11-01,-0.030715193055063712,0.04306876983576111,-0.014482394180957925,0.05666533089094803,0.06558359605164528,0.023430279815705172,0.06339140203956907,,0.03245192970261781,0.02104027727833784,0.05854238291462331,0.07745676012564875,0.07275828571089094,0.05976314327074496,0.2689409304794506,0.0894967509940268,0.047659380296519775,-0.08812010722434392,0.13144156356946737,0.056084780185397975,0.01647595351908943,0.05447870938263454
11,2014-12-01,-0.12924401691919032,-0.03741945804147074,-0.07274062661427128,0.004468746720613841,0.01072860388434869,-0.014041770073240296,0.015105672706638072,,-0.0073728261698093,0.02261030395400046,0.00812656191979606,0.04694167863996992,-0.0001972319706886573,0.011415331747039197,0.050644437109166836,0.021819640817715074,-0.01446920990425937,-0.08733003980829487,0.033056962997407645,-0.00527667010823051,-0.02474012402351751,0.0047347724477030005
12,2015-01-01,0.02035322616579706,0.009209167006044268,0.02632523282593167,-0.028226706464779906,-0.03051269397818627,0.12042060050315306,-0.018618925342567996,,-0.039721973322419224,-0.0035962830057413723,-0.02318007881409622,-0.02740732095825715,-0.00034248043298155397,-0.03170956290547233,0.008241495732571507,0.009738894026049345,2.025817491833238e-05,0.043137267450927275,-0.0431624118532294,-0.0186423391917278,-0.0384796866171183,-0.02993768454781194
13,2015-02-01,0.03181810627027226,0.08119674781717703,0.022064698424499967,0.08339219836915449,0.0652614881430851,0.02378320312527074,0.07070888774174978,,0.08771946985378425,0.06698564607130325,0.05917411739424705,0.059103037062445254,0.05362088169667656,0.07163691960205508,0.20492334515312755,0.062456505805724025,0.07987232646750089,-0.1233082662642412,0.1374986989059512,0.08237660017116372,0.06288798304586342,0.08544082255867469
14,2015-03-01,-0.050012963115717006,-0.001482347681499004,0.05319967576917443,-0.00424003350762478,0.011114007662254455,-0.03646675147264543,-0.0017999569755260325,,0.00450102183802639,0.010551436175752441,0.026635043083500436,0.033134023578596794,0.023286512921742043,-0.0006544037470959959,0.016880953119161025,0.012148898625426669,-0.008656687116190321,-0.022298395980428425,0.009901814883415481,-0.0008970192477532115,-0.02903864478745268,-0.008161155611936836
15,2015-04-01,0.016639305132983118,0.019598775047315792,0.12298678109679942,-0.003336967640822379,-0.02762805349254195,-0.08158116101745791,-0.007418729042456587,,7.640252969270728e-05,-0.04789587292206395,-0.027641487150105056,-0.0728887928144002,-0.043798403032972125,-0.021846948302652228,-0.06632526352242411,-0.033169869863097654,0.012490233144194604,0.03421054287083553,-0.037375643000392464,-0.004898967189529215,0.015073832511916734,-0.0005308560193990484
16,2015-05-01,-0.008854276046244619,-0.0021860491735789162,0.028683131574100674,0.015485977681472023,0.009941869637671179,0.0549450492273079,0.010581728769510936,,0.024326397888283658,0.006600484548488727,0.008705167430545594,0.0044266768263297885,0.019241957530198042,0.012194997240868038,0.02359583746918471,0.00907738749878594,0.009061288273290329,-0.03647162685388748,0.03316986599904994,0.0143584713843672,0.01603475548789602,0.013145731327731688
17,2015-06-01,-0.049810544100331484,-0.04819900106267019,-0.0709758311394505,0.0019467883547853526,-0.001640879455180238,-0.008680646572709578,-0.0075584338045733175,,-0.016441398273453454,0.0008199336624554247,0.011003479360628173,0.011926404703509046,0.033981311666695095,-0.0005526001197731007,-0.011363583700460705,-0.01230296714676642,-0.012333644847786448,0.025968194982542495,-0.021682506882382654,0.004772287432048083,-0.018891342903460964,0.0023591086883704656
18,2015-07-01,0.06125371460476569,-0.03457494025672276,-0.09072300556296678,0.04284327301912592,0.023467593971512195,0.055166472447859737,0.05306843927994744,,0.01424706308393303,0.031394672416516445,0.039573365027443325,0.0184982678800665,-0.007359197642191691,0.02470366023239393,0.2114940427385284,0.05571923483711578,0.03239942953212193,-0.08408397360595446,0.10222899155955421,0.039365713978043546,-0.02963324217105721,0.04890164557132667
19,2015-08-01,-0.11382562304010096,-0.06782408416180152,-0.12828221620427796,-0.06290877945581057,-0.05419908527570033,-0.11009683036550469,-0.06887369608356725,,-0.11017258715100235,-0.060878720113566036,-0.0556927121493415,-0.047642873318702664,-0.06290368712376435,-0.05671574836261617,-0.11981557594748733,-0.050494895953215393,-0.06396838467436708,0.20327866143864878,-0.1326716632170822,-0.059174407975330225,-0.10249088369057653,-0.06532034323958685
20,2015-09-01,-0.10330195158918216,-0.0464047490083577,0.03356291959803624,-0.019940108478223743,-0.02780117793745933,-0.025800419279449125,-0.01763514455800739,,-0.011968598380356379,0.004509608137288914,-0.012840032034270803,-0.033086380316726255,-0.05708661195841373,-0.03327613429959266,-0.05143207658247969,-0.01737030756222258,-0.02624066793836886,-0.042428901982822405,-0.04488455668533112,-0.029883872591412963,-0.00464057020311858,-0.009869364769163806
21,2015-10-01,0.13716220465233095,0.11273287834293982,0.14321401953879864,0.0827373976349261,0.044984996899752445,0.014996780809812885,0.07772328206963425,,0.10436427280338421,0.08033860807548776,0.0291735700936148,0.03352697408911741,0.03689766613178979,0.07472052267995731,0.19090918005487212,0.04704931542227088,0.08517880780017643,-0.154674778255654,0.1685944330792475,0.08794527363345041,0.03254410045855223,0.09065198250678827
22,2015-11-01,-0.044266378496118204,0.008648762992585258,-0.035688241054422004,-0.0059711443662888095,-0.013710326530360174,0.0003143572467587658,-0.009264248345887172,-0.014806390701939114,-0.007948658597588486,-0.03198113586777801,-0.02829591230885677,0.004246194126028786,-0.027817120602377766,-0.020941879228210836,0.04880040378552044,0.01324661132367401,-0.005182500301775207,-0.0009619169412859936,-0.02148913767219019,-0.00464590979010212,0.022045049725631906,-0.002346572775761639
