Name,Riskiness R
BDCL,[0.30272186]
BDCZ,[0.18976709]
BIZD,[0.14433658]
CHIX,[0.54007479]
DPST,[0.66222451]
DXJF,[2.17885938e+12]
EUFN,[3.90402923e+12]
FAS,[0.25392476]
FINU,[0.33699198]
FINZ,[1.24919786e+14]
FNCL,[0.10077635]
FXO,[0.09762761]
IAI,[0.11425276]
IAK,[0.13634234]
IAT,[0.16102106]
IXG,[0.18804577]
IYF,[0.08411065]
IYG,[0.12576726]
JHMF,[0.13780419]
KBE,[0.23955992]
KBWB,[0.19702763]
KBWD,[0.1478149]
KBWP,[0.05833849]
KBWR,[0.26088215]
KCE,[0.27379007]
KIE,[0.08065906]
KRE,[0.23821939]
LMLP,[0.52660989]
PEX,[0.29995618]
PFI,[1.19983273]
PHDG,[0.110512]
PSCF,[0.128133]
PSP,[0.18971093]
QABA,[0.23106426]
RYF,[0.07921192]
SEF,[1.12748124e+13]
SKF,[8.17958062e+13]
UYG,[1.81851628]
VFH,[0.09496774]
VQT,[0.11382973]
WDRW,[2.23988644]
XLF,[0.20089307]
