Name,Riskiness R
AAXJ,[0.19761139]
ADRE,[0.32302652]
AIA,[0.13076019]
ASEA,[1.46413322]
ASHR,[0.41495751]
ASHS,[0.75965489]
AXJV,[1.3860387]
CHIE,[3.21162329e+11]
CHII,[0.43248391]
CHIM,[0.29607412]
CHIQ,[0.2361164]
CHIX,[0.24629543]
CN,[0.25366746]
CNXT,[0.6674678]
CQQQ,[0.16830302]
CXSE,[0.14270853]
DBEM,[0.29086967]
DEM,[0.7353267]
DGRE,[0.56551014]
DGS,[0.24310629]
ECNS,[0.52260227]
EDC,[1.11331342]
EDIV,[3.17219609]
EDZ,[6.7818208e+08]
EEM,[0.33577933]
EEMA,[0.19680236]
EEMV,[0.52122934]
EET,[0.73225539]
EEV,[2.66764019e+12]
EIDO,[0.96927437]
EMQQ,[0.19171823]
EPHE,[8.67769775e+10]
EPI,[0.30419929]
EUM,[4.34335805e+12]
EWM,[1997918.17758811]
EWX,[0.27767663]
FCA,[0.27012471]
FEM,[0.28772797]
FEMS,[0.19532286]
FNI,[0.21516306]
FXI,[0.33244003]
FXP,[2.07062501e+12]
GMF,[0.18942412]
GXC,[0.20837263]
HAO,[0.51942828]
IDX,[1.01742855]
INCO,[0.17857002]
INDA,[0.42467819]
INDL,[1.59023623]
INDY,[0.33148608]
INXX,[0.47889696]
KBA,[0.5270877]
KFYP,[0.27878796]
KWEB,[0.18614451]
MCHI,[0.21657699]
PEK,[0.3090972]
PGJ,[0.20260571]
PIE,[0.68756951]
PIN,[0.33763698]
SCIF,[0.33188255]
SCIN,[0.44349309]
SMIN,[0.19198096]
SPEM,[0.30690882]
THD,[0.65185094]
VNM,[5.83386679e+12]
VWO,[0.38985127]
XPP,[0.64391108]
YANG,[2.3417268e+12]
YAO,[0.24013124]
YINN,[1.0645661]
YXI,[1.77828352e+12]
