Name,Riskiness R
Alternatives ETF List (35),[0.01806169]
Broad Asia ETF List (44),[0.04996454]
Commodity ETF List (125),[0.13032671]
Consumer Discretionary Equity ETF List (31),[0.03900723]
Consumer Staples Equity ETF List (26),[0.03364303]
Crude Oil ETF List (22),[0.36174144]
Currency ETF List (36),[0.21319407]
Developed Asia Pacific ETF List (108),[0.02817696]
Developed Markets ETF List 1 (100),[0.03316471]
Developed Markets ETF List 2 (100),[0.03230165]
Developed Markets ETF List 3 (93),[0.03425508]
Emerging Asia Pacific ETF List (114),[0.06415881]
Emerging Markets ETF List (79),[0.08291256]
Energy Equity ETF List (80),[0.04125847]
Financials Equity ETF List (51),[0.03322104]
Global ETF List (72),[0.04057638]
Gold ETF List (17),[0.30239918]
Healthcare Equity ETF List (49),[0.04101304]
Industrials Equity ETF List (37),[0.02891402]
Investment Grade Corporate ETF List (50),[0.05992958]
Junk ETF List (43),[0.01201783]
Materials Equity ETF List (62),[0.03743534]
Municipal Bond ETF List (29),[0.24865213]
Preferred Stock ETF List (12),[0.0338738]
Real Estate ETF List (48),[0.04565609]
Target Maturity Date Corporate Bond ETF List (24),[0.03853737]
Technology Equity ETF List (75),[0.03305449]
Telecom Equity ETF List (10),[0.04269922]
Total Bond Market ETF List (82),[0.04406962]
Treasuries ETF List (51),[0.25424173]
Utilities Equity ETF List (24),[0.05681296]
Volatility ETF List (18),[0.85300721]
