Name,Riskiness R
CHIM,[0.2116347]
COPX,[0.41539012]
CROP,[0.10851707]
CUT,[0.12142233]
DUST,[8.84370848e+13]
FLM,[0.13805352]
FMAT,[0.12334665]
FTAG,[1.22394974]
FXZ,[0.10127182]
GDX,[0.31711435]
GDXJ,[0.32718619]
GDXS,[1.82123066e+14]
GDXX,[0.53361219]
GNR,[0.142872]
GOEX,[0.31951175]
GRES,[0.13935045]
GUNR,[0.14044527]
HAP,[0.13735211]
HOML,[0.36968485]
IGE,[0.32243204]
ITB,[0.16790554]
IYM,[0.12377543]
JDST,[4.28466863]
JNUG,[1.42140921]
LIT,[0.11052979]
MOO,[0.10906566]
MXI,[0.13431082]
NUGT,[1.29873934]
PAGG,[1.28596437e+12]
PICK,[0.25973663]
PKB,[0.2070367]
PSAU,[0.34018783]
PSCM,[0.16249613]
PYZ,[0.15962461]
REMX,[0.43017602]
RING,[0.63018035]
RTM,[0.13143223]
SBM,[2.85052377e+13]
SGDJ,[0.4164004]
SGDM,[0.37958312]
SIL,[0.44149268]
SILJ,[0.38189052]
SLVP,[0.38324036]
SLX,[0.21192245]
SMN,[2.47082657e+09]
SOIL,[7.33346587e+11]
UYM,[0.24193148]
VAW,[0.12827222]
VEGI,[0.19609434]
XHB,[0.97150854]
XME,[0.2264966]
