ADRE,BBRC,BICK,BKF,DBEM,DEM,DGRE,DGS,DVYE,EDC,EDIV,EDOG,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMFM,EMIF,EMQQ,EUM,EWEM,EWX,FEM,FEMS,FNDE,HILO,IEMG,JPEM,PIE,PXH,PXR,QEMM,SCHE,SDEM,SPEM,TLTE,XSOE
-0.07132705856638544,-0.0440022362413538,-0.09359634991624433,-0.07791240025149701,-0.03270465206055198,-0.07920787474096237,-0.06524458805964357,-0.06502413464621183,-0.10722045399661903,-0.19183492582002626,-0.0607168966242106,-0.013404494770540013,0.17785332843894455,-0.07178974838007457,-0.03639693549101791,-0.05612156930488402,-0.04105268421052643,-0.06782846449740135,-0.1356769172743502,0.12017642073350901,-0.04943305674587177,-0.03932637673313072,-0.09688980420164613,0.06072548480499933,-0.024120427596783085,-0.06818332493848196,-0.07098443488450919,-0.0832096004029427,-0.09549620504860136,-0.04620787686003306,-0.05703585386357787,-0.06273361062386609,-0.03846435343076444,-0.08981924080371624,-0.08511042970674706,-0.035498757543485984,-0.06590734271858588,-0.06576562255994907,-0.05925080686747649,-0.06780991444613013,-0.03372807649604484
-0.08782132505936094,-0.08767117330992891,-0.09192187864736756,-0.08457716230736755,-0.06886377075684523,-0.08852215111167044,-0.08366895716958342,-0.08950789978202195,-0.09981070868783602,-0.26344378981052025,-0.10805437647866943,-0.0442982264983056,-0.9515966328266042,-0.09404494527227852,-0.0901501920929902,-0.08943976996985896,-0.11855104931674255,-0.10512199604411562,-0.17731091125004353,-0.7705708714679305,-0.08492366376911249,-0.09036160909644583,-0.11548010079196493,0.07397767824092996,-0.0918671152324498,-0.10972687238995116,-0.09607210415972972,-0.10342579581443137,-0.07468903403311579,-0.08498169496840906,-0.0935619995014016,-0.017382352713103018,-0.08045971711163459,-0.10384391982191707,-0.06898657616530353,-0.08722859771807147,-0.09015668631970318,-0.09133140902691828,-0.0980066073567124,-0.09050543838752964,-0.10660802492443304
-0.06239509806800956,-0.04384384098123912,-0.0802659989105893,-0.04731468789043275,-0.014263187496858669,-0.08148150668089155,-0.05175769040775631,-0.027580520543980414,-0.07271628824267683,-0.10914458986935488,-0.07060567613550693,-0.08765501236484233,26.197261094857225,-0.05370745296863131,-0.0371556514925876,-0.03017731201727125,-0.07347441304323847,-0.0039990527395726795,-0.07211441391465899,4.311025667568669,-0.06360809271484473,-0.0491458861041368,-0.04682112634594705,0.03426808508969805,-0.033357440050714636,-0.005113080619658509,-0.05706797735354381,-0.021106425376169257,-0.050821904439047993,-0.0568454753224168,-0.01966090598140386,-0.1067639006555558,-0.039999919763596715,-0.07938533947647645,-0.045245874894384606,-0.030645081880850057,-0.03207278942311812,-0.07933516043078455,-0.034622599515161716,-0.02278535736499303,-0.037475330187212136
0.12461837038979222,0.0351757504673239,0.13575452465252938,0.05436248115945237,0.052518694420819134,0.05017921146953405,0.08123237527114947,0.059488593019753164,0.062216394613856175,0.18791399433944367,0.074001770670298,0.08601322151625683,-0.1938958345642422,0.10842865568381732,0.06756514391156633,0.0637582665787087,0.07190860215053753,0.06624860154304374,0.13562307699817144,-0.13045234740422426,0.05623629826087002,0.0663489244196976,0.18748698595748964,-0.06659970697773973,0.0578022790154623,0.061671553002235514,0.09228682038844617,0.07377659907923216,0.07454066882347188,0.06125827891942533,0.061418759419213466,0.05801481947669729,0.03912039735960977,0.08354761425662839,0.060470547607932336,0.05241256021578367,0.05440159224544798,0.05895968282726075,0.06791301117133605,0.06947408723772551,0.11865418489847045
-0.01581649932407659,-0.04975714078328208,-0.017742654762298485,-0.017186593546312384,-0.02749469109368432,-0.04522184300341287,-0.007841525635190156,-0.022396200327931284,-0.03996339353152509,-0.0878049747107925,-0.045746779179880036,-0.0276218074994764,0.05567939437220032,-0.006496066150810898,-0.03748860146773508,-0.025236527872940076,0.0,-0.017651278608552798,-0.062427341239477664,0.039015289567760514,-0.041117535008156084,-0.03025100622108038,0.05198994328830688,0.021154403154413862,-0.07730680271332258,-0.008917075909500213,-0.03426779840431345,-0.02277517636662301,-0.03761609214776994,-0.03709658640243348,-0.022909632214260008,-0.032679890432072964,-0.010031403727587464,-0.02870174899098865,-0.03813554634977739,-0.031027649447733237,-0.02532836925772345,-0.041215992884198686,-0.02572328363099357,-0.027808572459896583,-0.01845866673064681
-0.046572513429124614,-0.0740740989150076,-0.0471650723458418,-0.05213729648451074,-0.04293199460149854,-0.057491837950551114,-0.05541981972076493,-0.032293803780389874,-0.043215698862907416,-0.12070264955006862,-0.0602218444464924,-0.06740470745031843,0.10126572534371596,-0.06384609455184605,-0.047864745959431895,-0.05295677033249188,-0.10909090909090899,-0.020364275858234512,-0.06989240899058688,0.06616005482628619,-0.05222661341690963,-0.03367588893122514,-0.01572841283373655,0.0344101167487624,-0.00038611109404301135,-0.03059151740121532,-0.033871220020098416,-0.029759719238922892,-0.06954305689449394,-0.039363666862888426,-0.047860952991169985,-0.07143826923866074,-0.053198237702922965,-0.06380134279199767,-0.07319553262161038,-0.032633062056558415,-0.06111642118728342,-0.05728184174877004,-0.04510461700110647,-0.04530878458553162,-0.039492153439077984
-0.061727715978239485,0.019454824502063758,-0.06734286100108802,-0.07528048221978642,-0.0282966144540719,-0.038558755959505496,-0.030575355680309713,-0.050592381661134486,-0.05048159912050487,-0.1676804694941566,-0.019182041761135447,-0.03392600380430219,0.11366533097561378,-0.0669324301618534,-0.003148344846766565,-0.03553161539957112,-0.13089373680506694,-0.054640872192753286,-0.11160514079117333,0.0834381299790356,0.004581356589697791,-0.043989670556134085,-0.11758714337791805,0.04276988232579928,-0.04912956048735565,-0.042569636886733375,-0.050877479750825495,-0.04186962451836804,-0.022098375286852826,-0.008832474057237796,-0.03883082229226606,-0.0067095176772747475,-0.03932416138564193,-0.041168159182754134,-0.08914144917490421,-0.04511910183428201,-0.030626635406702143,-0.0385994455985596,-0.04623421064224995,-0.04901455489314956,-0.08679637329600302
0.01074039488398934,0.007071987155994902,-0.017613802818657237,-0.01806553434750371,0.005727470390347224,0.018737672583826318,0.0005327376914965549,0.030138666403023637,0.03847502623294867,-0.038621965496856335,0.01340264571028491,0.06774210183604397,-0.010703251347305423,-0.004039497221224218,0.007470183832864074,-0.008177964379189672,0.034817813765182164,-0.010498473019150308,-0.019019039851477664,-0.004256989262933217,0.024896317050109158,0.012364788937589443,-0.03753511983545036,0.0022786178400006052,0.01872212878248566,0.00992917142114467,0.0,0.030763214633997855,0.013659437088350277,0.02129554017279623,-0.00964125759686502,-0.0025464427932609737,-0.0014016708541863495,0.013584955230756273,0.013290328998355229,-0.0017664384683941047,-0.003252081242219788,-0.0073052626303589515,-0.0004088402476175607,-0.006683786976087376,0.03606018297899629
0.13484818004549998,0.10674166596177127,0.1561593991399609,0.13760062252897212,0.0751706609205912,0.12391100354953218,0.1170394199331732,0.10532482912160553,0.10373859536077484,0.4201952333180012,0.14078487842145676,0.15458191310899885,-0.3267002552721755,0.1505182429252349,0.11468109349027952,0.12961752835306914,0.17683881064162754,0.0941643455547359,0.27704082328577423,-0.2289156500077256,0.12261413947752425,0.12786257144064264,0.11248760063422264,-0.1204936351960848,0.1054733861958476,0.09269662374606054,0.1310222126579556,0.10086903240041016,0.16395315107768474,0.10512582353524896,0.12547316040928436,0.1305334723276611,0.07789469462741969,0.16008928742191156,0.1550080188057149,0.08958193075828204,0.12941813828769344,0.16222004554132954,0.11878973852494408,0.12344713220063637,0.0877919881391838
0.01775911562869605,0.015228404822310556,0.03251617108814999,0.02459574332120439,-0.004237256449681373,0.03445296959787703,0.01773268322842201,0.021969347518240336,0.033567256637168044,0.002293607951974353,0.014036110407920849,0.016634825295351013,-0.034720213745017534,0.04308655496109217,-0.0013302998272225373,0.004087366220254293,0.03856382978723405,0.00557586281722391,0.002596814113779369,-0.020161290932297102,0.02988145319611938,0.009475523145566952,0.015144773612241428,-0.00812408365027433,0.022065574523316044,0.008997290500888534,0.008831290520537558,0.010196707405030331,0.0477568461688849,0.019635851178104125,0.006727727630998461,-0.008197243881868791,-0.010416660183311069,0.05077617089950393,0.05031836285594948,0.01806747941808696,0.010592325198903806,0.03958405028473262,0.013888823252212277,0.016200092057649582,0.023400293755470886
