BDCL,BIZD,CHIX,DXJF,EUFN,FAS,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,LMLP,PEX,PFI,PHDG,PSCF,PSP,QABA,RYF,SEF,SKF,UYG,VFH,VQT,XLF
0.011841248623177359,0.00589797945264249,-0.027690677432772787,0.0648246900790653,0.006739663096068903,0.05254492119474246,0.06072783980048044,-0.00230304017978074,0.017114824032666603,0.017864933406153926,0.028954537359762857,0.016738272616619976,0.02522898551585271,0.0049395536139231755,0.01915734522862435,0.026697672029451832,0.02889984597828534,0.02690582959641264,0.003015364098107467,0.008141602574510007,0.010498231799813816,0.0029671685364815003,0.014507959098373675,0.02505484469043128,0.042439534134679116,0.019641143666087938,0.010420182740457659,-0.0018727233696769047,0.010289277616680907,0.02686816252956225,0.02484299057637801,0.01314591852605733,-0.02102278349367084,-0.0398326680836327,-0.660559835396366,0.01669370713483772,-0.0008125338955019368,-0.1711425744505099
-0.05128201992528523,-0.024536720244395016,-0.03600219350263612,-0.01031267447719574,-0.04435149007634689,-0.022812438214887067,-0.016636063528267922,-0.0669437211449677,-0.004807719900207867,-0.008357697815927812,0.002974168555866134,0.014454948782632544,0.02376957153584808,-0.029152677853964113,-0.007740246971801059,0.00599244181040316,0.039266479596342524,0.021063447212946326,-0.036379261951883096,0.019843345480519074,0.061367297618621836,0.0011835672064056636,0.0036854853280831102,0.04793521449698147,-0.08667038985803678,-0.02473246683664109,-0.017080335472405884,-0.029643459465015787,0.02546048180715431,-0.052330409624237066,0.05913668983376435,-0.015883663887408403,0.0005804120888103768,0.003526252920766235,-0.012038393834140218,-0.005406576087834817,-0.02717535276735368,0.2445111162516691
-0.11154805728061368,-0.04918961122638265,-0.12541804116683966,0.030994875493098463,0.05625130948685829,0.1055324648159664,0.10625081337912294,-0.5346363203679525,0.03226131290820716,0.032943984111472945,0.0033954616775099603,0.05546714290684363,0.015747855619707752,0.029508366864506887,0.03781041165423083,0.027430272562745973,0.000212085213671578,0.014842767295597569,0.0006141963770025763,0.0779425915738008,-0.010057275894454877,0.00010804657512785059,0.056661272676421924,-0.008156300005327376,-0.03172490707244796,0.028431277217103,0.04698648475662738,-0.009100904926611772,0.022143549936832745,0.0484176723672267,0.0010630267316582565,0.032756884215760146,-0.03190252320185606,-0.01942959195314588,2.0015124722702557,0.0336441775263027,-0.011494315329272486,0.019139124872465114
0.054272128040259264,0.029510344151257986,-0.13639256001631356,-0.10222072603993797,-0.0632696434521113,-0.1998843248055268,-0.19759337172510832,0.17278044512389393,-0.06581605779146668,-0.06301148573300923,-0.0774487005450407,-0.06150089053595392,-0.06974877525408821,-0.06754897973301946,-0.06601319853737457,-0.06990028083522723,-0.06864102513767632,-0.06792270699058016,-0.04482517042595057,-0.046776291832604025,-0.06030525212430112,-0.10990080529439833,-0.04532763486037104,-0.058459116366005814,-0.1913215830758141,-0.021848890764744937,-0.06846741367021597,-0.028180004451779067,-0.06983777195028909,-0.06218056205313924,-0.060262414248878265,-0.06862959473092822,0.06231270035012891,0.06977246743244718,-0.13277305328168948,-0.0573383551913501,-0.03199431424923092,-0.11424044178978295
-0.14434676258964518,-0.08343054600742507,0.0014760038883736483,-0.058566833041338986,-0.0693563522117264,-0.09219080582760723,-0.10549849710293004,1.142339081701681,-0.030913008307951795,-0.01965061378615297,-0.04839517082321024,-0.026052075424225083,-0.019761643781959947,-0.05198157540428446,-0.030208735358681644,-0.045449462591108984,-0.012184066464353277,-0.04361699700090399,-0.030864867599639793,0.008841720758343363,0.0007375917214121642,-0.07719695823799345,-0.013586622522772141,0.003165203499032939,-0.17749354481692214,-0.07020123061733095,-0.0057316228656961385,-0.03181633181012161,0.007483382990154698,-0.04632150920207175,0.026562937035784696,-0.020204383928053144,0.02030459730131397,0.0001969683972186065,0.07405095864017215,-0.03902848737879459,-0.02919332389929149,0.014330715366604655
0.02373292861706074,0.02100580244418694,0.09137795949228757,0.05730289846244944,0.046760802569362936,0.2050973208187191,0.21647065806661764,-0.1938214216598148,0.06750004252523137,0.06290276179108169,0.0689435773345052,0.08183285476136527,0.03261850556179813,0.0596926347191928,0.06706874303671523,0.06605763777163738,0.042012869548052736,0.041434984467046194,0.03899432026059569,0.05857928878630427,0.04087076047797603,0.07817790496177916,0.05819661403114537,0.04418439007167085,0.12039543970766935,0.08067476503383272,0.054776057486439295,0.03881889329066135,0.05576646655792737,0.0457141723179325,0.031290748606513416,0.0716159058352616,-0.062465505804311774,-0.08865246847373606,0.05635352289860995,0.06578134313672995,0.03787017452402653,0.06956863836846404
0.20479095780441148,0.1029691164733344,-0.02228223440625856,-0.0073821945629584515,-0.02187060952829266,0.042961035702108866,0.033002729823039485,-0.09186352188259958,0.020650831442468667,0.012620789605931852,0.05283656058610575,0.013947407812104929,0.05621215326330525,0.0025688644395077905,0.01868447198037404,0.030596530459016277,0.05479843078500226,0.046194898632979986,-0.00826509084595298,0.00808793986148389,0.07007551471372463,0.048764124401817606,0.017146894857795896,0.0658416079347566,-0.0833611061589956,0.01891028786695041,0.01906920005560974,0.003614453758513657,0.02635918487020748,-0.00182133116357228,0.07017548351984466,0.015293413524682537,-0.02299525489358804,-0.04128838763867436,-0.6550361362453883,0.02121146813764939,0.0014451734730567634,-0.17145944325276238
-0.12962967102629436,-0.08949199075645463,-0.05455800951775227,-0.042376871169430536,-0.0333017040404375,-0.07889731674783469,-0.060620254193931175,0.08554922459822109,-0.029492363554612974,-0.03697546309261294,-0.039777753666405,-0.03617866944870824,-0.04585161633942512,-0.03019763441902247,-0.029324655659430775,-0.039085910213938514,-0.07036832405856519,-0.04058192955589577,-0.054134482982324206,-0.011314634502697308,-0.09048672499140828,-0.06578115582701452,-0.03965731279876259,-0.08170855581282388,-0.13972041661815762,-0.1030525470708488,-0.026641173544513327,-0.012404786987024812,-0.06489341314866874,-0.04014597683037743,-0.0738892622391844,-0.028777136126973957,0.018105100123871485,0.034047409269385875,-0.05383787148416628,-0.03235459595803096,-0.004761933415789426,-0.029723149228168277
-0.16395489412331518,-0.037946077694248265,-0.1058288907175167,-0.09568695935376137,-0.10552507602877856,-0.24354997650401602,-0.2881983449373088,0.2822150883329315,-0.08403447263068001,-0.07492394456241297,-0.12230025208409342,-0.060661217002522284,-0.10393863683089433,-0.08938710102026493,-0.07648221918850705,-0.10856478046838908,-0.12147426739346127,-0.12716145251396654,-0.09875433588869303,-0.034371833041336335,-0.09186696481954236,-0.15290588344863199,-0.05027701692402777,-0.12061865141706395,-0.21721951940102985,0.014916316554073519,-0.0711138205594334,-0.02210988266917156,-0.06448471378723471,-0.08160927267361477,-0.08256429513508948,-0.0808475121683963,0.0901006763425797,0.17444395010695474,-0.1628786521734444,-0.07807710350680798,-0.03211546277924506,-0.08151099976614583
0.09911031477290166,0.02094577316039645,-0.0386928396865669,-0.19420762098059907,-0.06211868462764838,-0.08231018050343063,-0.06104173653260672,0.039867151162790784,-0.0247008819503036,-0.010328477289068749,-0.024013069739485846,-0.01966110941547784,-0.04172018023410455,-0.04198158029714733,-0.02550525400401645,-0.04206310644729808,-0.04194848363229943,-0.0530326408706906,0.03368669120135672,0.0036918396781573173,-0.022126149583945626,-0.018266161789807656,-0.008533857870514461,-0.04337136087758073,0.0988983549039704,-0.01925321415500401,-0.00035216782727692206,0.004175148752808274,0.009020773792333585,-0.016632219190483532,-0.03142542632543515,-0.02002530260539276,0.016857069517593085,0.033234346233717835,-0.04997480663978759,-0.025490852771730105,0.007490075930270239,-0.029005476064299495
