,ADRE,BBRC,BICK,BKF,DBEM,DEM,DGRE,DGS,DVYE,EDC,EDIV,EDOG,EDZ,EEB,EELV,EEM,EEMO,EEMS,EET,EEV,EMFM,EMIF,EMQQ,EUM,EWEM,EWX,FEM,FEMS,FNDE,GEM,HILO,IEMG,JPEM,PIE,PXH,PXR,QEMM,SCHE,SDEM,SPEM,TLEH,TLTE,XCEM,XSOE
0,0.04458980412755863,0.033587831471455915,0.04155633482141368,0.021897813565606068,0.027941048514313303,0.0219401152101479,0.034955685610006455,0.04753047952711351,0.03737896870074316,0.09289357302177674,0.02999466053556237,,-0.11628833821951712,0.03070449332392021,0.025661276074523776,0.03377824549047648,0.05414018046709133,0.04108362582668349,0.05609099204213358,-0.07472712971833974,0.0650020810714836,0.02689864122916595,,-0.03630019162274546,0.033969629570669305,0.0546246669580199,0.03610262577053873,0.07357190388274305,0.01749390928571757,,0.0038313327019321897,0.033820805363399924,,0.04952267636449945,0.015574269480519286,0.016953967233873764,,0.034806040822096034,,0.02774037647247434,,0.029891427357295202,,
1,0.034718240162549055,0.04185128516370169,0.032682221223059124,0.03485713055095008,0.01907494867384572,0.03283523606967942,0.0654126592750809,0.031651460913225904,0.034729715650097664,0.11007230921650492,0.04615363643911623,,-0.12516607871330315,0.016619674046911788,0.026943908439956737,0.038753914613581755,0.05740175944603424,0.03135662426188111,0.08797121228016727,-0.08393829629596088,0.03274067195410311,0.03266577019965246,,-0.042013738584316195,0.0591361895907413,0.032426573605380225,0.005037692484111841,-0.015049655165426199,0.03438631253812764,,0.022264642373639145,0.03588009603062793,,0.006253566825771518,0.05129585531214948,0.023062033525051057,,0.04915903606912839,,0.03664320024142518,,0.03714223233120946,,
2,0.025027546165670697,0.02362949541445418,0.005197893371220068,-0.008558852851481558,-0.0009358743307738365,0.00978192378235173,0.019529091014267305,0.011904294344882495,0.022236250146265943,0.01646238057236651,0.035962038885513296,0.027919873300693662,-0.032160066182424625,0.0006168720538172196,0.021364873942240323,0.007803127899659397,0.02095242857142851,-0.0004137094038095303,0.005913136017826533,-0.020802368126865787,0.0246574676816452,0.010444761902697552,,-0.009829833990489773,0.008272218834100491,-0.0052697675786089375,-0.00041748491277906547,-0.016168749187414476,0.007731009887403228,,0.01500481664355537,0.00977995121254527,,0.007344737170622087,0.015036541336529012,0.009505812941145516,,0.007809346136593981,,0.007101264945866231,,0.00508822769879387,,
3,0.012610771229791555,0.022622290706720456,0.046740437126834025,0.04483453260600582,0.017329998562635035,0.01957620624775398,0.021318868846081935,0.010197371151659194,0.006772029550584915,0.08587578707008853,0.008876214444406214,0.03366482337592213,-0.09366822673457229,0.04747232490348873,0.024282611456086584,0.029518556356460914,0.03498134165198966,0.02358804424291491,0.06329457102712917,-0.061709642118556236,0.007639417037110948,0.023921840334824654,,-0.03130963202691266,0.02607660287397117,0.03623640713707225,0.022147819044395056,0.037211710054108095,0.0360566628400305,,0.04130716773396487,0.028046671067451973,,0.031407486461223426,0.03771711958148155,0.008878102400206747,,0.024877544315863035,,0.03243496246005222,,0.031542020865016306,,
4,0.036565872122175984,-0.010835078796544054,0.041519942354101246,0.027451653086841922,0.017035094914142818,0.02612826603325416,0.028604387999895113,0.009043292788569041,-0.00794951064106175,0.07180018219743796,0.007793125946710209,-0.003701084980149013,-0.0733256235488544,0.04414363641228249,0.01113478398127239,0.015981084507391722,-0.004506579337242882,0.0056598135316453515,0.04139884843734221,-0.04959566576819406,0.007202428136405246,0.018171459770743702,,-0.025226766138340257,0.017704144998028387,0.028834482227920507,0.029435888399401658,-0.007228757171866368,0.024435533160180985,,0.005328443261738623,0.014720606577215984,,0.012507044258220804,0.01960777642252899,-0.0010666390255434544,,0.03581395397134685,,0.02655934799132795,,0.03114379610229561,,
5,0.04625194210506381,0.022820525457844573,0.007969976535047229,0.03898299827703948,0.022634872605188386,-0.003665084876543263,0.0026602714264286286,0.012406377894941322,0.004520259072129065,0.032686101952873095,0.009442144773838836,0.014274405018163077,-0.0501557538524197,0.008737382726053622,0.024733331067950694,0.021657177094093417,0.031235898596650012,0.012213118312491576,0.022469141325210443,-0.031196822888330734,0.003387239675701179,0.020599475989434117,,-0.0157703890573242,0.01555563364425974,-0.00495548932111045,0.017958164058567164,0.024999167925016667,0.009757745648320625,,-0.005814149278775733,0.018777065010704252,,0.0,0.029767559369613346,0.030690705998523853,0.013259158618431776,0.01575090134976472,,0.023142201901171847,,0.0012812280755254385,,
6,0.06589918082186087,0.024542594862225698,0.03258410491015711,0.039181149589696276,0.02744566434422853,0.020909931426527268,0.043099904777319134,0.03532858226787265,0.02249955047043453,0.08241918640751009,0.020131122765477866,0.03812007151202189,-0.0885535661097839,0.05727847017185081,0.028242559956958558,0.02829767380829885,0.022826952465893266,0.031749229579775544,0.05626669685803129,-0.06030447165563299,0.016129015218210408,0.04919860995961519,,-0.029580689015885193,0.017212624873789783,0.026929194233936953,0.022440941270228932,0.029380514684524645,0.030780223287405862,,0.028725097972397348,0.03332059471554659,,0.07250249908758878,0.04453642513042852,0.01275732427588486,0.02617121078606754,0.037821491625709865,,0.036421884899351956,,0.028884918950604705,,
7,-0.09882801768139865,-0.03135880101656446,-0.09684431806037254,-0.09413770222211047,-0.046962574078354885,-0.09387447373411721,-0.06777818800745807,-0.07226023309484671,-0.09761954000321905,-0.22177184114490248,-0.0974349482220697,-0.060962752739912016,0.2526088102110965,-0.09962995664315427,-0.07799261949261657,-0.0776740124092767,-0.10643772989003131,-0.04741649809417919,-0.1512346255572008,0.1644859439252336,-0.05057212491008134,-0.07583049757137639,,0.07916994986923281,-0.0687772319799097,-0.06105672861712759,-0.08509821044551032,-0.06685517101058831,-0.09583331909136253,,-0.07271659296504446,-0.07264629218371585,,-0.06509766026053873,-0.11032973217945222,-0.06760922532019462,-0.05777710957178847,-0.07434404206836777,,-0.0653640757724024,,-0.07036234648603412,,
8,0.019366366539892783,-0.006294933325334918,0.022886283275962135,0.02255650863192012,0.014014514854350684,-0.0056509210056700405,0.0173671069022978,-0.004422374958951001,-0.012414142930300473,0.03162200050824869,0.015113249546667233,0.0028174139355296043,-0.06061482215868611,0.011740469057361527,0.011295381880897291,0.014196082371541987,0.028338136407300665,-0.03027203133261794,0.026262584720379893,-0.038523265014122975,-0.017884882854236343,0.01507685315814414,,-0.01726160776442631,0.007734056279734711,-0.015214533118238751,0.01232497573765606,-0.030349907628211003,-0.004224357996595914,,-0.002255653548304971,0.00779373647035504,,0.006676748468460975,0.013222933369689324,0.015012380110678462,-0.00651627423613274,0.02086625996107018,,0.018649479281109438,,0.01146778838806496,,
9,-0.018392759557207813,-0.03167442730193743,-0.003948066985138844,-0.013130557362386379,0.00802506949180774,-0.037676217119605004,-0.011941263091607052,-0.01121854249631958,-0.002469135857893048,-0.05337175535673293,-0.008493114550283207,0.02171444980439222,0.03027527494322164,-0.033652416837726865,-0.019852902268173843,-0.015421149253518644,0.03783274170948161,-0.005237883973885435,-0.032020867950245675,0.022815849144481908,-0.01148064701381335,-0.010282789312653673,,0.011976050805413311,-0.008497053302683343,-0.012698564275403232,-0.013058073996630783,-0.004886236374848357,-0.02699573472945099,,-0.0190720020944064,-0.012889276373610939,,-0.010649853884765074,-0.011863235239260812,0.0076608134350956035,0.008240867948887738,-0.008870045963904094,,-0.015650440105683738,,-0.013038642822206412,,
