Name,Riskiness R
AAXJ,[0.51180884]
ACWX,[1.16327749e+12]
ADRA,[2.22545348e+10]
AIA,[0.25331613]
AXJL,[8.33778374e+10]
AXJV,[8.334208e+10]
CHIQ,[0.34676377]
CWI,[2.98096594e+11]
DBAP,[0.57399533]
DNL,[5.08758642e+10]
EEMA,[0.44805761]
EMCG,[2.50121506e+11]
FPA,[7.42397745]
FPXI,[19.85080339]
HEEM,[4.80603501e+10]
IEMG,[0.68881095]
IHDG,[3.92885316e+11]
IPOS,[3.00528473e+11]
IQDE,[1.14952444e+12]
IQDY,[5.46975518e+11]
PAF,[0.46654745]
QEMM,[3.11691803e+11]
REMX,[0.38202814]
VEU,[3.34496908e+11]
VXUS,[9.06066274e+11]
XSOE,[0.34937537]
