Name,Riskiness R
AGF,[8.43990791e+12]
AGQ,[1.41008596e+13]
BCM,[4.02614835e+13]
BDD,[1.30139638]
BNO,[1.8234512e+13]
BOIL,[8.72046375e+13]
BOM,[2.57820423e+09]
BOS,[32.4081794]
CANE,[2.10317063e+13]
CORN,[6.23982805e+12]
CPER,[3.41186825e+12]
DAG,[8.99085198e+13]
DBA,[5.07188823e+13]
DBB,[1.1530486]
DBC,[5.06268142e+13]
DBE,[2.73603358e+14]
DBO,[2.48099837e+13]
DBP,[9.60450582e+11]
DBS,[1.05701257e+13]
DDP,[0.27396863]
DGAZ,[1.32757556]
DGL,[2.90338685e+12]
DGLD,[1.12112467e+13]
DGP,[1.64014126]
DGZ,[2.21088765e+13]
DJCI,[1.7890605e+13]
DJP,[1.77746407e+13]
DSLV,[2.31647003e+13]
DTO,[0.35780822]
DYY,[2.07838911e+13]
DZZ,[5.55141073e+12]
FTGC,[1.13447998e+13]
FUD,[9.21512159e+12]
FUE,[2.31089931e+11]
GCC,[6.25386802e+12]
GLD,[5.62581689]
GLL,[4.74967486e+12]
GLTR,[9.11337314e+11]
GRU,[1.01001543e+13]
GSC,[1.36217919e+14]
GSG,[9.32499862e+13]
GSP,[2.73631568e+13]
IAU,[2.9756859]
KOLD,[0.52435894]
LD,[1.31448485]
NIB,[1.22066623e+13]
OLEM,[6.92830077e+13]
OLO,[1.40340645e+14]
OUNZ,[6.57904894]
PALL,[0.589458]
PPLT,[1.55740745e+13]
RJA,[5.35638856e+12]
RJI,[4.19162967e+13]
RJN,[4.33500983e+13]
RJZ,[1.94131586e+12]
SCO,[0.71942334]
SGOL,[5.0961437]
SIVR,[2.57583184e+12]
SLV,[7.23212389e+11]
SZO,[0.1898513]
TAGS,[1.87668115e+13]
UAG,[3.19379902e+12]
UBG,[1.07278034]
UCI,[8.90860237e+12]
UCO,[2.629602e+14]
UGA,[2.83334656e+13]
UGL,[2.93605508]
UGLD,[1.29697533]
UNG,[3.7607414]
UNL,[3.42684474e+13]
USCI,[1.97411344e+13]
USL,[1.98044109e+13]
USLV,[1.47497152]
USO,[2.96267455e+13]
USV,[6.03764606e+11]
ZSL,[8.04243647e+12]
