Name,Riskiness R
AGF,[3.47214152e+12]
AGQ,[3.28351083e+11]
BCM,[1.55195217e+12]
BDD,[1.38330235]
BNO,[7.60070574e+12]
BOIL,[1173.38613078]
BOM,[2.02638709]
BOS,[1.29401782]
CANE,[1.13973843e+12]
CORN,[9.1301376e+11]
CPER,[2.93029327e+11]
DAG,[4.02559739e+12]
DBA,[7.65752762e+11]
DBB,[3.93214801]
DBC,[3.39103075e+12]
DBE,[1.33049583e+13]
DBO,[6.35652623e+12]
DBP,[2.16856998e+11]
DBS,[2.19780013e+11]
DDP,[0.39319222]
DGAZ,[0.94350242]
DGL,[1.03815268e+10]
DGLD,[2.68849986e+11]
DGP,[6.28788182]
DGZ,[2.06468716e+11]
DJCI,[2.83785526e+12]
DJP,[2.78490413e+12]
DSLV,[1.67373754e+12]
DTO,[0.31774141]
DYY,[1.70957055]
DZZ,[3.57197843e+11]
FTGC,[2.3276984e+12]
FUD,[2.25477664e+11]
FUE,[1.63640279]
GCC,[1.88176174e+12]
GLD,[1.12634724]
GLL,[1.38743243e+12]
GLTR,[1.1881871e+10]
GRU,[1.43633935e+12]
GSC,[1.37030904e+13]
GSG,[3.54917273e+12]
GSP,[5.05775938e+12]
IAU,[0.99470424]
KOLD,[0.5720933]
LD,[0.95014709]
NIB,[3.29754186e+12]
OLEM,[2.4568506e+13]
OLO,[5.93850662e+12]
OUNZ,[1.14948012]
PALL,[0.55637244]
PPLT,[1.41090113e+12]
RJA,[5.78981061e+11]
RJI,[4.47452249e+12]
RJN,[3.5418358e+12]
RJZ,[2.05754778e+11]
SCO,[0.4470292]
SGOL,[1.12519373]
SIVR,[4.36438674]
SLV,[6.16212878]
SOYB,[3.42778844e+09]
SZO,[0.19270163]
TAGS,[6.77374354e+11]
UAG,[362778.98047954]
UBG,[2.6078816]
UCI,[8.60243276e+12]
UCO,[6.40540564e+11]
UGA,[8.75826399e+12]
UGAZ,[3.06226407e+13]
UGL,[8.55842395]
UGLD,[14.93014304]
UNG,[2.80755723e+12]
UNL,[5.60489714e+12]
USCI,[2.83847128e+12]
USL,[4.4229821e+12]
USLV,[4502.2866205]
USO,[4.20552023e+12]
USV,[9.0187185e+10]
WEAT,[4.23991995e+12]
ZSL,[5.41144462e+11]
